m/z	retention_time	p-value	t-score	custom_id
714.50681	16.33	1	-0.26243388111797145	P270
772.62159	22.921	1	0.11125004669801729	P271
892.73909	22.068	1	0.4920260655309118	P272
385.27354	15.312	1	-0.16031135059307972	P273
608.52493	17.886	0	0.9096953453841726	P274
918.75474	22.179	1	0.12291401229736823	P275
729.59098	17.217	1	0.3859664195994869	P276
764.54408	15.757	1	-0.12713216906198066	P277
1680.51301	23.335	1	0.4039449902628186	P278
798.60013	19.211	1	-0.5328244491621398	P279
1538.11576	17.943	1	-0.11058643447927918	P280
914.8168	23.798	1	0.12118616073978601	P281
792.58999	18.812	1	0.08385968498656464	P282
1624.22823	21.509	1	-0.12340005475808855	P283
1207.07965	19.183	0	1.0901342036097357	P284
826.6322	22.674	1	-0.06853034484889285	P285
632.63393	20.535	1	-0.37962083636092503	P286
748.5278	17.298	1	0.2910333039112676	P287
650.64469	20.461	1	-0.44212128996872035	P288
615.4958	18.525	0	1.2663920329136897	P289
1592.16424	18.687	1	-0.5763280701493652	P290
950.81668	23.408	1	-0.10706109148755316	P291
766.57382	18.573	1	0.30663613681018415	P292
544.33735	10.75	1	-0.023920224357860786	P293
775.54835	16.355	1	-0.012743890566521254	P294
852.80109	24.662	1	-0.09001795146902178	P295
892.8331	24.988	1	-0.032221118310840006	P296
1560.19626	21.032	1	-0.0457985989244941	P297
530.32396	10.586	1	-0.07908496028775845	P298
482.32458	9.843	1	-0.08227448120571429	P299
313.27397	19.165	0	0.8266662334444596	P300
884.54414	14.953	1	-0.09664874105376697	P301
822.59968	19.083	1	-0.3768576982288774	P302
818.605	19.015	1	-0.22034782539895215	P303
494.32456	9.493	1	-0.016183485463662824	P304
1499.17754	18.867	1	-0.5228220546777251	P305
782.56945	20.609	1	0.00642711143306212	P306
956.86412	24.84	1	-0.1498464390349989	P307
814.55975	15.497	1	0.26643234954526757	P309
1537.10568	18.129	1	-0.10729349826957527	P310
518.49311	16.21	1	0.40671954805965727	P311
810.60118	21.236	1	-0.29788202458184865	P312
813.68343	18	1	0.006721639558613964	P313
1576.13099	18.19	1	-0.5308489266268093	P314
881.75666	23.964	1	-0.052115692003589655	P315
1231.35121	11.087	0	0.6844952902857693	P316
946.78567	22.656	1	-0.06537336813703695	P317
601.519	18.742	0	0.8426490202458153	P318
368.42494	16.201	1	-0.05434698188681404	P319
643.52704	19.306	1	0.20004146115065918	P320
1512.10105	17.86	1	-0.08655815346988875	P321
549.48756	18.371	0	1.2268619017115403	P322
1620.19611	19.8	1	0.025804305778740547	P323
890.78023	22.343	1	0.3360221352457092	P324
284.33198	11.586	1	-0.02797916508543433	P325
810.59923	23.545	1	0.032459055494267836	P326
269.22708	19.79	1	-0.5766047704663366	P327
866.72319	21.995	1	0.18619987759855008	P328
1500.10163	18.07	1	0.0650929625819327	P329
1259.11141	19.3	1	0.06927825966302101	P330
469.36507	15.195	0	0.7038580971487243	P331
623.5034	16.964	1	-0.29988964682872243	P332
830.56568	18.233	1	-0.08793087040384524	P333
690.50719	16.905	1	-0.10124373091914474	P334
952.8324	23.785	1	-0.029675188100210248	P335
1599.12154	17.899	1	-0.053595410270012106	P336
752.5606	18.529	1	0.11337075421560341	P337
575.50334	15.764	1	0.511477850985639	P338
516.51398	17.452	1	-0.2080404982875155	P339
859.53415	14.841	1	-0.02769372814473109	P341
1617.16385	18.233	1	-0.1417591113556073	P342
742.56144	15.949	1	-0.3916497653661275	P343
821.53277	15.444	1	-0.23032548552030127	P344
447.38317	15.272	0	0.7746568054758515	P345
1464.10168	17.995	1	0.10160804179995286	P346
1502.16531	16.914	0	-0.7365139263443635	P347
725.55649	16.651	1	0.2767014473937017	P348
510.356	11.138	1	0.34146649891730857	P350
1574.11732	17.979	1	-0.08748926516444892	P351
750.5072	16.398	1	-0.475681335033864	P352
547.47194	17.636	0	0.7378685904886743	P353
533.32605	5.871	1	0.04673051850325745	P354
1619.18404	19.124	1	0.20588165506372497	P355
796.7391	23.271	1	0.14009894671916806	P358
460.26955	7.215	0	-0.8070168933189392	P359
719.56995	16.094	1	0.013895009910567456	P360
894.40054	11.972	0	0.6507001961653791	P361
462.26759	5.871	1	0.04406757083741123	P363
617.51142	19.178	0	0.6202371670600091	P364
656.52494	17.62	0	0.9873722251834497	P365
879.74066	23.449	1	-0.026773974786315758	P366
744.59215	20.389	1	-0.11594038016031022	P367
915.81201	23.449	1	0.009973457796611636	P368
1506.05522	17.231	1	0.10292500375737482	P370
1490.11668	18.271	1	-0.2157866040386167	P372
528.3091	10.094	1	-0.09243049951673771	P373
884.76979	22.895	1	-0.08695910590366088	P374
878.56926	17.168	1	-0.12937474433206445	P375
1593.16762	18.785	1	0.13830278878398353	P376
787.67048	14.568	1	-0.01009626648662179	P377
828.55342	16.945	1	0.08887046059995544	P378
786.5038	16.959	1	-0.4288185142578522	P379
601.51892	23.34	1	0.09289231686365697	P381
1561.19991	21.082	1	-0.07947408450764025	P382
621.54518	19.296	1	0.3576931808738803	P383
604.60259	19.713	1	-0.3590044812124899	P384
1587.2153	21.411	1	-0.14290617542707545	P385
728.52296	16.953	1	0.15617271424746604	P386
759.63807	19.232	1	-0.060100531014945655	P389
724.63064	16.764	1	-0.058403773785143415	P390
506.49307	16.434	1	-0.01344378920909662	P391
759.57262	19.438	1	-0.10477964170514072	P392
944.86491	25.081	1	-0.04844156819145767	P393
311.25835	18.512	0	1.2119019887514977	P395
944.7703	22.42	1	0.11707919148640895	P396
802.53753	16.897	1	-0.031089503833103084	P397
1639.15272	17.937	0	-1.1188117104996433	P398
889.79642	23.344	1	0.0861174461662613	P400
840.70711	21.902	1	0.4944639372709168	P401
536.50377	16.219	1	0.22864084690308295	P402
755.55639	15.84	1	-0.5218616383935043	P403
618.61825	20.136	0	-0.8107485015618788	P404
816.64895	21.331	1	0.45367086497209025	P405
337.27397	15.433	1	0.04764615720944013	P406
603.53454	16.697	1	0.47647605881683097	P407
1552.12933	18.237	1	0.13105699760774053	P408
682.56141	15.716	1	0.1075003656235147	P409
282.27987	10.395	1	0.28125424850901465	P410
1524.10074	17.89	1	-0.22432276517222915	P411
566.32231	9.907	1	0.032171362289054914	P413
549.48765	15.468	1	0.31578370588176274	P414
851.70957	22.875	1	0.2672938841628468	P415
991.67417	10.502	1	0.4216356553376414	P416
816.57528	16.2	1	0.09860006150214111	P417
814.56094	17.627	1	-0.08549560162900938	P418
892.79477	22.543	1	0.38173742749849526	P420
1577.13575	18.234	1	-0.04017401301373553	P421
718.57483	19.188	1	0.3356692358662375	P422
820.62049	21.191	1	-0.09689552888741816	P424
812.54432	15.286	1	0.12269841680852785	P425
785.58907	19.937	1	0.20795971635227273	P426
636.62903	20.133	0	-0.8740545546021573	P427
1536.10226	18.086	1	-0.13500203036860237	P428
813.68626	14.604	1	0.03742782758729747	P430
744.59082	19.231	1	0.40557356753803125	P431
911.56215	16.203	1	-0.19703013428430252	P432
833.58586	21.321	1	0.18669222411820113	P433
300.29032	10.422	1	0.28076837599570365	P434
1233.09558	19.25	1	0.08067290667709424	P435
337.27386	18.714	0	0.8432587705991342	P436
836.61253	19.728	1	0.07271484593108068	P437
622.61335	19.704	1	-0.38142839710193643	P438
448.29097	10.052	0	-1.1352493927149516	P439
822.56436	16.304	1	0.3967676490189561	P440
830.72316	22.218	1	0.1324984505765526	P441
632.52497	17.711	0	0.6698146360268633	P442
362.23689	12.28	1	-0.17045282288992084	P443
583.32474	10.314	0	-0.8045793597770826	P444
853.72553	23.327	1	0.22589989587306716	P445
1679.50955	23.336	1	0.4250585242600086	P446
794.56608	19	1	-0.06770042180224842	P447
1502.11662	18.398	1	-0.24378420603003215	P448
878.57626	15.346	1	-0.115115655113111	P449
313.27402	18.417	0	1.5474553797845654	P450
804.70798	22.08	1	0.23308878027169286	P451
664.58758	19.508	1	0.42691612314452976	P452
912.80089	23.375	1	-0.18401793533803448	P453
907.53131	15.008	1	-0.17950043172558722	P454
766.65607	20.595	1	0.06879871630150407	P455
1126.04564	17.478	1	-0.1945313016640817	P456
587.46448	17.634	0	0.6092823268457922	P458
599.50342	17.12	1	-0.004599416248349206	P460
327.22724	12.285	1	-0.3318061585319012	P461
636.49634	17.388	1	-0.3508819944818255	P463
943.84463	24.094	1	0.03428023138543152	P464
1623.21484	20.828	1	0.5296249859234707	P465
840.68541	21.392	1	-0.21522249329830875	P466
547.47183	22.654	1	0.41389924172142994	P467
776.52223	16.602	0	-0.9171380905674557	P469
754.53628	17.987	1	0.0035104063681546034	P470
590.32196	9.993	1	-0.041715084269047104	P472
757.53804	16.35	1	-0.0437074840243883	P473
864.76416	22.181	1	0.42693254037272077	P474
907.77192	24.07	1	-0.0792956166392154	P475
1600.13062	17.978	1	-0.43597218596895143	P476
909.78789	24.68	1	-0.021076835502676326	P477
738.66111	21.641	1	0.405300060359366	P478
1554.05702	17.088	1	-0.19153907959063643	P479
264.26907	17.377	1	-0.2763691040120869	P480
877.72511	22.978	1	0.08803770240808095	P481
1496.07092	17.424	1	-0.238834384819935	P482
619.52962	18.746	1	0.45643795562961903	P483
1381.12465	19.333	1	0.06870431838419627	P484
1598.1173	17.877	1	-0.08091174814305789	P486
616.17687	15.274	1	0.24902494912179515	P487
601.51901	15.317	1	-0.2387498862161634	P488
780.708	22.452	1	0.3477535969804456	P489
798.54244	19.491	1	0.11046210928683176	P490
551.50296	23.859	1	0.28661115501574347	P491
1554.14688	18.77	1	-0.009122415947651927	P492
1578.14341	18.281	1	-0.1522064813181916	P493
888.76461	22.26	1	0.35991249640188816	P494
774.54266	17.456	1	0.20692955366670535	P495
1491.1207	18.286	1	0.07047093987881776	P496
844.65173	20.801	1	-0.03911944565628525	P497
840.5748	16.098	1	0.0637431673499913	P498
1650.46627	22.83	1	0.5879230567599204	P500
803.52261	15.443	1	-0.23194071088547658	P501
1557.16794	19.067	1	-0.20153597242056223	P502
641.5123	18.614	0	1.1147877985349544	P503
606.50922	17.485	0	1.0336695962742635	P504
812.61089	20.454	1	0.17067534425387626	P505
897.73011	23.968	1	-0.038032872844887974	P506
880.5918	15.443	1	-0.04844998591933875	P507
1513.10501	17.905	1	0.09849547100275181	P508
752.52193	16.731	1	-0.4098789018561207	P509
788.60806	21.504	1	0.043371208517014016	P510
818.63727	19.519	1	-0.16477412568785257	P512
1654.49755	23.31	1	0.5273193572725885	P513
788.67464	21.467	1	0.4739004836599877	P514
778.69236	21.994	1	0.26654917962121727	P515
1550.19828	18.906	1	-0.13885395706388123	P517
1645.19922	19.273	1	-0.33058114459651783	P518
802.5357	17.714	1	0.260764230824617	P519
1676.4819	22.872	1	0.34852695407980583	P520
820.54855	16.504	1	0.573309854386977	P521
1579.14998	18.383	1	-0.17713859616466468	P522
603.46671	12.28	1	-0.11215015915040082	P523
856.73935	22.369	0	0.8248874270531938	P524
492.40484	15.408	1	0.08724823673802255	P525
608.46513	15.978	1	0.24031981273389263	P526
625.51912	17.309	1	-0.06427039498874763	P527
773.53264	15.718	1	0.2827818598208954	P528
538.38732	12.307	1	0.06749325705286331	P529
960.8961	26.438	1	-0.2594039536340499	P530
366.37304	15.181	1	-0.07140320780542504	P531
526.31406	10.502	0	-0.6902046234634193	P532
1581.07546	17.166	1	-0.5095482467688786	P533
892.59144	15.714	1	-0.10849854113401304	P534
891.78388	22.342	0	0.9387004523995433	P535
934.63926	16.211	1	-0.18976558572162822	P536
727.56645	20.316	1	-0.38356383594043153	P537
838.78602	24.225	1	-0.0436496365512728	P538
860.54402	15.038	1	0.048432041697938306	P539
862.55828	15.365	1	-0.2892693541798619	P540
524.27552	9.626	1	-0.11615767687856093	P541
819.51723	15.266	1	0.034083000651361293	P542
778.57399	18.696	1	0.11515819538423175	P543
627.53492	18.246	1	-0.25027550958333805	P544
823.67806	22.333	1	0.5035861419515866	P545
1586.21043	21.365	1	-0.09657739162268096	P546
556.49327	17.441	0	1.3381480543753275	P547
692.55891	18.981	1	0.20234756877112342	P548
336.22141	11.96	1	0.28133052805781267	P550
747.517	15.422	1	0.1320867654444085	P551
834.52905	14.855	1	0.33857038446622656	P552
825.69397	22.786	1	0.3342687028007851	P553
624.55624	18.906	0	0.9976172648781056	P554
858.60021	18.449	1	-0.09997722082998704	P555
595.52941	19.185	0	0.6859539573820437	P556
916.79573	22.566	0	0.6645310308860612	P558
788.51852	17.226	1	-0.10957798290406269	P559
852.56077	14.912	1	-0.4310136981322489	P560
882.75458	22.519	1	0.08783720146377053	P561
817.60922	21.332	1	-0.11123270906755003	P562
1536.18619	18.851	0	-0.8422752226460969	P563
341.30524	11.324	1	-0.5716532203632185	P565
880.83252	25.499	1	-0.22877498303412738	P566
849.69401	22.449	0	0.6676459588790324	P567
1618.18079	19.14	1	-0.01442867998679965	P568
910.78542	23.02	1	0.11295479399230739	P569
798.56385	16.992	1	0.5822149289889629	P570
762.5044	17.135	1	0.0019647912348333893	P571
593.51387	18.517	0	1.2916571020780583	P572
605.5503	24.669	1	-0.06806506094700365	P574
908.76991	22.749	1	0.13353101264613962	P575
824.55767	20.707	1	-0.07249264082482824	P577
788.54572	15.508	1	0.12791601691668267	P578
603.53471	15.461	1	-0.1583186409298091	P579
795.57228	19.007	1	-0.020414790008632232	P580
1577.2316	23.743	1	0.025639885373005416	P581
1263.17369	22.49	0	-0.6829481828148791	P582
369.38426	12.753	1	0.062313273344812	P584
542.32329	9.733	1	-0.05398992558284328	P585
718.57457	20.536	1	0.24404267734291818	P586
369.35149	22.458	1	-0.23632558742962734	P587
524.50375	16.434	1	-0.048637516770631516	P588
389.30511	10.586	1	-0.08126281576059852	P589
601.51912	16.048	1	0.19501786119182662	P590
627.53492	16.755	1	0.05649079233166426	P591
881.51574	14.831	1	-0.0015069055346850007	P594
946.88092	25.851	1	0.09888034370580995	P595
228.19626	5.423	1	0.11461987666822629	P596
810.52876	14.847	1	-0.0128810116129322	P597
631.46984	18.525	0	1.3559167174300655	P599
361.27416	8.755	1	-0.09616723216317145	P600
1555.15099	18.735	1	-0.015217772014552156	P601
1507.1521	19.256	1	0.03695251999600113	P602
492.47751	15.936	1	0.13458053387427257	P603
1638.14892	17.939	0	-1.0349324426030506	P604
580.49361	17.128	0	1.0364124759134647	P605
1528.13003	18.486	1	-0.08859866913242098	P606
862.74877	22.074	1	0.3577164476655273	P607
905.75637	23.56	1	-0.08830333481046493	P608
570.35588	10.511	1	0.03530791805055452	P609
834.52546	16.726	1	-0.06273972838441637	P610
1641.16769	18.263	1	-0.11858454939445628	P611
403.23294	10.052	0	-0.8948602822338229	P612
573.48759	22.768	1	0.35668158168550285	P614
854.56653	18.038	1	-0.4049074039700688	P615
900.56092	14.791	1	-0.343919644936484	P616
311.25849	15.271	1	0.09826014716954212	P617
838.55849	17.304	1	0.04400267266379652	P618
887.78094	22.878	1	0.18645224919336734	P619
205.07968	1.062	1	-0.05818750729100115	P620
631.56611	24.676	1	-0.05454712880871886	P621
1624.45075	22.785	1	0.5253702197743765	P622
1545.16507	19.198	0	1.0057504331362423	P623
1576.22749	23.777	1	0.09292938233530833	P624
568.48546	16.786	0	-0.8128434751649019	P625
1520.07054	17.277	1	-0.14922914607923823	P626
772.5488	16.429	1	0.291762009236148	P627
313.27434	10.108	1	-0.4851135665313252	P628
1003.58161	9.639	1	-0.09351540425089809	P629
1545.07525	17.24	1	-0.13757029127906456	P630
426.32179	7.312	1	-0.3993737339726347	P631
631.56553	20.044	1	0.32868512388025334	P632
482.36094	11.072	1	0.29334197475444906	P633
762.66017	21.253	0	0.608792691347196	P634
548.27527	9.71	1	-0.22706852870207853	P635
415.21187	7.214	0	-0.7430517817106808	P637
930.60672	15.862	1	-0.029069915900265638	P638
841.71173	21.886	1	0.24271620591017234	P639
502.49814	16.965	1	-0.07402910537597135	P640
945.85997	24.735	1	0.011366004868412636	P641
768.70783	22.699	1	0.023204981185764126	P642
