	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17
F1782	15243.6819732404	82445.7470101958	14553.7881357736	56236.2945157066		60016.045881098	67977.518231723	83511.6498200202	51464.1788235747	54225.3843082113	60234.3410639946	51957.8187666973	43153.6984045496	58007.8485710512		48229.4435907555	29250.8349815363	117138.906019248
F1783	69128.5621780028	89733.6934927788	80838.8446165582	77621.181890913	99234.4344888991	59472.8940626818	59584.8336421086	81813.5926623252	109033.758054917	78232.4954565909	77155.1192360763	64918.9942616224	117129.264414386		77968.3227593851	101997.715326735	71707.5390163555	76866.9689152936
F1784	39103.1196352057	36359.215394517	116758.664572397	17630.4716019777	32417.2715496702	49547.0072936626	89601.5772592954	27443.7729909678	81220.0708423453	40538.7414018706	21319.2732534418	77277.8170951038	72461.8303917134	70416.9717991613	37955.1063551342	24178.4824222328	41947.6009291545	115011.855007563
F1785	51590.0503707295	116592.357128498	85697.7900128503	110626.386722631	27717.8944066919	94619.7768050114	100818.57795592	112775.1002248	78279.3720077686	95028.5939379146	82216.6194147737	26411.0094859015	67085.9339656602	79643.9016922136	32265.3140147193	76835.481262581	70275.1826219449	92881.1363290616
F1786	42611.9070059444	53531.9399709987	45915.4389508155	69867.4138093171	116538.263834268	19635.117746715	25513.7260345498	32203.5452033819	50169.7477198199	24612.7593142844	17576.7785311135	38493.2611539646	23000.2792225485	17448.5900940979	24790.3563128781	60909.8045196031	39671.8174109178	12289.7752691923
F1787	54228.3691819819	86321.0171529793	26565.4433834554	35988.644066018	44668.8320833238	30300.5135808799	88059.9119173696	44277.6265176967	34727.8382167211	64251.3347073744	116382.029107279	77960.3874042853	26359.2752933415	42003.5141348894	46678.8166562859	34136.2614400379	32186.6955199886	24693.9619778047
F1788	37253.2179386524	92078.3187485607	47912.1876416999	71643.3486125124		116337.262842191	64461.2516166205	106695.614276245		88467.7350462415	54187.9981696427	56149.6126785267	61910.9908745439	85191.0478989616	30627.7784364369		84622.4956465658	96088.6368204406
F1789	41149.0581659323	59752.2896039428	39141.5900742491	70979.6432914594	49619.1844039208	92991.4367406227	38376.6035086573	92801.0988770629	77523.2991149363	50907.5767502097	37835.1390151239	85649.1368037524	50731.5040481681	81298.0225890772	41153.1806584754	43580.9869342932	40673.8786371155	46891.6732955959
F1790	51684.5280287544	36585.3843221716	53769.9061403191	48133.9718752333	57590.4823747623	45030.984856717	43294.2380561828	64221.3249030742	57245.7314833947	73693.2236744124	50427.6872930252	65687.7027372594	58609.8106629438	58950.6120718545	82366.4006530846	40523.6964927789	46536.0272864113	50800.9259310641
F1791	65229.4588060537	52839.3154657528	47264.6081671315	45350.3327931764	29632.7578302011	28932.5442757402	57219.1182666005	66191.5181650646	75459.5219908606	75834.5892033053	44982.2080763325	49801.945448441	56703.8822857673	65395.035574885	48288.7319821213	51665.468220289	72511.7224192647	93857.8333827026
F1792	48018.3885581344	19474.249483069	26384.1928987192	26953.9817058538	32763.4069231312	31805.7717830294	35628.7630070106	78941.58269874	65133.4675129168	86629.8750645179	39452.9041014715	95659.8259843568	77480.7685844383	63871.4751248922	96040.5062256726	32503.8191470842	33892.0008753422	61444.4368238355
F1793	80742.336504249	71087.5960254006	73873.3980857598	63648.4244693885	115460.440369912	56902.7903571394	72639.2997624173	74640.6477051791	76411.5721703217	88138.1533445201	98949.8995699193	83555.3645827482	72885.0719359389	74647.0210261723	66947.0055496685	73914.3855691861	67755.4855426974	89441.3063238432
F1794	18289.7591230709	58975.0679683006	60734.1514185674	53832.6512700191	15797.7134518794	104807.763371909		115374.155383794	70021.8481647419	57021.398741388	85674.0841091126	35796.551990962	104626.064562249	31579.6641717692	77494.5746486246	53080.346670477	29846.0348545628	49243.0308859879
F1795	41301.9424051498	104565.634769961	69462.4553180087	106004.882480252	66161.4927164715	104043.361965692	45481.0766056527	62257.9843459257	80278.3776147041	83573.8342829283	38574.7663618396	83919.7948239293	49840.6126609076	70444.2251597635	35219.2140655347	99067.7571412166	67582.4638987516	115108.645966455
F1796	20877.9819805885	31928.231259173	23136.9476301899	21787.0148341784	21668.9783266423	53998.4216840335	21412.1583759237	63452.9891551452	93647.7258643556	37495.2631634437	26368.5825186521	25302.7075953727	42464.4315536207	90882.9354805749	19158.2103763236	45929.4115553768	42294.7565406448	71043.4847528399
F1797	43238.1349495665	29984.1077230031	76062.784977813	32527.636001339	70683.0222462216	11673.1113033113	54951.2076812804	53096.4971119039	35228.8495590033	90940.9901848818	55698.9895563433	61131.014433809	59814.49769299	45229.2854696533	108618.776035326	52952.2085105607	36241.9339510986	21186.4423555543
F1798	54832.8749678268	44399.591775979	47583.7110276792	50984.40870874	53768.8542758476	51119.5825099702	18544.107962245	101981.353368172	78961.0454336631		91498.1992644525	32160.4385264705	47131.2411122963	94030.5937020754	16517.8932296705	28324.7187149532	114643.607076949	49959.2365394713
F1799	75562.3335002661	36233.2486881893	39598.2381801295	23585.9326755368	64023.0916362339	24863.1334965145	95652.2597240499	13183.3421858668		20563.4185815378	67230.9753006693	55293.2197623833	99732.3604423836		48199.2497964275	66455.6811659285	26470.0435580727	39230.3204745095
F1800	92458.3247514224	101880.980654228	82071.2900639502	78706.1077690336	96575.527607194	90578.9325206952	43331.7065568869	88139.3798068358	95657.6655239755	66776.8167695444	50785.251916269	16161.3851515997	23316.5212844796	42795.2483507558		113742.196734933	110989.081377235	114398.102766314
F1801	103673.516061156	94988.4443667201	80145.0435475153	114307.442432548	93364.2509536026	43973.5400213585	70098.3998271325	47939.7742106451	35069.1217326634	34814.80456313	98452.3908674894	20062.1185453596	57642.5846518276	76278.0706011244	32438.8485168618	55620.1280550675	28136.9984133126	24953.2977036116
F1802	23045.2028759388	57762.5826193212	32968.8042683326	60227.5430571587		59590.0893842952	50967.9952982084	107117.612885486	68122.4119142671	76605.5907332198	44235.4174479942	93854.4185993057	61061.2596557262	79672.2595447538	23676.5984259094	43852.9199542202	34714.9937589184	83090.314726992
F1803	32698.4967013615	38065.1788205814	38886.9264325389	114252.430073575	35215.468569052	25128.0668719011	79463.0553654052	59268.0650632965	87222.0031851635	43264.5586207361	23936.6368947778	42726.5300664565	36801.6910567704	29383.5212342253	103636.284162413	67380.8837057882	32632.4597248762	70060.0676991199
F1804	45013.3871732926	68279.8908575617	63010.0816900134	54797.7733757868	73620.690405948	44552.7735861637	61211.8203603192		20470.4527959258	86976.6011084696	49543.1246875158	65146.8219960526	75937.5657705203	114185.638888096	59239.4576576366	52120.8473070433	23824.9290369483	52696.088355588
F1805	31265.412553443	34684.4828434936	29884.8811251151	28433.9938708807	34444.7031018036	55195.8267604561	28307.0781123391	107513.104776721	43680.9803061657	65719.3629674583	28220.1863564864	114041.248845274	42650.785878697	44463.9315676162	35971.8944602204	38992.4986630289	46034.682183883	44589.2252752581
F1806	23334.8284765997	47508.9886203893	34406.4980756702	69228.6952685768	49559.3024981673	65798.5732078298	43867.8630059422	83853.2106404753	53875.3424893784	81215.3558064898	45737.9326000705	91662.5037116226	35582.6966604232	90959.426391988	18078.0482707581	47870.2898496449	34111.2743480263	80694.1928433055
F1807	113734.431867607	99272.226443244	20200.2797065774		35416.7369715909	31231.9245777493		25583.2164570363	20453.1202775734	23464.267086193	23618.4827594997	20370.7136910205	43834.6904509118	20667.1774375743	41817.8114563571		24024.163228489	41619.4072513319
F1808	53992.3101866955	31674.4850630425	113495.10604932	23013.085755315	35612.6572958118	18732.9887196188	35097.5524518202	38558.7569986929	73304.5208159617	96779.213320304		37888.4846068123	53096.9294520365	64490.9507516891	70945.8398260629	23645.5933810903	29889.6997790804	106239.139642283
F1809	66147.5006893839	58226.3732920426	51103.184099421	55340.1575969901	48571.7077233283	68722.521000977	86657.7864642417	55448.9904817368	65674.0507974622	60303.7872479525	85603.2646256441	55001.2988832249	60757.4193892654	57253.9840675447	59302.6231070473	113494.254438703	74095.3142880829	102225.865696217
F1810	56420.7755647762	113396.657813279	78632.0155913298	25488.7507864774	97099.2851790135	71689.6329952302	59878.4487611008	28659.5489270555	68200.6284644626	37977.4360861194	27684.1265772984	32774.8845501307	46433.370163593	40497.5803007658	64548.092470424	41294.8524996945	65777.8221271106	16157.6591355512
F1811	92797.6956392054	29722.5996824515	40909.435231813	57574.6626822035	18787.972558995	16201.3685669552	24202.2884680188	47514.789953661	53565.0065452686	56478.1602012347	28786.3271631308	26799.4592534821	15847.928431943	40248.0107561015	90267.3364778934	77596.0484882445	37080.3662212314	112980.038297768
F1812	91405.9377804291	91736.2506356526	99267.0984279439	93436.3757502662	107793.122884806	102994.357290803	105129.072847639	98813.4808495433	108247.215911294	99087.8680199124	104830.791726329	93004.5251834644	91938.4881699266	102387.212402995	94869.0977789596	107627.969094712	102173.389119722	104054.742300592
F1813	52181.16694997	112300.30956267	70485.955734823	27830.1083925742	85527.8893520597	98667.7522192263	45881.6954893084	47233.535652364		93613.9695267148	62517.5944243334	66261.9850842388	20925.1916424214		31868.3482205462	31785.9604993211	24803.7681375139	68184.9604927753
F1814		97860.9197617332	80664.4654802982	103040.891462278	54380.9301503025	111965.002390891	76226.1401733402	108526.01510985	92659.0688822128	91243.8614714959	95536.9261554889	112238.192086076	93563.5371153554	109265.278257709	72721.456369187	81994.7215409747	83719.0480181355	102896.103319653
F1815	72931.1044207866	54268.4110582314	74424.3203395205	75359.8408602963	63273.3396972729	74967.7124540081	69315.204799578	68037.9484312741	66188.4908844521	45475.1508248773	72709.5563373022	88311.6308644703	65431.9253069899	60015.4033830135	48189.6714648558	76128.1112098312	65306.4070631731	68776.3524408875
F1816	39640.7434209802	48568.0432861955	77765.8575607684	86999.5881897109	102537.767988532	111474.248205502		67467.9819816759	31126.3536210784	31806.9475782468	20395.5181989837	67128.0840788335	71442.0461526312	57191.4075796151	102575.241338709	44573.9245479153	35730.9078696626	37901.6289589065
F1817	109516.623069835	87483.0861691101	74002.3996770412	107121.454050273	95832.9358409845	13178.0866051962	20565.8915761078	27176.9769284913	13671.6387119353	19779.4818005889	52939.8883557827	81794.4665578622	14572.4963270291	111271.976458418	21711.9188855169	21887.8957924769	17666.8946229143	38155.7335216467
F1818	38751.2321232497	62270.6877443768	69305.8918994304	94900.7093412532	71061.4661603299	108380.589628263		45378.5401768167	54480.620077451	13617.2823400688	27245.7900239303	45253.2116911744	30230.5644680464	39540.5877245555	25437.2349483713	111232.439362409	58405.1256170241	89882.0028162429
F1819	84432.4898040163	65173.9844227463	72900.5229200364	63229.8698568319	93458.6621949744	58448.2845876909	89871.2675914401	90694.4771964267	92252.4694734059	86033.9153298603	106976.46195756	73461.1226388183	83414.6947971333	77853.4770349481	74171.1420084577	66467.5321724136	55695.0791850412	69991.6973978484
F1820	92711.4060347463	29692.5206461918	95757.8339963054	50231.5927797418	110461.850002148	34272.0255963462		32903.0336080839	21875.4337795142	24322.9629994637	91283.7568422798	33380.3619249131	62088.0350220882	30846.6985844799	39469.3424220206	49879.4825093942	63016.0981946125	21170.5391340184
F1821	20288.8407776911	16613.3008735059	26319.7392434657	26231.2190510256	23164.5880076144	27703.422651875	26926.3817491037	53909.399626505	38648.7919254863	32198.6673300695		44003.4282399614		47820.6268878937	18447.4589947594	83353.4138978834	73340.2493615306	55898.5101309365
F1822	61815.921032226	83476.1748173246	64521.8837628284	86260.5658017239	37254.9887519759	81320.9320985837	75456.3382253851	108981.849216726	103942.338287191	85986.2332528978	81492.5749791193	71549.5909239119	95733.9760329712	105320.052875269	63766.1199157977	69496.8821504236	71085.3611978264	94742.9498438346
F1823	67815.7808008887	88084.0586816486	43152.5063018187	110223.562149865	93158.6232504743	71783.0292021704	68089.880294959	62353.6422110566	69723.3460847279	49646.3050039479	40327.6689839917	26682.0121581442	69713.1502418035	60582.6170378056	36193.1423428545	95010.1547265079	59205.9035452075	101197.786817534
F1824	47428.6120925583	68727.6450063204	62401.7192663622	51805.0184428792	57307.9833381728	89431.2130728241	46043.4143191244	64877.5534704296	43683.296197845	101157.703980002	47965.1463412354	86084.3481724674	42151.2786048119	54043.7778231612	50193.143599682	54596.876739007	61954.893014797	74453.5107537983
F1825	42578.0975324416	47172.9719285625	29965.3672508016	70931.620116231	18045.2718649891	70125.697988219	42111.1681103846	53678.7095692111	52779.7624901057	46495.1168115858	39048.0351456113	18051.3664234491	29061.4134760792	23080.3646913663		109873.989377872	85933.8442183734	103941.55015877
F1826	92575.9493607561	72238.1287735587	91600.0093914507	30559.0340478031		78583.3760214514	92065.7220517266	16883.1130750098	55091.2258915084	51494.3328172151		28946.8364942452	60212.1490187734	30749.8735010789	109700.753135566	42379.950875537		85896.5082663411
F1827	14358.818395581	17213.9261605816	18988.1800688227	27860.4445424374	31223.9562004525	109646.090182245	7727.57165956089	57963.1397804158	19020.5371548733	21594.483971385	12261.6199975898	66358.0497085659	19468.0210664402	22830.8310303118	20283.610413714	24900.7292721086	23609.6334406941	36244.8821809799
F1828	40578.1153181643	82961.2394245245	22785.8099503026	29813.0159322471	38475.8830842344	21535.2077656701	77546.4012163042	39354.4620202284	25246.8793042294	41567.5908674622	109616.623650437	67745.6358033473	18978.0241610773	33651.7374119077	41021.4059523278	25603.8892231699	20615.4666586126	14995.0399619496
F1829	16025.6771842315	47799.6555639288	31236.0141509904	49751.2941108048	44989.9781810974	94512.1412449003	16703.3785122738	46265.625028189	50599.7842113022	44067.9085472929	16522.6658485767	88087.2269854184	22586.214496754	27596.8226863898	20782.0365693102	23296.9323675002	37612.2106715814	47090.6583647108
F1830	63293.8242749056	57425.9439001615	47426.9187569654	63066.4946356828	44406.6229865707	54699.8550633006	38084.7399407627	97410.0109065701	81506.9467688821	58588.0541020559	29675.8322463622	102176.974792794	45210.2812645698	109587.709220394	68316.6820979121	50038.0025403644	60563.2228515583	52222.2505000164
F1831	18899.8138878905	70486.7268842119	56227.2781971197	25940.1347113566	57105.7886507267	50734.5627878586	75811.8518028835	22156.9677142265	24100.9419018547	54938.8628534541	36556.9606016274	37563.0013557191	58528.889447762704	33827.8782059007	109537.267417222	15648.932773065	25766.5288840955	84962.2538307081
