"S0"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"	"S15"	"S16"	"S17"
27.6420460910941	27.8534598775821	27.660480472175	27.7508316416458	27.8879647641455	27.8449709561864	27.0388641290938	27.170907467303	27.2600126458262	27.2427933202784	26.9514932349375	27.1567131334362	26.9131141587201	27.1899993361838	26.6196339899782	27.7914936524394	28.0272608384374	27.981018555127
26.0266703878964	27.283917508864	26.5521264939345	27.0799695309658	25.8247800532489	26.9951039596931	27.2541775579983	27.1442541315125	26.7913483858744	26.7373793042193	27.2891375243201	26.9554547383334	26.9761475807318	27.1859767246237	26.1686784790816	26.743399105525	26.301323742796	27.1610336209589
27.3119457168001	27.1729572249037	27.1679934071404	26.9911158744478	27.192477179338	26.9578746293642	27.5406609020752	27.2917095453181	27.3556761983206	27.6443561980821	27.6542825305402	26.846139713358	27.0482545987307	27.1831730366541	27.0363974151144	27.1001961475842	27.2218462654936	27.1541919357706
26.7710182127984	25.7623878782349	26.2395643966123	25.8841993139999	26.2934062656767	25.6123790875027	26.1948908122858	26.396221507898	26.3852313489817	26.8515195007178	26.3739399173108	26.4207090863423	26.6727061934899	26.5560017760464	26.844800992375	26.3081026414914	26.3016571118778	26.221041852238
26.389442016806	26.2103959106793	25.701728625454	25.7379291793078	25.7034874474251	25.2686493015417	26.2027457929997	25.9638956713684	26.3647134481312	26.3600590989264	26.1319749249556	25.2474909784573	25.8886823119174	25.6775085608848	25.4385943910821	26.2175953505505	26.3985351623892	26.3180299805409
26.9274435876644	26.9446275527461	26.8208235640686	26.80847140935	26.9848117467349	27.1797252985411	26.8418453464211	26.6465171969232	26.5579881196375	27.2638803405533	26.6720593043716	26.9517166118571	26.4450131754075	26.394707800519	26.5990492416721	26.6987021524022	27.1994680188255	26.8834867443079
26.3562387380198	26.6661072277744	26.55635687541	26.6518625152015	26.456651372495	26.8921788352136	26.8814930504281	26.8906287507539	26.8779733496624	26.8366312374374	26.7078972563626	26.8567712248407	26.8248242792238	26.8349296913892	26.8603407655396	26.0482005661803	26.252284692499	26.2290298315156
26.1530338874187	25.134672362498	25.7364653203487	25.1637575808199	25.7649258621252	24.9940373776791	25.8014482088172	26.0359883060996	25.9265810860324	26.421459191119	25.911924551471	26.1685019541817	26.402475371844	26.2792407899876	26.6276463994829	25.4190153250607	25.2857607857587	25.5321509837257
25.9542305666875	25.0640698316741	25.5440391710545	25.3272371036448	25.9670115158743	24.9511270612496	25.6706370673511	25.807222353934	25.7444987291283	26.0571870689521	25.9729558679691	25.5359722752906	25.860286120625	25.5927452649186	25.7252006572072	25.3107206575883	25.3459169148835	25.5898382109667
26.3093767799436	26.1160852264767	26.3474883640876	26.740022217925	26.6650938874683	26.9435422591896	25.7157360597418	25.9650756383948	25.8875525681513	25.8195838016335	25.9297477971931	26.6381757690034	25.9509666536153	26.1104803966967	26.1432064297326	26.7362367795033	26.9371894782996	26.4978483486366
25.997873698354	24.8766265336261	25.3284750815408	25.1541392178392	25.4526662271492	24.9503158800211	25.3401319826654	25.6096728303881	25.580850263041	26.0675655709202	25.4435480315528	25.7859989396238	25.8309872809943	25.6017279208074	25.9011043766491	25.6239347705047	25.6487936705938	25.4502422206259
25.5259390276366	25.9336776103191	25.4746109056946	25.9764222722259	25.2511417264778	26.436855797917	25.754445882624	26.4218060020276	26.2041750197923	25.8784475084373	25.7895824044727	26.0184833327151	26.0109197474645	26.2093214052188	25.6664956796528	25.6351064347066	25.7955820757837	25.9109204548991
25.7474012195467	25.4386520773825	25.3533994491311	25.2378217528975	25.8562085325844	24.6829152996964	25.3241150068687	25.3001092545815	25.5934348128091	25.5727065118132	25.6729347784265	24.8526318655098	25.2812537695635	25.1260772783697	25.0850159435743	25.4359365703559	25.5838772026346	25.5147608903598
26.2787047585548	26.176162689109	26.2661314281416	26.165838420573	26.5857781544138	26.4662223799394	26.151381013891	26.1846251996468	25.9843036408591	26.245661663359	26.2111036839309	26.2005622275048	25.9911147170985	26.1479520750571	25.931237366026	26.1622397261281	26.1370216353404	26.0715090654142
25.7783179776773	26.0675349774431	25.839548320337	26.2971615137156	25.979894647989	26.4757289984177	25.8126916644448	25.9279184937086	25.8009535915511	25.5790008827395	25.7683033083199	26.039602975431	25.7309370088302	25.6947975996131	25.7960649060407	26.1891870250441	26.3507953373404	26.1343586873723
24.7503379678707	25.2353068847865	25.6831202499168	25.3068861094256	25.8912474274523	25.5352525816517	24.6691025791318	25.3319506721642	25.1270195517763	24.9193749664954	24.7289790811255	26.1984498630892	25.4530167234596	25.5644190515117	25.880872530479	25.0832782288322	25.1365784957877	25.0649256548628
24.7960103639516	25.2479419685366	24.4585819040676	25.0354497609276	24.4188032008104	25.430698013714	24.7367263152169	25.5388366479396	25.4513385834203	25.0821029219386	24.652005665559	24.8397276013367	24.8125563961736	25.4663552720288	24.2276633716987	25.1463560325518	25.0532513147371	25.3559874251097
26.2746593370104	26.1708563990312	25.9701489086351	26.0706716103008	26.2709413253468	25.890325345514	26.2043119476183	25.7465708497625	26.0173372363777	26.0862101973648	25.8698705423792	25.6314804417489	25.9902430187534	26.1038840273562	25.8987671092875	25.7079467058244	26.0760296903443	25.8442216644946
25.7260822371586	25.9683119572046	25.8719878186791	26.023450811905	25.9226271444243	25.9475922934171	25.6878836031457	25.6396088062089	25.6380137013962	25.6118802010377	25.5008207277349	25.5746729746685	25.4985503953049	25.6683256246282	25.6022363582933	25.7850225507711	25.9697857982632	25.7132934328882
25.8708470042204	25.8256455100611	25.9801244178827	25.9750949695783	25.9138430328692	25.945336952865	25.7111719272878	25.5987075065533	25.5150796569442	25.7702321791395	25.655625224368	25.5976705219863	25.3764376729531	25.4984589829462	25.5650037951633	25.7843451794146	25.8485203629441	25.8036224709492
25.1777865068685	23.4127511240915	24.8167220249445	24.034378149778	24.2120944475601	23.6060583692773	24.9122957177535	24.6023698917801	24.3639079508253	24.05682327537	25.6345954946024	23.1813813699648	24.9266600604917	24.2047406911588	25.0868553440114	24.2055812279955	23.740733903539	24.2927153734994
25.5875874038979	25.6422568730821	25.7942048749942	25.9369639336428	25.6383787004307	25.9244022560512	25.5430095463957	25.4784736542408	25.4348655301218	25.5896424934964	25.4284844126737	25.441590331135	25.2512601172839	25.37433062717	25.5127396372487	25.6836966866195	25.9238228415348	25.700932457914
16.0309056884833	25.2780150043039	14.6834294355509	24.3002474691284	16.9889128551334	25.3546801131878	17.9384471455911	25.6555313295647	17.2722468001183	16.387998172611	17.1636334417498	25.4889180119159	17.0703596782734	25.0029606377682	16.4698331412344	17.0913629564822	16.7164266987894	15.3092606115381
24.9927663732821	24.0138043725386	24.5732866704121	24.4143640648277	24.9095339215061	24.0281251137982	24.5324536561898	24.5465277034421	24.6823314455104	25.1060996713859	24.6927218626206	24.4868746498515	24.6967174382413	24.4839970680749	24.6432455303862	24.5151641178315	24.7149226073749	24.6519093729229
25.2046355774192	25.5421553594066	25.5439004988717	25.5372996489752	25.4906617590277	25.624021316686	25.3601814503075	25.3532388550147	25.3584101717669	25.349422319895	25.0916336661567	25.4399504107236	25.6890606425333	25.7230223777237	25.8023286701626	25.3206848699502	25.3455034838473	25.238735755754
25.0147504915855	25.2103859280918	25.2682463007953	25.3728397178368	25.3169438470275	25.2609848964296	24.8518120632018	25.5249838767396	24.735327051358	24.8716244784787	24.5697278949216	25.6172248977029	25.1816539145685	25.2124002821799	25.4965219778832	25.8132360520243	25.6402348187737	25.4114481718834
25.5285432383126	25.6162131602927	25.346095248539	25.1785993290863	24.8929944535181	25.5480818527822	25.7587731715241	25.5465069121711	25.6508910781615	25.3076116606106	25.3890004608495	25.2261475777253	25.405698531684	25.0893379018539	24.9712114962512	25.2538749355126	25.223144907752	25.3507898566315
24.9947900732512	24.4197100662467	24.5712552745586	24.6025293350648	24.5902083019989	24.0551731575957	24.5974860386622	24.5600265456109	24.8084190482426	25.1087473096773	24.7632307032679	24.4710162040064	24.716331208689	24.5771028879605	24.6867529135035	24.7894640688835	24.8966937929873	25.0587853054866
24.7732710959925	23.1844719578187	24.3746186060769	23.8717863917186	23.99314372068	23.6009962583792	24.0151126371519	24.7277454315335	24.5498730914957	24.9004313429849	24.4414011241643	24.7671146690439	24.8993502491514	24.8362590468751	25.3911696089253	24.0684940652176	24.3281674961515	24.0543788658374
24.5372821614192	24.084487096914	24.2520041815789	24.1135040458588	25.1579698035332	23.7170396529104	24.2696023616218	24.3266941061457	24.2991194225181	24.4867259491757	24.7085232077425	24.1979446983523	24.2221945006475	23.8535783040376	24.1625776710307	24.6017659231098	24.2120928933207	24.4489914662271
25.5976179787059	25.5494147326662	25.4351921909781	25.4418938771837	25.5630873266636	25.5098631257441	25.4781173579855	25.0384635267027	25.2076683196175	25.4045669167575	25.2975050035325	25.1636956142894	25.3116662337707	25.1528119959779	25.4572310038204	25.5051793001966	25.6150862101907	25.3322224766631
23.2676893943437	23.8628379830166	23.5641019116786	24.5828576868229	24.1629069581909	25.3999637357592	23.7813294344753	25.4002086086337	24.5362189281561	24.0016001380301	24.2857881077831	24.7393710716601	24.0107993263158	24.0874789286032	24.1948634960807	24.2216479409307	24.4508949344549	24.4615672660994
24.7898596814838	23.5298313086018	24.2685291599995	23.667821738749	24.4218526727093	23.5500267807068	24.3811600001723	24.68295223509	24.4899925847408	25.0250779163584	24.5867230360398	24.7130357287313	25.0635321977238	24.9572954473732	25.2168864950679	23.6999103589339	23.803059826395	24.0179476939237
24.6532651248954	24.8254558243657	25.063333241429	25.2808805527703	25.7896438702436	25.4777704446838	24.575048894222	25.1672326463141	24.8086516472186	24.9880619929561	24.5961341067208	25.3732196625202	24.7592418830792	24.9662224288295	NA	25.6176594988168	25.3470985739977	25.1917482767572
24.2342733253556	24.7272620052785	24.7541094169171	24.7933869752708	24.8801898292175	24.931474176391	24.6346547891871	25.2099382000339	25.0707259361868	25.1295006541366	24.5144718384529	25.3501974631131	24.9305422115845	25.2413713510395	25.099983296725	24.8211385660465	24.6261977468533	24.5637714585238
24.856882255851	25.035426788969	24.9418117800976	24.9951508650006	24.8547775412402	25.1735419449717	25.4288130114331	25.3176850480267	25.3436074880558	25.3264012274121	25.3531619959421	25.120843677598	25.1763488980532	25.1409878393811	25.1739148565586	24.3762619750345	24.5617456600273	24.6338664668769
24.305897562701	22.8602351790491	24.1128688561179	23.6890707282275	24.0070080698463	23.6444610104402	23.5368828826312	24.4114236935523	24.1252152117785	24.7076032421658	24.1421630366786	24.8817343064793	24.7124157075484	24.5646492447295	25.1872273161697	24.0778450917747	24.084961222141	24.1886769582383
24.5706642534363	24.9447333617943	24.4055516404797	24.4636482323639	23.6096712526828	24.7698835821869	25.4450223491286	25.1410152773206	25.0232246462205	24.9610907507051	25.3978654314328	24.582343535082	24.8484532880277	24.968005971686	15.6984545901791	24.4095491904593	24.1132102315014	24.6306474589877
23.8167422521909	24.2600937871578	24.4824360030624	24.523481590655	24.773033720036	24.2164882336487	23.8684628867138	24.2025679839932	24.2603268929236	23.3215777918257	23.8175401898289	25.0706889859753	24.5259279097173	24.4357777105288	24.8425934920544	24.6829485698811	24.6382773272804	24.3391159086398
24.2744363857391	22.7688390813025	23.763534346025	23.21457842877	23.6184680772907	22.9244874510147	23.8693886880886	24.3574991469948	24.1877671917394	24.5878333090201	23.9860556307666	24.4684888102882	24.7266062863843	24.6428766687522	25.1843208402549	23.219512493213	23.4900441861787	23.1537906033187
24.4843331929749	24.5334366640531	24.7634663675205	24.9149027502394	25.1382917960386	24.8331231800526	24.4132951242863	24.4963883900902	24.3783572578367	24.4574397772183	24.3670618460435	25.0150226528421	24.4773938008905	24.5180409803777	24.7700033729724	24.8703991171283	24.8659695221328	24.543596216878
23.827295081458	23.3924231715715	23.6388771139265	23.5050199931787	24.4945606977503	23.0928462043125	23.5134786152207	23.5603682637769	23.6991774376621	23.9907477668764	23.6859692775794	23.7766795562304	24.0363749550297	23.6225530466303	24.0205817301008	23.8046289035344	23.4512927363962	23.8909333512701
22.6260409099599	23.2298381363661	22.8635212783337	23.2975505526728	22.6571257181529	24.4226364192447	23.3093923014844	24.91160956224	24.147491228683	23.8800801281418	23.4176322751701	24.1763847825657	23.819036882452	24.0672455680723	24.1132550090453	22.6780548602353	22.8743581473146	23.2655261784596
24.386023717848	24.3636761471153	23.7296395331211	23.9157105931149	24.1209564356996	23.2286445631131	24.1146113375659	23.6248626300408	24.3858803803616	24.1252011327446	24.2503292289581	23.1248091382449	23.7553057230412	23.7333469509746	23.4947930071091	23.9621005724662	24.3838761799317	24.0715879300404
23.966943401326	22.8836482445586	23.6762064645857	23.4350282223982	24.3630881901259	23.1366679226776	23.6545618205803	23.7548442965173	23.6554341988124	24.2411274297406	23.9281751044943	23.7377980604761	23.850573104837	23.5869083041129	23.8781442881422	23.7351954207016	23.5488647336489	23.7386548009614
22.4767955649132	21.9396110965366	23.5774012792317	22.9349340916116	22.2300097237908	22.9793530017627	23.7734361754941	23.6016119594711	23.8562813647597	24.1683390382757	23.716392465516	23.2330344029871	22.1009009136831	23.1216191235469	22.0805402487646	23.7193480323083	23.2683822729398	24.1090006120637
24.5222105876679	24.7867754527749	24.7575367673734	24.6307651659398	24.9078310455917	24.7783973734189	24.5314114308112	24.5571989431776	24.5012869161735	24.4388404193182	24.3220798173592	24.8196780582208	24.6007000313523	24.6993555776522	24.5108428329934	24.7675643284216	24.6320702437618	24.682326149859
21.9596510100319	22.3600976389668	21.2424502437441	23.5234520438298	21.0765218686697	23.2953970047886	21.6497541689919	22.8763754998315	22.8365221766934	23.4242973777608	21.7966313033749	22.4690652053901	22.4689916589063	23.2966999479914	21.4777850813806	22.8238268517322	21.8122926904559	23.9310238307854
24.685904865271	23.1954121750327	23.9170337945979	23.1416203418746	23.1646255587383	22.5102910023942	23.9558003346661	23.2827845633371	23.5266081450923	23.4649930448136	24.5290324625077	21.809910703257	24.0765276846113	23.2814931191716	23.9537148777822	24.0706989169765	24.3780733418959	24.0465264917704
23.7375581229525	24.7073663040225	24.013561230627	24.3170089603094	24.2812335915061	24.8843481755817	24.1049943639354	24.467768914869	24.5511467444295	24.3071899906402	23.9613190104764	23.9215847405467	24.0065918362055	24.2912380918947	23.3801128986893	24.5681691989012	24.670250039799	24.7038370656545
24.1643344815356	24.5135312534102	24.5638506880436	24.5467514944526	24.446040921607	24.6037759929134	24.2869165067029	24.3383509184139	24.365565699907	24.3200658195838	24.0685527964146	24.4747207493163	24.6977917587848	24.7655292340503	24.8039792963368	24.2960532102084	24.3439933361719	24.2357631911548
23.9719877145636	24.391654958985	24.0020841552314	24.1058174794282	23.3734100157733	24.3712529525178	24.499937283272	24.6529522410281	24.5112012848229	24.7002883625351	24.3186227739728	24.1851579245034	24.2240126482588	24.6587995939625	24.4012837928755	23.7132669319347	24.0418272389578	23.9280792535805
24.0882040568985	23.2514177007993	24.530420820635	23.3134811215714	24.4037609540352	23.4502442122912	24.0387213066017	23.1220937723406	24.3170305174194	23.8563662836768	23.6283214771256	23.470248652741	24.4988386527778	24.7369139459375	24.8572945534848	24.341177189837	24.3804267499684	22.5512743031622
17.7712722677063	17.8644020933601	24.4824684734064	18.3122349411535	24.8785621375498	17.8591958189364	18.6668117660969	17.1386089542291	17.8319308095566	18.0536584529207	24.0936902653077	17.4000482059572	17.4331992212921	17.4749785347974	17.7113597487091	23.5914546548906	18.2312460326151	24.9235136966509
24.0467453480592	23.0015706257025	23.5006727022119	23.24513387	22.4445160282774	22.6211326074525	23.6208686198853	23.897587891876	23.9913474407699	22.9572884349872	24.2920864080959	22.6169191180949	24.0704799209512	24.0378114593506	23.9053526875061	23.8353052791833	23.5886028329276	23.8155165363833
22.2516267306367	22.8322522942358	22.5137101960649	23.0909628645125	22.7039254598277	24.0219819671735	22.9037294130374	24.5659756240042	23.7129374520599	23.127993802517	22.965934220725	24.0781272672995	23.7420105412278	23.6731912922518	23.9075493504673	22.4466737549244	22.5084692438767	22.7342882630712
23.88626413104	22.8481570239712	23.3243771215177	23.0526401221783	24.0331657051182	22.702462297967	23.7467915574694	23.578922372353	23.6435337247804	23.9739795268383	24.008810250037	23.4118650179898	23.6300032011871	23.3332941136824	23.4514501055391	23.0953968381802	23.1100472086671	23.3778442299465
24.6869968291377	24.6448629741756	24.5189433505242	24.5253929789495	24.6429313372404	24.5665042694504	24.5660220191805	24.1360573548252	24.3012589812721	24.4726522580333	24.3775792229095	24.2392321474488	24.3989314216494	24.257487241379	24.5116379476126	24.5972059369697	24.6911604611773	24.4274873833805
23.2741867548456	21.9304755583349	22.9463996675167	22.7358676191539	22.9810300180999	22.8523260401484	22.6483667016317	23.2600091132925	23.2290406587378	23.7499950254771	23.1039948495281	24.1341418200764	23.8213161874009	23.7005631865	24.3280690541148	23.1564569620908	22.9010688158154	23.1920585789238
24.5784715585394	23.3408510636361	23.1745604172883	23.2000639663997	22.3271690566306	23.2524552199762	23.5721912138667	24.4298576944776	24.1608789391865	23.3402122031985	23.525695813721	22.9877337366257	22.9964026793972	23.0778223484181	22.5378507359549	22.7451296761392	22.9840903894674	23.1833177893198
23.4356706743562	22.7966941865608	23.0286658201917	22.6834388593827	24.0277250191166	22.4758438497101	23.0784461439795	23.0130041935794	23.1967291320454	23.3088238258228	23.4262762356924	23.0036555857154	23.1937196385376	22.7486850599707	22.891289926657	23.1908589287667	22.9508531752534	23.5455228072313
24.1269387244879	24.514152083132	24.0576440443442	24.3479184021596	23.8306687423588	24.4442136356856	24.4901373784782	24.3125543396371	24.4705131253614	23.9887223838594	24.243108455596	24.0593593969901	24.5017091608263	24.4326962878649	24.3758669521849	23.435244457924	23.6735598270749	23.7707057012023
21.9699306626073	23.6613509828993	22.8763973041096	23.6870017972056	21.9489774949573	23.5203861213673	23.5181749642012	23.7302854890668	23.1690653501638	23.4549990411556	23.5184159039511	23.6114191742217	23.2300415303822	23.8120618292117	22.2252242048864	23.5770417010273	22.5109870165206	23.6548741812935
23.9327837420926	24.102537413438	24.4343928851309	24.395652161506	24.797412726922	24.3989790458711	23.6658564955737	23.6712771115296	23.6245357837769	23.5134346263583	23.5304973236214	24.1196338535573	23.9674530428372	23.7978598866315	24.2048042781614	24.2502454238797	24.092965835331	24.053621636553
23.0103657356379	23.3793351150215	23.1251044189274	24.0102720357105	23.7329975390055	23.339829933747	23.2647815347945	24.2143485600909	24.1345914054841	23.2128788107615	22.9995869837128	24.0201307196867	24.2538798536168	24.3592049863262	24.129974576308	22.8691486424681	23.0027229972654	22.8985293749338
23.8133835644381	23.898157068906	24.0450935614261	23.8668405198558	24.1632249477454	23.7830341890037	24.1216453872826	24.1494351617398	24.052314459108	24.4271765121627	24.0613023786105	24.0993085700926	24.1754267778213	24.312285302457	24.4048820516355	23.8441969782394	23.8593655584287	23.8097226965888
24.2089218772641	23.4955730449643	23.224589197986	24.1797927485387	22.9948190001673	23.2531042186042	24.3635372547916	24.1370194067073	23.3581877639997	23.4624142858677	24.1898366336546	23.951291110579	24.2032907897608	23.4201357189501	24.2605307398421	23.0327956759968	23.2052026972917	23.1927557851938
24.1175923233611	24.2725492700937	24.2494080545096	24.1136649539554	24.5180886574419	24.3650538717069	23.7625282887151	23.5331796095723	23.6283461169762	23.9724404518534	23.6824751653686	24.2147610122119	23.5753509338555	23.4833799588668	23.639469813941	24.1013615540735	24.3055123984271	24.0933429161127
23.5871112425731	22.2838485402115	23.2591589662704	22.7613994499156	23.4933676214248	22.5874385144439	22.8253247922138	23.3196033003547	23.0860340516763	23.7926453852401	23.1376300276972	23.5756392183764	23.7003587153044	23.5784322256553	24.0172052858056	23.1360559432113	23.0195336126756	23.2349413425802
22.4759412841776	22.8633284153928	22.7215888057682	22.8942466034645	23.0225087623606	23.0513297845964	21.6984902313488	22.2828825346836	22.227135006026	23.4665926802313	22.8501437991027	22.5642809812267	22.0632427125097	22.5118420672448	22.0167334482376	22.9209416727855	24.4743600232532	24.4256099596478
23.3735441801846	22.1502674726582	22.9671612496178	22.63788232478	23.1354505115867	22.3436951039148	22.5455316247742	23.0174223575188	22.928594990861	23.6044126096408	22.7570809604116	23.3637628785221	23.4286633226444	23.2336929532892	23.6779934288432	23.1430545868752	23.0504535828309	22.970094328826
22.0189576601053	22.5714788616107	22.6190135726099	23.03718007091	22.7529018739963	23.9528233003771	22.3701789993084	24.0756764672306	23.1783077299775	22.3408668668491	22.4394418677188	23.861192468298	23.3722204866373	23.5144312524649	23.8889665685174	22.5782403039422	22.4769495178391	22.4983775699709
24.1556360493588	24.1330561463911	24.1993711649086	24.1261968800252	24.0475953856629	24.2812514441426	24.1959096186164	23.5937865423581	23.7604015918122	23.4355311979468	24.1150029185072	23.4798263772695	24.1878008943763	23.7107026257003	24.3479878651405	23.9975146763836	24.2816504987183	23.8852468699061
23.5362959890913	23.5410206121353	23.7420580381883	24.0004417625552	24.354502116513	23.9901638212368	23.0682798166881	23.6007179163919	23.3585364003377	23.4585732668138	22.970021243126	23.9727031708197	23.4835193610045	23.7164583176902	23.5401007268799	24.1350362330637	24.2229723974831	23.7931600333036
23.5125269563997	22.5439069835072	22.7167306502741	22.6847153398039	22.9314843717675	22.3301979471947	23.0645489579035	23.0506359772598	23.2494881774939	23.5797133304618	23.1221755537194	23.2620750332918	23.3837961868543	23.04408036696	23.6582797757556	23.2062299902533	23.2027715207412	22.9942458785829
21.9266194903853	23.5942931759291	23.6359293831659	22.0131736108906	23.819878743893	23.6742260412171	23.67794514579	23.8504943845284	22.2065863616699	22.3863370225876	23.544060353963	23.8733661480513	22.1664001521211	22.2937961794555	23.9479927086425	22.0440496137903	23.6022375785474	23.4169932818108
14.0848281748866	23.6513930899803	14.9408051252835	23.2116040508542	21.9972547173683	23.3809458039983	15.0220357931664	23.8236114347016	22.7927622548362	23.7498351465957	14.5551213366282	23.3841022887301	15.5241235290401	23.7131576609504	14.0180773690396	22.9883504843463	22.3214772857281	23.1760124925375
23.037718186655	23.518401812611	23.1314929594553	23.1913938203901	22.5937707810471	23.4588289586893	23.6304074442593	23.8110579748777	23.642943169446	23.8257042390368	23.4588601131629	23.2975922972471	23.3578533762988	23.7859575695192	23.5137766348534	22.8512796582078	23.1189601459309	23.0505265767212
20.7997575079014	21.4694311516113	21.1564482490036	21.9399554648872	21.2190674322378	23.9485863281386	20.9870686555254	23.7688683066029	22.380297806114	22.9296406093052	21.0698494920033	23.0622357254602	21.569989431665	21.8398555532309	21.6842408056536	20.9891046604482	21.2498850451973	22.4895605992374
22.8425842899484	22.0719168279097	22.1686805557271	21.6265238595502	22.3205898215099	21.6790443257579	22.6580190626279	22.9873683669548	22.7907429963843	23.3958441983001	22.8147922475544	23.2489809766345	23.7797769518551	23.7840725008849	23.7428378720138	21.4258477165164	21.9843619627828	21.6574136943798
22.8731159001407	20.9512716773638	22.1855684250005	21.9297852714093	22.4715032463173	21.6873983515398	22.7329892156894	23.1917840625373	22.9919274314715	23.3809514563389	22.7245426204417	23.3485173141727	23.6231042801418	23.6575302780455	23.7548209672659	21.5783213649467	21.0840939340204	21.4624160492319
23.2272195902215	23.5812644013744	23.5995380561731	23.5762320627699	23.5089352546085	23.646910950624	23.3839757536637	23.371399506582	23.3949727419803	23.3723305304198	23.0950831445063	23.5126233215049	23.7562129166684	23.7993186284976	23.8584456320637	23.3604832486067	23.3770945695375	23.2869886205748
23.1244463676843	23.2106052844378	23.3056701304588	23.2914499458035	23.5049675739512	23.1725232007498	23.4152804372631	23.5393126014804	23.3982680279296	23.2723113259074	23.1258829175025	23.4509742216656	23.6484043759577	23.7982659463282	23.6960568546732	23.1773411363599	22.8763872719617	22.8406664436107
23.0485978309551	23.3719985127302	23.3080396026764	23.4586796596886	23.2868750457092	22.1770411278503	23.319838311501	22.065060090304	23.369976113998	21.9467150496491	21.7848818720794	23.5226501992182	23.2323007291283	23.3955538210799	23.4209509111911	23.3213046050079	23.513991488034	23.1747867240532
23.2664386847326	21.4556979094691	22.8518825369714	22.0895253250548	22.312366818034	21.6843482752242	22.9901705878553	22.6742571241584	22.4475977850536	22.1544779011051	23.638735087533	21.3376405781686	23.0130218943195	22.349902024303	23.1307940550437	22.303024381287	21.8418557606663	22.4452542463906
22.9403245963318	22.0490824211858	22.7295172084886	22.1894882203113	21.8672916498023	21.7626436636107	22.7968590737694	23.0746436643205	22.9611947905861	22.2439250915431	23.1040919845286	22.3214455223837	23.419092145682	23.508490040689	23.5797075922734	22.1507838029775	21.8639469474379	22.2283594467084
23.5256598278295	22.0558985283574	22.7257312716621	21.9948557377102	22.0294735315781	21.3464684944258	22.8320466969481	22.1311308284869	22.5253250056573	22.3359989531704	23.3653777703786	20.7593901749862	22.9320572868857	22.1099184422134	22.7885449183303	22.9501896308381	23.176135590501	22.9629435023235
