m/z	retention_time	p-value	t-score	custom_id
283.26384	13.41	1	0.6207869499113082	N816
669.32447	10.351	1	-0.4646354436292571	N818
597.48414	16.372	1	0.5596680295674357	N820
692.33859	11.268	1	-0.167550616376182	N821
578.30166	10.104	1	0.5885390976950587	N825
409.19028	11.685	1	0.1733835467963357	N832
986.53303	18.161	1	-0.1149252174431088	N833
464.31412	12.002	1	0.3174520061362532	N837
676.30485	10.692	1	-0.040377759235400844	N840
765.34311	11.393	1	-0.18373696758748137	N843
281.24837	10.693	1	1.0072885010815746	N844
297.24319	10.942	1	0.6423959802581432	N849
883.7052	12.47	1	0.2371686752464716	N851
750.54406	18.645	1	-0.03795960621792599	N852
896.49529	18.314	0	1.2132675283945709	N854
945.50877	16.791	1	0.3000087485761644	N855
469.15746	10.43	1	0.729768665570391	N859
592.36122	12.284	1	-0.5845621126745175	N867
466.32981	11.852	1	0.24139815008084975	N870
722.46151	14.172	1	0.9652428774210947	N871
309.27947	13.636	1	0.7673955877820419	N874
789.41774	12.761	1	-0.8264445456558578	N877
554.47824	16.087	1	-0.29325205280626004	N879
439.23713	13.639	1	1.0251626250009864	N883
918.47883	17.271	1	-0.56118451516214	N884
638.57191	19.042	1	0.8977052809661711	N887
319.22773	9.668	1	0.4133328366276227	N889
588.25252	10.321	1	-0.04114637048917828	N890
511.30366	11.406	1	0.8835718426246985	N891
1608.12382	18.358	1	-0.17743175231942074	N892
1581.18334	19.149	1	0.3472342602393137	N893
537.23771	6.918	1	-0.2604873123024502	N897
720.44444	13.352	1	0.2023894687500749	N899
242.17625	5.302	1	-0.6994186836465983	N901
629.51408	16.497	1	-0.6160718058699058	N903
788.4343	12.391	1	-0.5744500707899475	N904
960.45118	17.066	1	-0.223222233201289	N905
1656.12505	18.145	1	0.2714119424152271	N906
664.41705	12.161	1	0.2871869743916799	N907
630.33981	11.578	1	0.17209221945628903	N908
585.48421	16.595	1	0.5733451482725176	N910
315.25386	8.778	1	0.5640656248087669	N912
279.23257	11.677	1	-0.02894847762671856	N916
765.38049	11.732	1	-0.542384403584248	N918
673.50366	16.424	1	-0.16784414087446436	N919
558.23614	9.825	1	0.7278223605089162	N921
685.3549	11.077	1	0.2419689551348747	N923
479.19334	12.47	1	0.8922099803906725	N926
900.49648	17.422	1	1.0614914021331816	N933
626.36655	11.062	1	0.06351377196468577	N936
616.36101	12.656	1	-0.7630829624106373	N938
874.4803	17.24	1	0.9374011887721955	N943
646.37141	12.529	1	0.003306622819954072	N947
425.25743	10.582	1	0.17800619355675595	N949
435.20589	12.352	1	0.8631112926891972	N952
970.52399	16.343	1	0.09983209504734875	N953
91.00349	9.22	1	0.6829630362745526	N955
715.44301	12.466	1	0.3501534815088479	N958
508.3402	12.621	1	0.7573194362985446	N966
698.55658	15.87	1	0.7582258902091356	N968
630.30158	11.214	1	-0.47714285847465165	N974
698.22305	9.824	1	0.7054262662039407	N977
993.49128	15.584	1	-0.511925295201755	N982
1556.17105	18.974	1	-0.2417595996074659	N989
437.2669	11.275	1	1.0735830263694208	N995
583.33526	10.859	0	1.1752861277670061	N997
670.40815	13.739	1	-0.57146594780444	N998
702.50688	17.619	1	0.5867027488406332	N1004
658.33313	10.633	1	1.0598208967696097	N1006
828.65231	18.742	0	1.23723916522444	N1007
812.54842	15.869	1	0.7080285514814608	N1008
362.23665	9.827	1	-0.6941240220789525	N1011
401.29029	11.818	1	-0.17857763622173456	N1016
718.28796	10.106	1	0.6409246724677949	N1019
673.39191	14.413	1	0.6501958335968928	N1025
1501.15179	17.017	1	0.4767171631017726	N1030
608.25172	10.861	1	0.6183731350718427	N1039
906.50027	18.328	1	0.5849372699150954	N1048
1555.16737	18.977	1	-0.3556122010031161	N1049
644.31748	11.496	1	0.15695195480067542	N1051
702.31999	10.845	0	1.2141283673445318	N1052
1558.10754	18.338	1	0.44587561513417573	N1053
621.39922	11.778	1	0.5128487679627249	N1057
1151.70419	14.763	1	0.18716708769884843	N1064
538.26747	11.504	1	0.72794985461691	N1065
541.16363	12.477	1	0.9123294382722628	N1070
1559.11056	18.336	1	0.4040915715164649	N1071
570.46513	16.377	1	0.8921208320145998	N1072
528.27268	10.282	1	0.3177607491303311	N1073
515.14807	12.139	1	0.8986678480906161	N1078
738.27556	10.69	1	0.06692437711476569	N1081
323.22	12.145	1	1.0536217715649472	N1089
417.22297	12.468	1	0.7524247496418195	N1091
766.30643	11.985	1	1.0355081431718434	N1094
453.17781	12.145	1	0.9602508269942749	N1095
678.25399	11.505	1	0.5895317911941962	N1096
1500.1485	17.019	1	0.16977828889813487	N1097
1478.02362	17.238	1	1.003854826969291	N1098
510.23639	10.32	1	-0.05754173223318719	N1099
533.45443	12.143	1	0.6514527637615255	N1102
447.13414	6.86	1	-0.16122315899457262	N1110
536.22978	10.324	1	-0.08771164203175677	N1111
729.27733	10.816	1	0.14201647086640662	N1112
558.46461	16.597	1	0.6810066952281093	N1122
534.48846	16.373	1	0.8268721811167681	N1130
650.22284	10.319	1	0.017744438305838692	N1132
647.47649	16.93	1	1.079265427235228	N1136
353.23329	6.326	1	-0.047696342227987645	N1140
653.47282	12.464	1	0.6759335818497576	N1144
724.30397	10.212	1	0.4991868514805513	N1146
584.35631	10.677	1	0.12930883324071077	N1149
547.18068	12.464	1	0.5793493046128233	N1157
663.41157	12.143	1	0.5810391126251688	N1163
518.24969	9.982	1	0.9615323973292355	N1165
