massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row38	822.75466	23.301	1.0	-0.0191441581	P39
row39	844.73831	22.453	1.0	-0.0075018256	P40
row40	930.84806	24.66	1.0	-0.0210507659	P41
row41	534.52389	17.445	1.0	-0.0133383454	P42
row42	522.35572	10.769	1.0	0.0285241629	P43
row43	898.78507	23.098	1.0	-0.0096764748	P44
row44	774.60121	21.321	1.0	0.0150363839	P45
row45	804.55288	17.31	1.0	0.025385396	P46
row46	790.53726	17.158	1.0	0.0061845885	P47
row47	818.72271	22.344	1.0	-0.0028865022	P48
row48	746.60585	22.845	1.0	0.0047465358	P49
row49	730.53824	17.428	1.0	0.005430453	P50
row50	870.75379	22.606	1.0	-0.0059667356	P51
row51	746.57037	18.905	1.0	0.0067688675	P52
row52	890.81704	24.3	1.0	-0.0160863809	P53
row53	544.33966	9.935	1.0	0.0264270852	P54
row54	878.81697	24.669	1.0	-0.0197157789	P55
row55	888.80117	23.721	1.0	-0.0185467266	P56
row56	429.37233	15.204	1.0	-0.001695124	P57
row57	830.56865	17.588	1.0	0.0119402164	P58
row58	429.37233	16.368	1.0	0.0249011935	P59
row59	612.55593	19.183	0.0	-0.0289688462	P60
row60	812.54346	16.714	1.0	0.01865609	P61
row61	627.53429	15.506	1.0	0.0145677802	P62
row62	1565.13692	18.088	1.0	0.0144036635	P63
row63	1516.1338	18.476	1.0	-0.01552821	P64
row64	1546.17871	19.186	1.0	-0.0203891266	P65
row65	610.54031	18.538	1.0	-0.0159682987	P66
row66	568.33953	10.002	1.0	0.02668175	P68
row67	926.81688	23.685	1.0	-0.0219269145	P69
row68	552.53444	17.445	1.0	-0.0138043773	P70
row69	792.70756	22.261	1.0	0.0007858829	P72
row70	768.5904	19.141	1.0	0.0020889161	P73
row71	928.83243	24.171	1.0	-0.0225724087	P74
row72	792.55353	17.89	1.0	0.0094825235	P75
row73	689.55902	16.185	1.0	0.020788781	P76
row74	742.5383	17.553	1.0	0.0021539908	P77
row75	1613.13724	17.855	1.0	0.017328587	P78
row76	796.58426	18.918	1.0	-0.0020414224	P79
row77	1571.18446	19.613	1.0	-0.004238709	P80
row78	1537.19337	18.938	1.0	0.000187236	P81
row79	860.77012	23.146	1.0	-0.0099025459	P82
row80	1572.19639	20.643	1.0	-0.0009489068	P83
row81	834.75464	23.095	1.0	-0.0081757552	P84
row82	520.33989	9.919	1.0	0.027050626	P85
row83	782.56724	19.44	1.0	-0.015745352	P86
row84	906.60684	16.22	1.0	0.0116453228	P87
row85	794.72337	22.738	1.0	-0.0139848228	P88
row86	1566.14898	18.375	1.0	-0.0012525294	P89
row87	720.59014	22.505	1.0	0.0285232569	P90
row88	1564.13357	18.09	1.0	0.0143372056	P91
row89	502.29279	9.651	0.0	0.0318518554	P92
row90	922.78543	23.037	1.0	-0.0026508259	P93
row91	896.77001	22.705	1.0	-0.0012849376	P94
row92	887.56492	15.506	1.0	0.013812888	P95
row93	820.58442	18.498	1.0	0.0080468059	P96
row94	1540.13309	18.234	1.0	-0.0071369043	P97
row95	603.53438	19.296	1.0	-0.0264937507	P98
row96	636.55621	18.731	1.0	-0.0102224886	P99
row97	577.51875	19.187	0.0	-0.0290663817	P100
row98	812.65201	21.395	1.0	-0.0053949575	P101
row99	824.61565	20.933	1.0	0.0068725393	P103
row100	902.57572	15.006	1.0	0.0225200878	P104
row101	520.50864	16.949	1.0	0.0003684988	P105
row102	762.50642	16.138	1.0	0.0229778124	P106
row103	526.29278	9.716	1.0	0.0279296191	P107
row104	716.5227	17.295	1.0	0.0166854202	P108
row105	339.28915	19.286	0.0	-0.0295579248	P109
row106	762.60039	23.069	1.0	0.0230311576	P110
row107	577.51887	23.786	1.0	-0.0192575597	P111
row108	794.60535	19.171	1.0	0.0035240302	P112
row109	836.7705	23.617	1.0	-0.0199893783	P113
row110	1612.1338	17.857	1.0	0.0205062016	P116
row111	864.80189	24.255	1.0	-0.0221379921	P117
row112	932.86436	25.442	1.0	-0.019562976	P118
row113	854.56909	17.306	1.0	0.0023012235	P119
row114	916.8328	24.354	1.0	-0.0126243717	P120
row115	1570.18059	19.63	1.0	-0.0003223228	P121
row116	759.58769	15.952	1.0	0.007652488	P122
row117	629.55033	16.219	1.0	0.0121525038	P123
row118	842.72306	22.138	1.0	0.000742041	P124
row119	754.53826	17.306	1.0	0.0168151862	P125
row120	1511.17757	18.674	1.0	0.0096469129	P126
row121	920.77005	22.592	1.0	-0.0010919302	P127
row122	705.5907	17.291	1.0	0.0192797042	P128
row123	804.55119	18.175	1.0	-0.0117223278	P129
row124	924.80096	23.243	1.0	-0.005525459	P130
row125	838.55928	15.439	1.0	0.0182707321	P133
row126	701.55915	15.921	1.0	0.0196828969	P135
row127	836.54346	16.526	1.0	-0.0014386222	P136
row128	603.5345	23.839	1.0	-0.018715149	P137
row129	738.50661	16.197	1.0	0.027758691	P138
row130	1589.13698	17.956	1.0	0.0038406049	P139
row131	575.50319	18.524	1.0	-0.015630833	P140
row132	778.5375	17.147	1.0	-0.0026257821	P141
row133	894.75451	22.491	1.0	0.0002806153	P142
row134	1528.04082	16.97	1.0	-0.0004059202	P143
row135	811.66752	20.612	1.0	0.0071011896	P144
row136	1590.14843	18.246	1.0	-0.0092691655	P145
row137	750.54356	17.623	1.0	-0.0262370989	P146
row138	744.55418	17.791	1.0	0.0108214678	P147
row139	868.73873	22.229	1.0	0.0043292535	P148
row140	546.35252	11.942	1.0	0.0234640069	P149
row141	482.32405	11.33	0.0	0.0335831519	P150
row142	338.34204	13.961	1.0	-0.0155145768	P151
row143	876.55998	14.83	1.0	0.0272508749	P152
row144	1569.16833	19.048	1.0	0.0150437804	P153
row145	1527.12109	18.281	1.0	0.0092890127	P154
row146	1529.04472	17.005	1.0	0.0112911125	P155
row147	761.58895	20.554	1.0	-0.0103936101	P156
row148	770.56884	18.668	1.0	-0.0198844493	P157
row149	1542.14804	18.594	1.0	0.0266022127	P158
row150	675.5435	15.566	1.0	0.0140013104	P159
row151	454.29275	10.136	0.0	0.032371691	P161
row152	1494.14938	19.262	1.0	-0.0034654998	P162
row153	906.84874	25.509	1.0	-0.0196628657	P163
row154	810.52837	15.897	1.0	0.0215748637	P164
row155	718.53841	17.97	1.0	-0.0107809635	P165
row156	786.60112	21.605	1.0	-0.0063658954	P166
row157	546.35524	10.516	1.0	0.0276555583	P167
row158	1614.14519	17.989	1.0	-0.0092580204	P168
row159	577.51884	16.462	1.0	0.0007897348	P169
row160	766.69225	22.189	1.0	-0.0001441764	P170
row161	832.73905	22.607	1.0	-0.0080201189	P171
row162	790.6924	21.821	1.0	0.002979529	P172
row163	182.19038	0.915	1.0	-0.0078895229	P173
row164	538.51931	16.949	1.0	0.0009604777	P174
row165	792.57516	16.342	1.0	0.0064166807	P175
row166	1526.11756	18.277	0.0	0.0325690531	P176
row167	788.52189	16.464	1.0	0.0141243527	P177
row168	744.55463	18.41	1.0	0.0070036643	P178
row169	339.28917	16.344	1.0	0.005234813	P180
row170	812.61662	22.779	1.0	-0.0118878669	P181
row171	706.53842	17.942	1.0	0.0160827835	P182
row172	824.77051	23.924	1.0	-0.0138231855	P183
row173	575.50317	23.226	1.0	-0.0202671547	P184
row174	625.51915	15.007	1.0	0.0128508213	P185
row175	1550.1175	18.086	1.0	-0.0275581107	P186
row176	1561.19324	18.762	1.0	-0.0110404223	P187
row177	784.51279	15.519	1.0	0.0050638539	P188
row178	958.88014	25.492	1.0	-0.0176507159	P189
row179	658.54061	18.306	1.0	-0.0187516756	P190
row180	518.3213	10.516	0.0	0.0297298921	P191
row181	487.35283	10.452	1.0	0.0082848189	P192
row182	918.84918	25.019	1.0	-0.0144230343	P193
row183	704.52287	17.212	1.0	0.014494092	P194
row184	1616.15849	18.244	1.0	0.0064050797	P195
row185	582.50915	17.636	1.0	-0.0250003204	P196
row186	1625.23166	21.511	1.0	0.008867341	P197
row187	832.58241	19.886	1.0	-0.0047992256	P198
row188	724.52783	17.446	1.0	-0.0269791097	P199
row189	1551.12138	18.166	1.0	-0.0244291426	P200
row190	369.35119	15.261	1.0	-0.0163019948	P201
row191	834.59854	21.379	1.0	-0.0044275555	P202
row192	731.60629	17.811	1.0	0.0106036807	P203
row193	889.58052	16.221	1.0	0.011588576	P204
row194	886.78547	23.225	1.0	-0.0069028792	P205
row195	480.30893	10.485	0.0	0.0349093342	P206
row196	447.38309	16.371	1.0	0.0229840672	P207
row197	1562.11714	17.808	1.0	0.0282922495	P208
row198	1594.17986	19.11	1.0	0.0147218108	P209
row199	274.2747	7.805	1.0	-0.0262712515	P210
row200	1539.11995	17.93	1.0	0.0212971902	P211
row201	599.50333	14.831	1.0	0.0284315985	P212
row202	1588.13333	17.956	1.0	0.0113395706	P213
row203	773.58618	20.195	1.0	-0.0111305462	P214
row204	828.55049	17.85	1.0	-0.0202299077	P215
row205	787.60442	21.337	1.0	-0.012278785	P216
row206	1568.16456	19.09	1.0	0.0154092288	P217
row207	806.72359	22.533	1.0	-0.004367626	P218
row208	856.5846	17.746	1.0	-0.008118726	P219
row209	1621.19956	19.783	1.0	0.0036829883	P220
row210	1104.06375	17.465	1.0	-0.0006408524	P221
row211	770.56946	17.934	0.0	0.0288945338	P222
row212	584.52488	18.371	1.0	-0.0170340532	P223
row213	848.61582	20.331	1.0	0.0121624376	P225
row214	795.62922	21.394	1.0	-0.0061972017	P226
row215	764.67669	21.723	1.0	0.0017435302	P227
row216	808.51271	15.451	1.0	0.0076318196	P228
row217	948.80119	23.073	1.0	-0.0044192333	P229
row218	917.82787	23.949	0.0	-0.0311375524	P230
row219	794.56944	17.772	1.0	-0.0035363035	P231
row220	339.28928	15.418	1.0	0.0207184363	P232
row221	798.59826	20.636	1.0	-0.0011826469	P233
row222	385.27369	9.698	1.0	0.0275069831	P234
row223	1575.12148	18.01	1.0	0.0237675986	P235
row224	737.64126	16.879	1.0	0.0037296444	P236
row225	858.75442	22.693	1.0	-0.0064956012	P237
row226	720.55427	18.596	1.0	0.0137986502	P238
row227	1530.05567	17.15	1.0	0.0101577803	P239
row228	954.84836	24.264	1.0	-0.0212980214	P240
row229	808.73914	23.018	1.0	-0.0107401177	P241
row230	1532.07147	17.307	1.0	-0.0016559675	P242
row231	648.62902	19.763	1.0	0.0050804745	P243
row232	818.56858	17.801	1.0	-0.0002768075	P244
row233	834.5285	15.849	1.0	0.0183555208	P245
row234	630.61824	19.75	1.0	0.005139743	P246
row235	634.54059	18.455	1.0	-0.0159793012	P247
row236	339.28925	18.51	1.0	-0.0167268216	P248
row237	660.55629	18.578	1.0	-0.0126578789	P249
row238	1598.21141	21.268	1.0	0.0054896109	P250
row239	666.60316	20.024	1.0	0.0004902949	P251
row240	860.61599	19.203	1.0	0.0044243641	P252
row241	684.55636	18.449	1.0	-0.0123785563	P253
row242	361.27388	9.639	0.0	0.0322323247	P254
row243	766.55941	16.462	1.0	0.0014373027	P255
row244	909.54628	15.535	1.0	-0.0015826484	P256
row245	790.55989	15.715	1.0	0.0106507894	P257
row246	662.5717	19.228	1.0	-0.0274291751	P258
row247	885.54895	15.014	1.0	0.0162551579	P259
row248	836.54406	15.187	1.0	0.0075372447	P261
row249	1543.15113	19.419	1.0	-0.0189486243	P262
row250	549.48755	23.161	1.0	-0.0188607387	P263
row251	700.57237	15.716	1.0	0.0209635131	P264
row252	794.5689	18.381	1.0	-0.0020114079	P266
row253	1480.04028	17.13	1.0	0.0042867361	P267
row254	714.50681	16.33	1.0	0.0204453337	P270
row255	772.62159	22.921	1.0	0.0113798702	P271
row256	892.73909	22.068	1.0	0.0081746668	P272
row257	385.27354	15.312	1.0	0.0212465026	P273
row258	608.52493	17.886	1.0	-0.0143238208	P274
row259	918.75474	22.179	1.0	0.0055853335	P275
row260	729.59098	17.217	1.0	0.0120049801	P276
row261	764.54408	15.757	1.0	-0.0042741879	P277
row262	1680.51301	23.335	1.0	-0.0149938983	P278
row263	798.60013	19.211	1.0	0.0051847309	P279
row264	1538.11576	17.943	1.0	-0.0026247434	P280
row265	914.8168	23.798	1.0	-0.0172478739	P281
row266	792.58999	18.812	1.0	-0.0006467184	P282
row267	1624.22823	21.509	1.0	0.0087080592	P283
row268	1207.07965	19.183	0.0	-0.0305298482	P284
row269	826.6322	22.674	1.0	0.019913795	P285
row270	632.63393	20.535	1.0	0.0048557819	P286
row271	748.5278	17.298	1.0	-0.0280143496	P287
row272	650.64469	20.461	1.0	0.0055232655	P288
row273	615.4958	18.525	1.0	-0.021405311	P289
row274	1592.16424	18.687	1.0	-0.0033987375	P290
row275	950.81668	23.408	1.0	-0.0047554914	P291
row276	766.57382	18.573	1.0	-0.0227305863	P292
row277	544.33735	10.75	0.0	0.0296728408	P293
row278	775.54835	16.355	1.0	0.0080681946	P294
row279	852.80109	24.662	1.0	-0.0168515593	P295
row280	892.8331	24.988	1.0	-0.0179269874	P296
row281	1560.19626	21.032	1.0	0.0234511324	P297
row282	530.32396	10.586	1.0	0.0286714159	P298
row283	482.32458	9.843	0.0	0.0306636291	P299
row284	313.27397	19.165	0.0	-0.0298088697	P300
row285	884.54414	14.953	1.0	0.0065335492	P301
row286	822.59968	19.083	1.0	-0.0053696779	P302
row287	818.605	19.015	1.0	0.0069784186	P303
row288	494.32456	9.493	0.0	0.0306072754	P304
row289	1499.17754	18.867	1.0	0.0094123211	P305
row290	782.56945	20.609	1.0	0.0075583194	P306
row291	956.86412	24.84	1.0	-0.0236141122	P307
row292	814.55975	15.497	1.0	0.0099278871	P309
row293	1537.10568	18.129	1.0	0.0252390674	P310
row294	518.49311	16.21	1.0	0.007291557	P311
row295	810.60118	21.236	1.0	0.0029580155	P312
row296	813.68343	18.0	1.0	-0.027047337	P313
row297	1576.13099	18.19	1.0	0.02287225	P314
row298	881.75666	23.964	0.0	-0.031573241	P315
row299	1231.35121	11.087	1.0	0.0013903414	P316
row300	946.78567	22.656	1.0	-0.001951969	P317
row301	601.519	18.742	1.0	-0.010401331	P318
row302	368.42494	16.201	1.0	-0.010494483	P319
row303	643.52704	19.306	0.0	-0.0291615075	P320
row304	1512.10105	17.86	1.0	0.0249235383	P321
row305	549.48756	18.371	1.0	-0.0152757268	P322
row306	1620.19611	19.8	1.0	0.004760947	P323
row307	890.78023	22.343	1.0	-0.011325385	P324
row308	284.33198	11.586	1.0	-0.0110015787	P325
row309	810.59923	23.545	1.0	0.0130674337	P326
row310	269.22708	19.79	1.0	0.0078017289	P327
row311	866.72319	21.995	1.0	0.0069655871	P328
row312	1500.10163	18.07	1.0	-0.0015699588	P329
row313	1259.11141	19.3	1.0	-0.021288174	P330
row314	469.36507	15.195	1.0	-0.0074844237	P331
row315	623.5034	16.964	1.0	0.0149368512	P332
row316	830.56568	18.233	1.0	-0.0275660834	P333
row317	690.50719	16.905	1.0	0.014323004	P334
row318	952.8324	23.785	1.0	-0.0212665231	P335
row319	1599.12154	17.899	0.0	-0.032266924	P336
row320	752.5606	18.529	0.0	-0.0295431685	P337
row321	575.50334	15.764	1.0	0.004054361	P338
row322	516.51398	17.452	1.0	-0.0137568706	P339
row323	859.53415	14.841	1.0	0.0276636254	P341
row324	1617.16385	18.233	1.0	0.0007292668	P342
row325	742.56144	15.949	1.0	0.0091013243	P343
row326	821.53277	15.444	1.0	0.0193828952	P344
row327	447.38317	15.272	1.0	-0.0015536514	P345
row328	1464.10168	17.995	1.0	0.0103469917	P346
row329	1502.16531	16.914	1.0	0.0054829076	P347
row330	725.55649	16.651	1.0	0.001538228	P348
row331	510.356	11.138	0.0	0.0325108036	P350
row332	1574.11732	17.979	1.0	0.026201795	P351
row333	750.5072	16.398	1.0	0.0135780082	P352
row334	547.47194	17.636	1.0	-0.0251737689	P353
row335	533.32605	5.871	1.0	-0.0229721779	P354
row336	1619.18404	19.124	1.0	0.0168931269	P355
row337	796.7391	23.271	1.0	-0.0200440213	P358
row338	460.26955	7.215	1.0	-0.0003106755	P359
row339	719.56995	16.094	1.0	0.0126373653	P360
row340	894.40054	11.972	1.0	0.0186196821	P361
row341	462.26759	5.871	1.0	-0.0226464735	P363
row342	617.51142	19.178	0.0	-0.0321438186	P364
row343	656.52494	17.62	1.0	-0.0206081447	P365
row344	879.74066	23.449	0.0	-0.0343953873	P366
row345	744.59215	20.389	1.0	-0.0021322669	P367
row346	915.81201	23.449	0.0	-0.0328128214	P368
row347	1506.05522	17.231	1.0	0.0117312983	P370
row348	1490.11668	18.271	1.0	-0.0031109309	P372
row349	528.3091	10.094	0.0	0.0299491922	P373
row350	884.76979	22.895	1.0	-0.0049037957	P374
row351	878.56926	17.168	1.0	-0.0048974022	P375
row352	1593.16762	18.785	1.0	0.0158301015	P376
row353	787.67048	14.568	1.0	-0.0065592561	P377
row354	828.55342	16.945	1.0	0.0159848786	P378
row355	786.5038	16.959	1.0	-0.0044285781	P379
row356	601.51892	23.34	1.0	-0.015454863	P381
row357	1561.19991	21.082	1.0	-0.0101807823	P382
row358	621.54518	19.296	1.0	-0.0267377724	P383
row359	604.60259	19.713	1.0	0.0114517835	P384
row360	1587.2153	21.411	1.0	0.0150326497	P385
row361	728.52296	16.953	1.0	0.0185661376	P386
row362	759.63807	19.232	1.0	0.0057454132	P389
row363	724.63064	16.764	1.0	-0.0129981761	P390
row364	506.49307	16.434	1.0	0.0237742173	P391
row365	759.57262	19.438	1.0	0.0124248245	P392
row366	944.86491	25.081	1.0	-0.002366972	P393
row367	311.25835	18.512	1.0	-0.0176853935	P395
row368	944.7703	22.42	1.0	0.0026057354	P396
row369	802.53753	16.897	1.0	0.0162433149	P397
row370	1639.15272	17.937	1.0	0.0023664118	P398
row371	889.79642	23.344	0.0	-0.0322591264	P400
row372	840.70711	21.902	1.0	0.0070973119	P401
row373	536.50377	16.219	1.0	0.0085890452	P402
row374	755.55639	15.84	1.0	-0.0072806042	P403
row375	618.61825	20.136	1.0	0.0229522216	P404
row376	816.64895	21.331	1.0	-0.0192912577	P405
row377	337.27397	15.433	1.0	0.0121847331	P406
row378	603.53454	16.697	1.0	-0.0005413691	P407
row379	1552.12933	18.237	1.0	0.0122869865	P408
row380	682.56141	15.716	1.0	0.0212072891	P409
row381	282.27987	10.395	1.0	0.0127846979	P410
row382	1524.10074	17.89	1.0	-0.0157446608	P411
row383	566.32231	9.907	1.0	0.0264358815	P413
row384	549.48765	15.468	1.0	-0.000340765	P414
row385	851.70957	22.875	0.0	-0.0328923726	P415
row386	991.67417	10.502	0.0	0.03080933	P416
row387	816.57528	16.2	1.0	0.0067561627	P417
row388	814.56094	17.627	1.0	-0.0246877444	P418
row389	892.79477	22.543	1.0	-0.0204856776	P420
row390	1577.13575	18.234	0.0	0.0327209963	P421
row391	718.57483	19.188	1.0	0.006368327	P422
row392	820.62049	21.191	1.0	0.0204861259	P424
row393	812.54432	15.286	1.0	0.0224875831	P425
row394	785.58907	19.937	1.0	0.0006113208	P426
row395	636.62903	20.133	1.0	0.0242116669	P427
row396	1536.10226	18.086	1.0	0.0201874416	P428
row397	813.68626	14.604	1.0	-0.0079243705	P430
row398	744.59082	19.231	1.0	0.0035365051	P431
row399	911.56215	16.203	1.0	0.0013971136	P432
row400	833.58586	21.321	1.0	0.0028383514	P433
row401	300.29032	10.422	1.0	0.0139076437	P434
row402	1233.09558	19.25	0.0	-0.030376042	P435
row403	337.27386	18.714	1.0	-0.0149835186	P436
row404	836.61253	19.728	1.0	-0.0110589243	P437
row405	622.61335	19.704	1.0	0.0117244533	P438
row406	448.29097	10.052	1.0	-0.013649382	P439
row407	822.56436	16.304	1.0	-0.003941376	P440
row408	830.72316	22.218	1.0	0.0001842498	P441
row409	632.52497	17.711	1.0	-0.0225670292	P442
row410	362.23689	12.28	0.0	0.0294835179	P443
row411	583.32474	10.314	1.0	0.0280117911	P444
row412	853.72553	23.327	0.0	-0.0309196869	P445
row413	1679.50955	23.336	1.0	-0.0158450528	P446
row414	794.56608	19.0	1.0	-0.0185050415	P447
row415	1502.11662	18.398	1.0	0.0072868345	P448
row416	878.57626	15.346	1.0	-0.0057962545	P449
row417	313.27402	18.417	1.0	-0.023179943	P450
row418	804.70798	22.08	1.0	0.0048550406	P451
row419	664.58758	19.508	1.0	-0.0132619581	P452
row420	912.80089	23.375	1.0	-0.0017535646	P453
row421	907.53131	15.008	1.0	0.0191625105	P454
row422	766.65607	20.595	1.0	-0.0251148039	P455
row423	1126.04564	17.478	1.0	-0.023530782	P456
row424	587.46448	17.634	0.0	-0.0295552345	P458
row425	599.50342	17.12	1.0	0.0021391693	P460
row426	327.22724	12.285	1.0	0.0257697265	P461
row427	636.49634	17.388	1.0	-0.0081450977	P463
row428	943.84463	24.094	1.0	-0.0274982243	P464
row429	1623.21484	20.828	1.0	0.0148143148	P465
row430	840.68541	21.392	1.0	-0.0110252574	P466
row431	547.47183	22.654	1.0	-0.0159011386	P467
row432	776.52223	16.602	1.0	0.017811695	P469
row433	754.53628	17.987	1.0	-0.0030791659	P470
row434	590.32196	9.993	1.0	0.0275760025	P472
row435	757.53804	16.35	1.0	0.0091827039	P473
row436	864.76416	22.181	1.0	-0.0081259389	P474
row437	907.77192	24.07	1.0	-0.0215199028	P475
row438	1600.13062	17.978	1.0	-0.0221838266	P476
row439	909.78789	24.68	0.0	-0.0316496672	P477
row440	738.66111	21.641	1.0	-0.0033969789	P478
row441	1554.05702	17.088	1.0	0.002588734	P479
row442	264.26907	17.377	1.0	-0.014143017	P480
row443	877.72511	22.978	1.0	-0.0257425845	P481
row444	1496.07092	17.424	1.0	0.0242142533	P482
row445	619.52962	18.746	1.0	-0.0110641125	P483
row446	1381.12465	19.333	1.0	0.0286970786	P484
row447	1598.1173	17.877	0.0	-0.03042327	P486
row448	616.17687	15.274	1.0	-0.0201414264	P487
row449	601.51901	15.317	1.0	-0.0146061717	P488
row450	780.708	22.452	1.0	-0.0063420087	P489
row451	798.54244	19.491	0.0	-0.0311707183	P490
row452	551.50296	23.859	1.0	-0.0154268941	P491
row453	1554.14688	18.77	1.0	0.0156797227	P492
row454	1578.14341	18.281	1.0	0.0154856028	P493
row455	888.76461	22.26	1.0	-0.0060580622	P494
row456	774.54266	17.456	1.0	-0.0244260211	P495
row457	1491.1207	18.286	1.0	0.0103294402	P496
row458	844.65173	20.801	1.0	0.0036783384	P497
row459	840.5748	16.098	1.0	0.011002791	P498
row460	1650.46627	22.83	1.0	-0.0118031449	P500
row461	803.52261	15.443	1.0	0.0225827365	P501
row462	1557.16794	19.067	1.0	0.0053158706	P502
row463	641.5123	18.614	1.0	-0.0168062359	P503
row464	606.50922	17.485	1.0	-0.0173456581	P504
row465	812.61089	20.454	1.0	-0.0044405351	P505
row466	897.73011	23.968	1.0	-0.020825201	P506
row467	880.5918	15.443	1.0	0.0187612031	P507
row468	1513.10501	17.905	1.0	0.0114023773	P508
row469	752.52193	16.731	1.0	0.0112960623	P509
row470	788.60806	21.504	1.0	0.0034663936	P510
row471	818.63727	19.519	0.0	-0.0302109524	P512
row472	1654.49755	23.31	1.0	-0.0153419217	P513
row473	788.67464	21.467	1.0	0.0022314338	P514
row474	778.69236	21.994	1.0	0.0004958727	P515
row475	1550.19828	18.906	1.0	-0.0008968426	P517
row476	1645.19922	19.273	1.0	0.0116821875	P518
row477	802.5357	17.714	1.0	-0.0165846635	P519
row478	1676.4819	22.872	1.0	-0.0102283143	P520
row479	820.54855	16.504	1.0	0.0029384536	P521
row480	1579.14998	18.383	0.0	0.0297284961	P522
row481	603.46671	12.28	0.0	0.0329080165	P523
row482	856.73935	22.369	1.0	-0.0009007451	P524
row483	492.40484	15.408	1.0	-0.0124983471	P525
row484	608.46513	15.978	1.0	0.0203620637	P526
row485	625.51912	17.309	1.0	-0.0049401264	P527
row486	773.53264	15.718	1.0	0.0137146538	P528
row487	538.38732	12.307	1.0	0.0280743049	P529
row488	960.8961	26.438	1.0	-0.0012447633	P530
row489	366.37304	15.181	1.0	-0.0160850437	P531
row490	526.31406	10.502	1.0	0.0194681654	P532
row491	1581.07546	17.166	1.0	0.0045410764	P533
row492	892.59144	15.714	1.0	0.0094580454	P534
row493	891.78388	22.342	1.0	-0.0099802865	P535
row494	934.63926	16.211	1.0	0.0195466975	P536
row495	727.56645	20.316	1.0	-0.0010313502	P537
row496	838.78602	24.225	1.0	-0.0199722084	P538
row497	860.54402	15.038	1.0	-0.0003114122	P539
row498	862.55828	15.365	1.0	0.0265004074	P540
row499	524.27552	9.626	0.0	0.0319565972	P541
row500	819.51723	15.266	1.0	0.0008206241	P542
row501	778.57399	18.696	1.0	-0.01883254	P543
row502	627.53492	18.246	1.0	0.0062663922	P544
row503	823.67806	22.333	1.0	-0.0119047586	P545
row504	1586.21043	21.365	1.0	0.0162283318	P546
row505	556.49327	17.441	1.0	-0.0065295341	P547
row506	692.55891	18.981	1.0	0.0064141907	P548
row507	336.22141	11.96	1.0	0.020874483	P550
row508	747.517	15.422	1.0	0.0172518086	P551
row509	834.52905	14.855	1.0	-0.0049392907	P552
row510	825.69397	22.786	1.0	-0.0281671113	P553
row511	624.55624	18.906	1.0	-0.020717192	P554
row512	858.60021	18.449	1.0	-0.0183351468	P555
row513	595.52941	19.185	0.0	-0.0289869964	P556
row514	916.79573	22.566	1.0	-0.0182235877	P558
row515	788.51852	17.226	1.0	-0.0192437213	P559
row516	852.56077	14.912	1.0	0.0280196259	P560
row517	882.75458	22.519	1.0	-0.0029025607	P561
row518	817.60922	21.332	1.0	-0.0069935916	P562
row519	1536.18619	18.851	1.0	0.0111005818	P563
row520	341.30524	11.324	0.0	0.0347487357	P565
row521	880.83252	25.499	1.0	-0.0179362283	P566
row522	849.69401	22.449	1.0	-0.0207698212	P567
row523	1618.18079	19.14	1.0	0.0236286324	P568
row524	910.78542	23.02	1.0	-0.009714161	P569
row525	798.56385	16.992	1.0	-0.0204890308	P570
