massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row41	599.3192	10.812	1.0	0.1038093554400978	N41
row42	800.54367	18.044	1.0	-1.0201313477440694	N42
row43	782.49663	16.731	1.0	0.4001961153078936	N43
row44	588.33005	10.104	1.0	0.4374270324725195	N44
row45	795.51673	16.512	1.0	0.291865900665878	N45
row46	745.50158	16.495	1.0	0.9846946111509507	N46
row47	740.52112	17.584	1.0	0.041350018573263043	N47
row48	619.28792	9.223	1.0	0.3764651618453221	N48
row49	478.29404	10.637	1.0	0.5408873338886039	N49
row50	265.14805	8.045	1.0	0.07454437619268198	N50
row51	861.54689	16.201	1.0	0.7749804481480215	N51
row52	872.5609	19.757	1.0	-0.5691690460748334	N52
row53	612.3297	10.164	1.0	0.42101863992228455	N53
row54	566.34542	11.731	0.0	-1.1374263412335013	N54
row55	564.33018	10.071	1.0	0.6041168494553887	N56
row56	817.50131	16.074	1.0	-0.45579879348961244	N57
row57	714.50712	17.386	1.0	-0.6682140030552115	N58
row58	790.53785	18.096	1.0	0.10982705277096971	N59
row59	834.54945	16.412	0.0	-1.1438977396265544	N60
row60	890.53855	14.881	0.0	-1.151248681847228	N63
row61	836.56405	16.68	1.0	-0.7811910494077662	N64
row62	528.30945	10.756	1.0	0.7234145550247838	N65
row63	824.54279	17.941	1.0	-0.05192264743234521	N66
row64	716.52249	18.123	1.0	1.007328592351198	N67
row65	508.34047	11.982	1.0	0.9262406719828753	N68
row66	806.49639	16.606	1.0	0.28318141812455544	N69
row67	638.36648	11.496	1.0	-0.4295228074916397	N70
row68	876.57306	18.305	1.0	0.22351059813643315	N71
row69	514.28391	5.244	1.0	-0.5087012084950883	N72
row70	760.49102	16.23	1.0	-0.28147568787914906	N73
row71	858.55083	16.363	0.0	-1.2498506620242418	N74
row72	736.4915	16.342	1.0	0.5076964276819171	N75
row73	526.29353	10.275	1.0	0.6753693907568727	N76
row74	981.51665	12.711	1.0	-0.8415158490308421	N77
row75	821.53169	16.916	1.0	0.33920662332566065	N78
row76	871.53153	16.031	1.0	-0.38307506813320075	N79
row77	506.32504	10.912	1.0	1.0618455427811941	N80
row78	873.5485	16.597	1.0	0.4524314263212365	N82
row79	697.35547	11.394	1.0	-0.32335355707265895	N84
row80	588.46572	15.306	1.0	-0.2743991722978453	N85
row81	878.58922	19.408	1.0	0.47092312702301703	N86
row82	778.56007	19.583	1.0	-0.46509761104154307	N87
row83	509.28798	10.355	1.0	1.0071997032177227	N88
row84	624.35095	11.27	1.0	-0.3522210899119391	N89
row85	834.52598	17.909	1.0	0.26899184563725637	N90
row86	797.53167	17.057	1.0	1.009205249204504	N91
row87	536.29912	10.883	1.0	-0.7241152185898427	N93
row88	914.53851	15.131	1.0	-0.9534969672435446	N94
row89	524.29884	11.244	0.0	1.1227849063284896	N95
row90	498.28921	7.167	1.0	-0.8822972865053	N96
row91	793.50131	16.16	1.0	-0.042403344649613595	N97
row92	574.44997	14.716	1.0	-0.39036909309482287	N98
row93	909.5458	16.191	1.0	0.4177695741344433	N99
row94	719.48601	16.522	0.0	1.633909638178636	N100
row95	791.48559	15.7	1.0	-0.1798399763714381	N101
row96	578.34563	12.204	1.0	0.051769870144325776	N102
row97	908.54916	13.253	1.0	-0.9384613243419329	N103
row98	815.55185	16.788	1.0	0.37047083016805055	N105
row99	951.51885	15.806	1.0	-0.11023375421832039	N106
row100	592.3249	10.888	1.0	-0.7932348391086538	N107
row101	281.24834	12.466	1.0	0.6282096392610784	N108
row102	621.30343	9.827	1.0	0.9588247739186285	N109
row103	664.38208	11.865	1.0	-0.62396743750302	N110
row104	790.56026	19.176	1.0	-0.017427987901652172	N111
row105	870.54506	18.795	1.0	-0.1756872777169144	N112
row106	917.53666	14.994	0.0	-1.130219605807643	N113
row107	830.49343	17.067	1.0	-0.3019645110916343	N114
row108	608.35584	11.028	1.0	-0.4209165509813799	N115
row109	544.26725	9.544	1.0	0.6085274357607713	N116
row110	860.5656	16.651	1.0	-0.6855893102875361	N117
row111	610.33516	10.456	1.0	-0.78422033255449	N118
row112	1015.5059	16.285	1.0	0.1386883073570628	N119
row113	733.54941	16.24	1.0	0.5070750253472651	N120
row114	568.26593	9.757	1.0	0.5122708189815806	N121
row115	835.53252	16.144	1.0	1.0651346653611422	N122
row116	594.34025	11.008	1.0	-0.4382733980133741	N123
row117	862.57969	17.631	1.0	-0.3883933642261692	N124
row118	769.50127	16.323	1.0	0.1820495459667713	N125
row119	590.34563	10.667	1.0	0.8420972118134844	N126
row120	407.28015	7.557	1.0	-0.4130825593665357	N127
row121	894.54504	18.379	1.0	-0.661165069465157	N128
row122	295.2278	9.254	1.0	-0.31537320275019665	N129
row123	742.53835	18.497	0.0	1.0916480029277673	N131
row124	502.2936	10.389	1.0	0.904572154104786	N132
row125	632.35573	11.286	1.0	-0.45760623573269354	N133
row126	736.51747	14.061	1.0	-0.36647675116452016	N134
row127	327.23265	11.673	1.0	0.11175285687981813	N136
row128	967.53687	12.906	1.0	-0.9526162357655102	N137
row129	782.49397	17.37	1.0	-0.10162032825114616	N138
row130	889.57676	17.812	1.0	0.6847828483857268	N139
row131	768.55414	18.897	1.0	0.9870273426190224	N140
row132	778.50145	15.93	1.0	-0.9437857339076355	N141
row133	848.52731	13.649	1.0	-0.28521525925632596	N142
row134	582.50956	17.101	1.0	0.8383746264286963	N143
row135	794.54687	19.754	1.0	0.10399408067042633	N144
row136	918.5452	18.156	1.0	-0.018204268300226496	N145
row137	874.5578	17.79	1.0	0.05867732626333611	N146
row138	562.31447	11.253	1.0	-0.5930505989928391	N147
row139	548.29641	11.503	1.0	0.6409348866386103	N148
row140	608.31796	10.703	1.0	-0.11376410727377506	N150
row141	407.28007	6.809	1.0	-0.2696380951759025	N152
row142	833.51606	15.621	1.0	-0.39868188713242236	N153
row143	848.54243	17.471	1.0	-0.2723766206917923	N154
row144	680.3769	11.097	1.0	-0.4384713671809	N155
row145	1035.66291	10.672	1.0	0.035658942834224196	N156
row146	841.5011	15.857	1.0	0.14624205376321453	N157
row147	538.31465	9.64	1.0	0.7546582777299609	N158
row148	843.51764	16.143	1.0	-0.11115835152364584	N159
row149	594.34045	11.842	1.0	-0.22522767768902294	N160
row150	867.51638	16.142	1.0	-0.28985682879578645	N161
row151	794.49637	15.169	0.0	-1.3232244360126275	N163
row152	911.56119	16.709	1.0	0.6547229894370967	N164
row153	309.17429	8.749	1.0	0.14556101962740547	N165
row154	552.29283	10.658	1.0	-0.757037018026657	N166
row155	712.49153	16.473	1.0	-0.4980437649893182	N167
row156	918.57054	15.865	1.0	-0.5648541596634237	N168
row157	303.23272	11.671	1.0	0.024032105528994395	N169
row158	922.52928	13.222	0.0	-1.1852247491307082	N170
row159	818.55351	17.205	1.0	0.15771539762968914	N171
row160	862.50711	13.502	1.0	-0.3565790105959522	N172
row161	576.3298	11.38	1.0	0.005796963566489906	N173
row162	446.3761	15.372	1.0	0.6768269493253001	N174
row163	453.28563	6.921	1.0	-0.2688552709785571	N175
row164	753.38124	11.273	1.0	-0.3315176350466177	N176
row165	745.54836	15.997	1.0	0.06413484237981783	N177
row166	743.48564	16.165	1.0	0.10480951641752113	N178
row167	642.36104	11.236	1.0	-0.6063867769682696	N179
row168	592.2649	9.9	1.0	0.20970761375289418	N180
row169	666.39779	12.736	1.0	-0.10554209705893193	N182
row170	533.29103	13.097	1.0	0.6392173579813478	N183
row171	896.56107	19.229	1.0	0.7121502786234516	N184
row172	650.3664	10.791	1.0	-0.5048239414374144	N185
row173	713.35048	11.11	1.0	-0.3102678605929509	N186
row174	636.3491	11.988	1.0	1.074384413590005	N187
row175	842.55345	16.87	1.0	-0.10554558368403183	N188
row176	528.30908	10.103	1.0	0.4257951003660064	N189
row177	820.56892	17.902	1.0	-0.33179528487840176	N190
row178	901.54118	15.663	1.0	-0.659560223648749	N191
row179	694.39244	11.214	1.0	-0.3258306129931585	N192
row180	832.50901	17.332	1.0	0.7240633106836102	N193
row181	353.20011	9.077	1.0	0.07717090784686796	N194
row182	564.33065	12.016	1.0	-0.3837817940873179	N195
row183	520.26506	10.318	1.0	0.024761860753765567	N196
row184	580.32472	11.297	0.0	-1.2515034405741217	N197
row185	652.38168	11.629	1.0	-0.45503188203432576	N198
row186	692.61904	19.913	1.0	0.4157983871581873	N199
row187	872.52764	14.163	1.0	-1.0239638177965786	N201
row188	892.55301	14.834	1.0	-0.7229811087947479	N202
row189	690.39752	12.335	1.0	-0.7413297576714741	N203
row190	613.51467	17.622	0.0	1.2792069713445517	N204
row191	882.55019	16.231	0.0	-1.3447231871040413	N205
row192	295.22774	10.059	1.0	-0.3193182747914197	N207
row193	526.31435	10.007	1.0	0.6409161817024999	N208
row194	744.56205	15.87	1.0	0.4995803398680246	N209
row195	605.40501	14.41	1.0	0.6002632894310508	N210
row196	780.51635	16.149	1.0	-0.43586584859783334	N211
row197	816.57435	19.46	1.0	0.8596193131084796	N212
row198	411.20601	12.466	1.0	0.8116522324767833	N213
row199	841.51892	17.552	1.0	0.2972749523606444	N214
row200	698.38763	10.748	1.0	-0.635870414051633	N215
row201	650.36646	11.791	1.0	-0.5894693263572129	N216
row202	550.31489	11.09	1.0	-0.03609307746624865	N217
row203	840.5732	19.144	1.0	-0.42409062770383643	N218
row204	806.49324	17.237	1.0	0.809575673681008	N219
row205	965.52081	12.918	1.0	-0.8037750254192122	N220
row206	818.51847	15.726	1.0	-0.8613515947110298	N221
row207	504.3093	10.069	1.0	0.607591720549986	N222
row208	602.34539	11.782	1.0	-0.6368445621912866	N223
row209	476.27801	9.806	1.0	0.3907392758324691	N224
row210	554.30975	10.887	1.0	-0.7101421359779649	N225
row211	924.59356	21.685	0.0	1.2137059169192215	N226
row212	752.52191	17.764	1.0	0.14966023091975378	N227
row213	832.53358	15.68	1.0	-0.570825897561857	N228
row214	634.37147	12.0	1.0	-0.18761561086745698	N229
row215	720.408	11.614	1.0	-0.7474683920001421	N230
row216	814.52138	13.959	1.0	-0.5603789944280891	N231
row217	812.50656	14.413	1.0	-0.3112280408510149	N233
row218	582.27119	6.25	1.0	-0.6150023552248491	N234
row219	796.51178	15.655	1.0	-1.0542347197940647	N235
row220	508.35533	13.17	1.0	-0.41638104814015636	N236
row221	303.23285	9.833	1.0	0.5846204902552381	N238
row222	636.38697	12.193	1.0	-0.2968963974850633	N239
row223	925.50344	15.589	1.0	-0.5442599961128086	N240
row224	922.57729	20.096	1.0	-0.3357995764636113	N241
row225	816.53868	16.604	1.0	-0.4960523790588502	N242
row226	869.55384	16.109	1.0	0.27451180344992276	N243
row227	554.34563	11.317	1.0	0.1532245592174174	N244
row228	808.50798	17.224	1.0	0.10557966899851885	N245
row229	530.32453	11.409	1.0	0.8516577217241306	N246
row230	620.35588	11.898	1.0	-0.9111726052878081	N247
row231	852.55895	13.202	1.0	-0.2694102304131244	N248
row232	969.55124	13.462	1.0	-0.2876576691738093	N249
row233	1021.52292	16.312	1.0	0.031503229448048925	N250
row234	820.49645	12.745	1.0	-0.42796927403932156	N251
row235	213.1134	0.87	1.0	0.30400041217431056	N253
row236	805.52162	15.42	1.0	-0.6433982224827715	N254
row237	723.37069	11.764	1.0	-0.570462579417372	N255
row238	668.37705	11.622	0.0	-1.1517807737858698	N258
row239	955.55039	16.997	1.0	0.8743959561476261	N259
row240	688.49155	16.998	1.0	0.6823382647720213	N261
row241	604.36109	12.612	1.0	-0.17033155231819488	N262
row242	842.51577	15.796	1.0	-0.6640394059400249	N263
row243	634.33357	10.882	0.0	1.173347438382174	N264
row244	764.54862	15.043	1.0	-0.24849957367780684	N265
row245	687.54522	16.789	1.0	0.2777630423600146	N266
row246	832.60786	24.739	1.0	0.5164751216163462	N267
row247	901.54194	14.928	1.0	-0.03945660236993012	N268
row248	756.48055	14.698	1.0	-0.8278415646305687	N270
row249	772.51086	15.445	1.0	-0.4816612642606368	N271
row250	798.52743	16.172	0.0	-1.0903007204230843	N272
row251	802.48636	14.326	1.0	-0.4252030968551917	N274
row252	722.51153	17.541	1.0	-0.13611253070165039	N276
row253	866.55359	16.532	1.0	-0.4160402878080485	N277
row254	582.33982	12.003	1.0	-0.609312889630954	N278
row255	771.3918	10.966	1.0	-0.5598836020929039	N280
row256	634.37122	11.317	1.0	-0.39662845089568977	N281
row257	845.53245	16.551	1.0	0.7141933458751749	N283
row258	618.47599	14.768	1.0	-0.3337014118489774	N284
row259	812.54092	18.608	1.0	-0.4712226889359186	N286
row260	931.51613	14.384	1.0	-0.43512153560276273	N287
row261	834.54873	15.187	1.0	-0.5209202141194915	N288
row262	618.3403	11.131	1.0	-0.6873315097927689	N290
row263	293.17935	9.537	1.0	0.23446774803220022	N291
row264	552.30942	10.166	1.0	0.41033613104356326	N293
row265	715.36611	11.393	1.0	-0.2132335884279144	N297
row266	652.38217	12.531	1.0	-0.07882200451186994	N299
row267	844.56813	17.837	1.0	0.013394082674285516	N301
row268	868.55413	13.413	1.0	-0.7258355590038083	N302
row269	712.40343	10.697	1.0	-0.8620802807095462	N303
row270	798.53032	17.335	1.0	-0.5764584092374349	N305
row271	775.59575	18.135	1.0	0.3800153464720603	N307
row272	940.54887	19.762	1.0	-0.5177160372909002	N308
row273	844.52746	18.337	1.0	0.5565389031118703	N310
row274	588.32981	11.634	1.0	-0.90398246644781	N311
row275	796.51085	15.14	1.0	-0.09596941740008826	N312
row276	754.5008	15.95	1.0	-0.11968039103592383	N313
row277	738.41887	11.049	1.0	-0.7727668384992729	N314
row278	834.47594	12.568	1.0	-0.36931964174025483	N315
row279	656.37704	11.497	1.0	-0.36357534531552194	N316
row280	622.33557	11.925	1.0	0.10223670831953914	N317
row281	597.30343	10.076	1.0	0.49648824523373153	N318
row282	498.26223	9.226	1.0	0.7460698870546515	N319
row283	571.28806	9.705	1.0	-0.1394068521363096	N320
row284	808.47564	14.697	1.0	-0.6666170116307323	N322
row285	564.33066	11.14	1.0	-0.7335281053915219	N323
row286	397.22621	9.31	1.0	-0.0072248819049988144	N325
row287	877.50592	14.574	1.0	-0.99621090828365	N326
row288	255.23258	12.149	1.0	0.7251264858107714	N327
row289	892.46338	17.062	1.0	-0.2847360876101972	N328
row290	682.35633	10.357	1.0	-0.9212549745899062	N329
row291	815.50356	17.785	1.0	0.6752532782039613	N330
row292	788.54401	18.114	1.0	-0.5543692622732591	N331
row293	516.33167	10.337	1.0	0.8760743789055956	N332
row294	877.5226	16.781	1.0	0.3471167645745948	N334
row295	590.34549	12.325	1.0	-0.6611092254230014	N335
row296	920.56132	18.598	1.0	0.043196676512680006	N337
row297	578.30891	11.109	1.0	-0.47533226849467075	N339
row298	694.42888	12.93	1.0	0.059927811051519286	N340
row299	748.48965	16.53	1.0	-0.46730826095329275	N341
row300	620.35584	11.206	1.0	-0.5465431082941585	N342
row301	744.55424	19.545	1.0	0.6656132561847169	N343
row302	907.53043	15.646	1.0	-0.005114759528992792	N344
row303	820.51139	15.431	0.0	-1.1525675843029213	N347
row304	666.60352	19.872	1.0	0.6791768783822374	N349
row305	818.55368	16.173	1.0	-0.13309741374467748	N351
row306	1565.15893	19.741	1.0	-0.2917912475997053	N352
row307	636.35095	10.75	1.0	-0.7526101926794193	N353
row308	737.53694	16.784	1.0	0.18279345745970269	N355
row309	980.66992	10.651	1.0	0.39393938732686884	N356
row310	379.1558	9.111	1.0	0.4098045894713404	N357
row311	648.35077	11.254	1.0	0.5664098478735985	N359
row312	758.49705	15.572	1.0	-0.5571537948553102	N362
row313	770.4965	15.415	1.0	-0.7408140016896242	N364
row314	816.52936	18.378	1.0	-0.7969373766070308	N365
row315	680.41327	12.499	1.0	0.2193775863662861	N366
row316	719.53347	15.642	1.0	0.15171854694105205	N368
row317	820.56872	16.687	1.0	0.5547422391759933	N369
row318	856.50878	17.374	1.0	-0.41709662658482344	N371
row319	973.62615	10.665	1.0	0.23902302407536682	N373
row320	868.52878	18.046	0.0	-1.27083275092583	N374
row321	660.387	12.358	1.0	-0.3403014932507094	N375
row322	750.52764	18.202	1.0	0.6110442405805615	N377
row323	385.19038	12.147	1.0	0.9008174817643384	N378
row324	792.52853	18.784	1.0	-0.589330130568518	N379
row325	604.46054	14.529	1.0	-0.31201514445285283	N380
row326	606.34007	10.926	1.0	-0.2578950332550944	N382
row327	903.55392	16.12	1.0	0.6817770676369683	N383
row328	876.5584	14.164	1.0	-0.47520781471444157	N385
row329	1094.73876	10.972	1.0	0.7281166415104396	N387
row330	754.46514	14.485	1.0	-1.0212914135955653	N388
row331	596.35612	12.205	1.0	0.0022326910317210327	N389
row332	624.35076	10.471	1.0	-0.43545641223135156	N391
row333	622.37141	12.223	1.0	-0.31157461994082075	N392
row334	799.54802	17.788	0.0	1.232159941225145	N393
row335	630.37655	12.918	1.0	-0.5919526701781249	N396
row336	530.30211	10.672	1.0	0.004048484479274664	N397
row337	582.37679	12.474	1.0	0.16207140017934055	N398
row338	1013.49015	15.805	1.0	-0.48646289064770515	N400
row339	708.40816	12.269	1.0	-0.5009977168161517	N401
row340	819.54805	18.825	1.0	0.1566539854398628	N403
row341	483.2725	10.188	0.0	1.386254349201059	N404
row342	749.57993	17.444	1.0	0.31524909882239266	N405
row343	653.46235	12.934	1.0	0.08241677821488651	N406
row344	701.35026	11.247	1.0	-0.9878343235027107	N407
row345	934.53231	19.727	1.0	-0.16316209009653865	N408
row346	840.53043	18.164	1.0	-0.02882477244750579	N409
row347	780.5544	18.707	1.0	0.3312841055388616	N411
row348	804.51503	15.905	1.0	-0.9081362300246562	N413
row349	475.26738	6.983	1.0	-0.29495714115372235	N414
row350	746.51019	17.365	1.0	-0.26936634063323023	N416
row351	759.5174	16.911	1.0	0.7336381795695814	N417
row352	860.56291	15.596	1.0	-0.046597229396752544	N418
row353	897.5458	16.111	1.0	-0.19946840466797056	N420
row354	546.28057	10.778	1.0	0.5556092933700165	N422
row355	496.2678	10.06	0.0	1.1876304958510253	N424
row356	305.24826	12.369	1.0	0.6121002321893715	N425
row357	572.48076	17.095	1.0	0.9503025806015648	N426
row358	722.42374	12.36	1.0	-0.12355656237119417	N427
row359	479.37339	13.023	1.0	-0.06966188251017187	N428
row360	630.23528	9.825	1.0	0.5320965256762653	N431
row361	846.58394	18.066	1.0	0.39513360482654175	N432
row362	898.55783	17.482	1.0	0.9933843003399335	N435
row363	927.51832	16.099	1.0	0.5610230572765446	N436
row364	666.39706	11.829	1.0	-0.9946944367860663	N437
row365	913.57843	17.353	1.0	0.8750013924136226	N438
row366	559.47229	16.733	1.0	-0.6487912907339325	N439
row367	749.38645	12.068	1.0	-0.6904032578113135	N441
row368	594.37673	12.252	0.0	1.2002909566219737	N442
row369	433.19027	11.67	1.0	0.12417626303997963	N443
row370	1091.72521	11.981	1.0	0.7240210742170358	N444
row371	863.56174	17.527	1.0	1.0430105145110207	N445
row372	672.38685	12.107	1.0	-0.7261494205081436	N446
row373	678.39718	11.933	1.0	-0.9496573941499085	N448
row374	647.45553	12.466	1.0	0.6126646786483805	N450
row375	880.58985	14.312	1.0	0.38434056890403007	N451
row376	558.33331	11.982	1.0	0.6004235472954744	N452
row377	466.2936	10.012	1.0	0.6659008731294154	N454
row378	843.41338	10.85	1.0	-0.63159162978817	N455
row379	599.49971	17.092	1.0	0.9817480919100344	N456
row380	664.38205	11.136	1.0	-0.7075808060957427	N457
row381	313.23807	12.416	1.0	0.26722464826049525	N458
row382	784.47532	13.674	1.0	-0.9987484263251198	N459
row383	473.28199	11.211	1.0	0.16996947054028916	N461
row384	724.40306	11.494	1.0	-0.6716794316476303	N464
row385	592.36099	11.296	0.0	1.544009652325041	N465
row386	687.27543	9.221	1.0	0.2754747303885766	N467
row387	899.52667	15.15	1.0	-0.5434418477599019	N468
row388	876.55858	13.56	1.0	-0.6424258571941163	N469
row389	656.31698	10.108	1.0	0.4082217358193652	N470
row390	900.56014	14.504	1.0	-0.24915977957031082	N471
row391	760.51132	17.791	1.0	0.27109482615109604	N473
row392	664.5876	19.12	1.0	0.8905234499051761	N474
row393	676.38195	12.091	1.0	-0.6547205377761601	N475
row394	774.52776	16.215	1.0	-0.3073013737140321	N476
row395	899.56255	17.028	1.0	0.046872694436046684	N478
row396	700.38179	11.935	1.0	-0.912486697353895	N479
row397	658.37108	11.558	1.0	-0.5529110048246028	N480
row398	595.26129	13.099	1.0	0.4867957502948656	N482
row399	580.49396	16.37	1.0	0.8887594004073279	N483
row400	670.39278	12.393	1.0	-0.2732144733260176	N484
row401	606.37659	12.465	1.0	-0.07984610796086496	N488
row402	839.50399	16.84	1.0	0.27926701651846825	N489
row403	932.51662	18.795	1.0	-0.08176752281211076	N493
row404	610.26652	11.504	1.0	0.6138036798234824	N494
row405	441.12615	9.113	1.0	0.4903809786893549	N495
row406	900.55889	13.687	1.0	-0.7489444078685452	N496
row407	943.50559	16.312	1.0	-0.24759823363709757	N498
row408	754.46499	15.108	0.0	-1.4484432971832188	N500
row409	774.50377	16.722	1.0	-0.13196133406625446	N501
row410	935.54587	13.778	1.0	-0.42730298404033956	N502
row411	1564.15548	19.746	1.0	0.05531252590078485	N503
row412	313.16391	9.111	1.0	0.5066639165680131	N504
row413	506.32448	11.675	1.0	0.6394092592137084	N505
row414	337.20518	10.115	1.0	0.2970609691325859	N509
row415	690.39738	11.433	1.0	-1.0508486906940966	N510
row416	728.52257	17.818	1.0	-0.4482768533783571	N511
row417	682.39262	11.746	1.0	-0.9336126500314763	N512
row418	725.38451	11.618	1.0	-0.9869133203411575	N513
row419	478.29378	9.657	1.0	0.43761321572985	N515
row420	956.51616	18.377	1.0	-0.6398758258789472	N516
row421	836.56367	14.423	0.0	-1.3348903342825096	N522
row422	450.26229	9.431	1.0	-0.005816282159804664	N523
row423	842.51688	14.321	1.0	-0.9446369859524766	N524
row424	750.50697	16.859	1.0	0.3037638701591157	N525
row425	1452.85858	16.094	1.0	0.20681929876005703	N526
row426	692.41342	13.221	1.0	-0.18379446060832302	N527
row427	838.59437	19.498	1.0	0.4207528124864382	N528
row428	804.47846	16.609	1.0	0.14151371323465795	N529
row429	792.5558	18.466	1.0	0.47939148556753436	N530
row430	717.47011	15.732	1.0	0.3862696494686149	N531
row431	462.37073	14.642	1.0	0.754948839923384	N532
row432	980.51597	18.161	1.0	-0.02656576749800794	N533
row433	894.47905	17.452	1.0	0.8324297782346395	N534
row434	494.32474	11.634	1.0	-0.019951762463612473	N535
row435	467.2994	13.107	1.0	0.24015473790203862	N536
row436	327.17958	9.787	1.0	0.6532288468626248	N537
row437	608.31973	11.742	1.0	-0.04210385804703725	N538
row438	762.5299	18.034	1.0	-0.5249366606579785	N539
row439	692.41231	12.314	1.0	-0.7020627476443041	N541
row440	760.43929	12.4	1.0	-0.5914585368148911	N542
row441	935.54875	13.219	1.0	-0.9853960792031694	N545
row442	828.47865	16.449	1.0	0.3160158002609396	N546
row443	628.36108	12.23	1.0	-0.8588900369801987	N547
row444	574.31358	11.993	1.0	-0.8382975754037056	N548
row445	696.37192	11.224	1.0	-0.5741743680978256	N549
row446	602.48117	15.618	1.0	0.24660671865755607	N550
row447	680.31704	10.167	1.0	0.3737452784752826	N551
row448	582.23547	10.282	1.0	0.031737620045242824	N552
row449	812.57966	19.471	1.0	0.8951154386304246	N553
row450	522.2836	10.382	1.0	0.8035073493732776	N555
row451	695.33966	10.676	1.0	-0.7404913498821254	N556
row452	667.30667	10.813	1.0	0.09337985984695758	N558
row453	786.52777	17.931	1.0	0.1547848398510824	N561
row454	594.28084	10.255	1.0	0.6970870922749824	N562
row455	327.23232	9.895	1.0	0.3514551555460352	N564
row456	457.19024	11.676	1.0	0.1387371985756454	N565
row457	526.35077	11.207	1.0	0.5934248055179772	N567
row458	596.29627	10.768	1.0	0.6853224054716561	N568
row459	868.46372	17.238	1.0	0.8560263017416442	N569
row460	686.47553	16.126	1.0	0.06153078881464023	N570
row461	823.5479	17.395	1.0	0.921607069663416	N571
row462	441.25241	9.498	1.0	-0.11448664327574593	N572
row463	961.62525	11.503	1.0	0.39675548343129496	N573
row464	706.39228	11.633	1.0	-0.63472401658211	N576
row465	763.55965	16.167	1.0	0.46277704229684624	N577
row466	568.32588	11.087	1.0	0.22179556295673838	N580
row467	804.50217	14.071	0.0	-1.1293245887349512	N581
row468	762.41851	11.915	1.0	-1.0150581184793677	N582
row469	878.57297	13.612	1.0	-0.08823572065403895	N584
row470	530.32446	10.643	1.0	0.7682382281611478	N586
row471	694.63455	20.691	1.0	0.2724673781907984	N587
row472	333.1354	8.03	1.0	0.10346746060249083	N588
row473	784.51001	18.084	1.0	0.3724827661270097	N589
row474	654.23538	9.899	1.0	0.1753439393854684	N590
row475	814.55903	18.358	1.0	0.42382558216765326	N591
row476	738.41884	11.807	0.0	-1.1725493759299492	N592
row477	568.49399	16.596	1.0	0.6145640527261287	N593
row478	769.37575	11.262	1.0	-0.5955906685618896	N594
row479	782.53122	17.091	1.0	0.23191921504531518	N595
row480	536.50415	17.098	1.0	0.6871603010652926	N600
row481	892.52944	17.909	1.0	-0.10365612651689561	N601
row482	395.21983	11.674	1.0	0.14085561441611774	N602
row483	660.35073	11.397	1.0	-0.6219208913680498	N603
row484	590.30919	11.133	1.0	-0.07716494094468337	N605
row485	632.31712	10.069	1.0	0.48816379016803974	N606
row486	816.53735	14.657	1.0	0.31752563036523956	N607
row487	730.46534	14.746	1.0	-0.3890960128634952	N609
row488	900.57288	18.016	0.0	1.3282095490502301	N610
row489	818.54458	19.23	1.0	1.0133805483118248	N613
