massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row139	548.29641	11.503	1.0	-0.01602651244634875	N148
row140	608.31796	10.703	1.0	-0.013571317766289765	N150
row141	407.28007	6.809	1.0	-0.027555508912858167	N152
row142	833.51606	15.621	1.0	-0.11566320080350928	N153
row143	848.54243	17.471	1.0	-0.08120967114573843	N154
row144	680.3769	11.097	1.0	-0.06628215956919846	N155
row145	1035.66291	10.672	1.0	-0.25919973717373634	N156
row146	841.5011	15.857	1.0	0.21497737519991392	N157
row147	538.31465	9.64	1.0	-0.19639128055174257	N158
row148	843.51764	16.143	1.0	-0.049842725252358826	N159
row149	594.34045	11.842	1.0	-0.02953213472239958	N160
row150	867.51638	16.142	1.0	0.1565267756371977	N161
row151	794.49637	15.169	1.0	-0.0349653384793256	N163
row152	911.56119	16.709	1.0	-0.03115930350530066	N164
row153	309.17429	8.749	1.0	-0.12273817800607614	N165
row154	552.29283	10.658	1.0	0.042806710380730625	N166
row155	712.49153	16.473	1.0	-0.15205949194378882	N167
row156	918.57054	15.865	1.0	-0.2100997878639146	N168
row157	303.23272	11.671	1.0	-0.21810489536470737	N169
row158	922.52928	13.222	1.0	-0.07862030760067601	N170
row159	818.55351	17.205	1.0	0.09547810764566332	N171
row160	862.50711	13.502	1.0	0.003284036985600083	N172
row161	576.3298	11.38	1.0	-0.0596654672760023	N173
row162	446.3761	15.372	1.0	0.1256337220035424	N174
row163	453.28563	6.921	1.0	-0.016130370865303667	N175
row164	753.38124	11.273	1.0	-0.03093579863696956	N176
row165	745.54836	15.997	1.0	-0.1957990286032746	N177
row166	743.48564	16.165	1.0	0.040031244012314254	N178
row167	642.36104	11.236	1.0	-0.011615610593895933	N179
row168	592.2649	9.9	1.0	-0.1308948200673725	N180
row169	666.39779	12.736	1.0	-0.03239543110477665	N182
row170	533.29103	13.097	1.0	-0.18387692458882707	N183
row171	896.56107	19.229	1.0	0.19205764392158362	N184
row172	650.3664	10.791	1.0	-0.026209084819705557	N185
row173	713.35048	11.11	1.0	0.029014210349830732	N186
row174	636.3491	11.988	1.0	0.04736022057210155	N187
row175	842.55345	16.87	1.0	-0.017995445232380527	N188
row176	528.30908	10.103	1.0	0.09838930108400985	N189
row177	820.56892	17.902	1.0	-0.08270052190759389	N190
row178	901.54118	15.663	1.0	0.022909637574187215	N191
row179	694.39244	11.214	1.0	0.06724720518031303	N192
row180	832.50901	17.332	1.0	0.3891948844842607	N193
row181	353.20011	9.077	1.0	-0.165053242484585	N194
row182	564.33065	12.016	1.0	-0.09100687409610508	N195
row183	520.26506	10.318	1.0	-0.10122454751496558	N196
row184	580.32472	11.297	1.0	0.016987287535648175	N197
row185	652.38168	11.629	1.0	-0.11370465151767141	N198
row186	692.61904	19.913	1.0	-0.1133295654407636	N199
row187	872.52764	14.163	1.0	0.15864862271461513	N201
row188	892.55301	14.834	0.0	0.5303017759344304	N202
row189	690.39752	12.335	1.0	0.21686893272157215	N203
row190	613.51467	17.622	1.0	0.33225514653836974	N204
row191	882.55019	16.231	1.0	0.008667866312019011	N205
row192	295.22774	10.059	1.0	0.2681396082168321	N207
row193	526.31435	10.007	1.0	-0.23033877585372414	N208
row194	744.56205	15.87	1.0	-0.044678593079122024	N209
row195	605.40501	14.41	1.0	-0.07886757270355645	N210
row196	780.51635	16.149	1.0	-0.187323617332396	N211
row197	816.57435	19.46	1.0	0.07342429196303604	N212
row198	411.20601	12.466	1.0	0.2073559627912166	N213
row199	841.51892	17.552	1.0	0.11213009077656233	N214
row200	698.38763	10.748	1.0	0.09241712785386134	N215
row201	650.36646	11.791	1.0	-0.06219472940068801	N216
row202	550.31489	11.09	1.0	-0.06076713115133219	N217
row203	840.5732	19.144	1.0	0.02776299385024916	N218
row204	806.49324	17.237	1.0	0.17988365644915644	N219
row205	965.52081	12.918	1.0	-0.17902181636124073	N220
row206	818.51847	15.726	1.0	-0.13630015264100523	N221
row207	504.3093	10.069	1.0	0.30769811676714437	N222
row208	602.34539	11.782	1.0	-0.14665268577910603	N223
row209	476.27801	9.806	1.0	-0.08318911518114627	N224
row210	554.30975	10.887	1.0	-0.04659554646602766	N225
row211	924.59356	21.685	1.0	-0.014168386441277521	N226
row212	752.52191	17.764	1.0	0.05797430355179742	N227
row213	832.53358	15.68	1.0	-0.008980986026578087	N228
row214	634.37147	12.0	1.0	-0.0697462615483031	N229
row215	720.408	11.614	1.0	0.07150614522636874	N230
row216	814.52138	13.959	1.0	-0.00651134375663422	N231
row217	812.50656	14.413	1.0	0.05507451307887646	N233
row218	582.27119	6.25	1.0	0.0422508253012496	N234
row219	796.51178	15.655	1.0	-0.04847661381051867	N235
row220	508.35533	13.17	1.0	-0.14689238378391747	N236
row221	303.23285	9.833	1.0	-0.19954155030225343	N238
row222	636.38697	12.193	1.0	0.22179187902339229	N239
row223	925.50344	15.589	1.0	0.05068935403092556	N240
row224	922.57729	20.096	1.0	0.07819857695254732	N241
row225	816.53868	16.604	1.0	0.10822104554143758	N242
row226	869.55384	16.109	1.0	0.04386259958109693	N243
row227	554.34563	11.317	1.0	-0.13740418946434313	N244
row228	808.50798	17.224	1.0	0.12093401860050765	N245
row229	530.32453	11.409	0.0	-0.549010878963159	N246
row230	620.35588	11.898	1.0	-0.04403121971518932	N247
row231	852.55895	13.202	1.0	0.16354947913004286	N248
row232	969.55124	13.462	1.0	-0.11658738645914597	N249
row233	1021.52292	16.312	1.0	0.3280352319182326	N250
row234	820.49645	12.745	1.0	-0.03141233997977296	N251
row235	213.1134	0.87	1.0	-0.29330507017384705	N253
row236	805.52162	15.42	1.0	0.2125521658974504	N254
row237	723.37069	11.764	1.0	-0.07459656646177566	N255
row238	668.37705	11.622	1.0	0.2654777136627308	N258
row239	955.55039	16.997	1.0	0.04508102172008178	N259
row240	688.49155	16.998	1.0	-0.2609802798485254	N261
row241	604.36109	12.612	1.0	-0.09170160363283271	N262
row242	842.51577	15.796	1.0	-0.11841927069947486	N263
row243	634.33357	10.882	1.0	-0.1630447981283784	N264
row244	764.54862	15.043	1.0	0.14764589328241576	N265
row245	687.54522	16.789	1.0	-0.08041646615521165	N266
row246	832.60786	24.739	1.0	0.020658755295822378	N267
row247	901.54194	14.928	1.0	0.12217377947079394	N268
row248	756.48055	14.698	1.0	-0.013504013174780076	N270
row249	772.51086	15.445	1.0	-0.012206779653711202	N271
row250	798.52743	16.172	1.0	0.07174050308680548	N272
row251	802.48636	14.326	1.0	-0.03501024481739243	N274
row252	722.51153	17.541	1.0	0.22864895901327956	N276
row253	866.55359	16.532	1.0	-0.182554594835232	N277
row254	582.33982	12.003	1.0	0.018909011067724954	N278
row255	771.3918	10.966	1.0	0.03178494159907094	N280
row256	634.37122	11.317	1.0	0.06587798464557873	N281
row257	845.53245	16.551	1.0	0.09767013993568846	N283
row258	618.47599	14.768	1.0	-0.2156152167304239	N284
row259	812.54092	18.608	1.0	0.18560785094702567	N286
row260	931.51613	14.384	1.0	-0.016822376016809987	N287
row261	834.54873	15.187	1.0	0.01347824303047716	N288
row262	618.3403	11.131	1.0	-0.14418594218988226	N290
row263	293.17935	9.537	1.0	-0.20505937722757564	N291
row264	552.30942	10.166	1.0	0.1030279327680894	N293
row265	715.36611	11.393	1.0	0.27980923029415533	N297
row266	652.38217	12.531	1.0	-0.012367362270387382	N299
row267	844.56813	17.837	0.0	0.4189876423021319	N301
row268	868.55413	13.413	1.0	0.03456613356453788	N302
row269	712.40343	10.697	1.0	0.04192342098704021	N303
row270	798.53032	17.335	1.0	0.20332893447288233	N305
row271	775.59575	18.135	1.0	-0.1006699317529061	N307
row272	940.54887	19.762	0.0	0.5839651921145654	N308
row273	844.52746	18.337	1.0	-0.23191424541269237	N310
row274	588.32981	11.634	1.0	-0.1294993644296237	N311
row275	796.51085	15.14	1.0	-0.06673020622540995	N312
row276	754.5008	15.95	1.0	0.04757725068576507	N313
row277	738.41887	11.049	1.0	0.11202076563324173	N314
row278	834.47594	12.568	1.0	-0.08933159282455069	N315
row279	656.37704	11.497	1.0	-0.020458104094531953	N316
row280	622.33557	11.925	1.0	-0.14879175295353186	N317
row281	597.30343	10.076	1.0	-0.09380107051550292	N318
row282	498.26223	9.226	1.0	-0.31063890320439236	N319
row283	571.28806	9.705	1.0	-0.03132243323630123	N320
row284	808.47564	14.697	1.0	-0.125369319196466	N322
row285	564.33066	11.14	1.0	-0.02674684752708599	N323
row286	397.22621	9.31	1.0	-0.21847398480150002	N325
row287	877.50592	14.574	1.0	0.035077519355630526	N326
row288	255.23258	12.149	1.0	0.035214413451895445	N327
row289	892.46338	17.062	1.0	0.008744268499934545	N328
row290	682.35633	10.357	1.0	-0.2234267721231831	N329
row291	815.50356	17.785	1.0	0.07150961750315599	N330
row292	788.54401	18.114	1.0	-0.16549846784073716	N331
row293	516.33167	10.337	1.0	-0.3103852986908725	N332
row294	877.5226	16.781	1.0	-0.059962428450033016	N334
row295	590.34549	12.325	1.0	-0.008246018142093234	N335
row296	920.56132	18.598	1.0	-0.10933636014609853	N337
row297	578.30891	11.109	1.0	-0.015260549964670455	N339
row298	694.42888	12.93	1.0	-0.12719762368511242	N340
row299	748.48965	16.53	1.0	-0.08083758564712486	N341
row300	620.35584	11.206	1.0	0.042058960004058996	N342
row301	744.55424	19.545	1.0	0.12108891636728403	N343
row302	907.53043	15.646	1.0	-0.08710412604823091	N344
row303	820.51139	15.431	1.0	-0.1946707120629003	N347
row304	666.60352	19.872	1.0	0.07628476919710359	N349
row305	818.55368	16.173	1.0	-0.03377712904142374	N351
row306	1565.15893	19.741	1.0	0.02842075112410461	N352
row307	636.35095	10.75	1.0	-0.04566738539104475	N353
row308	737.53694	16.784	1.0	-0.09604927678023942	N355
row309	980.66992	10.651	0.0	-0.44095815749992656	N356
row310	379.1558	9.111	1.0	0.049116644291522266	N357
row311	648.35077	11.254	0.0	0.4733183576789241	N359
row312	758.49705	15.572	1.0	-0.016832866991065995	N362
row313	770.4965	15.415	1.0	-0.03887736841226076	N364
row314	816.52936	18.378	1.0	-0.12271735012134187	N365
row315	680.41327	12.499	1.0	-0.013280692776648857	N366
row316	719.53347	15.642	1.0	-0.2543016724115593	N368
row317	820.56872	16.687	1.0	-0.112427514229453	N369
row318	856.50878	17.374	1.0	0.05783806736653756	N371
row319	973.62615	10.665	1.0	-0.22998315908257272	N373
row320	868.52878	18.046	1.0	-0.16970860343292055	N374
row321	660.387	12.358	1.0	0.03647170926594591	N375
row322	750.52764	18.202	0.0	-0.47322124366735513	N377
row323	385.19038	12.147	0.0	0.9007948958488772	N378
row324	792.52853	18.784	1.0	0.2536867700998361	N379
row325	604.46054	14.529	1.0	-0.23547989347394688	N380
row326	606.34007	10.926	1.0	-0.07856318438233113	N382
row327	903.55392	16.12	1.0	-0.12016082006443102	N383
row328	876.5584	14.164	1.0	-0.13787484515304033	N385
row329	1094.73876	10.972	1.0	-0.3016371337939829	N387
row330	754.46514	14.485	1.0	-0.05609543058095669	N388
row331	596.35612	12.205	1.0	-0.01094343530380288	N389
row332	624.35076	10.471	1.0	-0.0017547251591831217	N391
row333	622.37141	12.223	1.0	0.19326825553638072	N392
row334	799.54802	17.788	1.0	0.023856440512267006	N393
row335	630.37655	12.918	1.0	0.22788889731219591	N396
row336	530.30211	10.672	1.0	0.12557108379876322	N397
row337	582.37679	12.474	1.0	-0.1359047238802927	N398
row338	1013.49015	15.805	1.0	-0.18306420569382717	N400
row339	708.40816	12.269	1.0	0.20324889006800953	N401
row340	819.54805	18.825	1.0	0.055725172930317785	N403
row341	483.2725	10.188	1.0	-0.17104206170510797	N404
row342	749.57993	17.444	1.0	-0.16513500660421865	N405
row343	653.46235	12.934	1.0	-0.16374300206696374	N406
row344	701.35026	11.247	0.0	1.2310730468230757	N407
row345	934.53231	19.727	1.0	0.056343949542702734	N408
row346	840.53043	18.164	1.0	-0.0361871670581612	N409
row347	780.5544	18.707	1.0	-0.10660154965497678	N411
row348	804.51503	15.905	1.0	-0.11736408941361894	N413
row349	475.26738	6.983	1.0	-0.02351883170986225	N414
row350	746.51019	17.365	1.0	0.011576740721168722	N416
row351	759.5174	16.911	1.0	0.1425993894763464	N417
row352	860.56291	15.596	1.0	0.01633245008385294	N418
row353	897.5458	16.111	1.0	-0.09376402979562813	N420
row354	546.28057	10.778	1.0	0.0007341965026638464	N422
row355	496.2678	10.06	1.0	-0.06659431787278057	N424
row356	305.24826	12.369	1.0	-0.1974554337703077	N425
row357	572.48076	17.095	1.0	0.009365280420841515	N426
row358	722.42374	12.36	1.0	0.07306841119697288	N427
row359	479.37339	13.023	1.0	-0.08698782685498709	N428
row360	630.23528	9.825	1.0	-0.16718447100315992	N431
row361	846.58394	18.066	1.0	-0.014544013663373134	N432
row362	898.55783	17.482	1.0	-0.27266088278087813	N435
row363	927.51832	16.099	1.0	0.06400422180686496	N436
row364	666.39706	11.829	1.0	0.004416702979385804	N437
row365	913.57843	17.353	1.0	0.26296208928914877	N438
row366	559.47229	16.733	1.0	0.21971835660835567	N439
row367	749.38645	12.068	1.0	0.2892128967922611	N441
row368	594.37673	12.252	1.0	-0.21272967308386692	N442
row369	433.19027	11.67	1.0	-0.12144348350133538	N443
row370	1091.72521	11.981	1.0	0.0022449452836939216	N444
row371	863.56174	17.527	1.0	-0.15075500628194155	N445
row372	672.38685	12.107	1.0	-0.028557813111670594	N446
row373	678.39718	11.933	1.0	-0.06067748291570677	N448
row374	647.45553	12.466	1.0	0.08022824992336462	N450
row375	880.58985	14.312	0.0	0.44253422476213317	N451
row376	558.33331	11.982	1.0	-0.13821798205335278	N452
row377	466.2936	10.012	1.0	-0.2890441389097537	N454
row378	843.41338	10.85	1.0	-0.11353997368367544	N455
row379	599.49971	17.092	1.0	0.08842504740724191	N456
row380	664.38205	11.136	1.0	0.15819343659273902	N457
row381	313.23807	12.416	1.0	-0.1500958433490946	N458
row382	784.47532	13.674	1.0	0.2266434142484552	N459
row383	473.28199	11.211	1.0	0.22193304715004836	N461
row384	724.40306	11.494	1.0	0.06834337416318899	N464
row385	592.36099	11.296	1.0	-0.24579290166461112	N465
row386	687.27543	9.221	1.0	0.30591242458309953	N467
row387	899.52667	15.15	1.0	-0.023033900666335153	N468
row388	876.55858	13.56	1.0	-0.08856335706859646	N469
row389	656.31698	10.108	1.0	0.17961057232065655	N470
row390	900.56014	14.504	1.0	-0.047029596445079896	N471
row391	760.51132	17.791	1.0	-0.11466628382320533	N473
row392	664.5876	19.12	1.0	0.1154775368349404	N474
row393	676.38195	12.091	1.0	0.15954249780699548	N475
row394	774.52776	16.215	1.0	0.13648206285712525	N476
row395	899.56255	17.028	1.0	0.058527228639394115	N478
row396	700.38179	11.935	1.0	-0.014590372618677272	N479
row397	658.37108	11.558	1.0	-0.044873141944978295	N480
row398	595.26129	13.099	1.0	-0.19509341159878305	N482
row399	580.49396	16.37	1.0	-0.03809765814092124	N483
row400	670.39278	12.393	0.0	0.5260259234900967	N484
row401	606.37659	12.465	1.0	0.12176695633420852	N488
row402	839.50399	16.84	1.0	0.011743934094083832	N489
row403	932.51662	18.795	1.0	0.2030473133005706	N493
row404	610.26652	11.504	1.0	-0.037957314576183884	N494
row405	441.12615	9.113	1.0	0.040975046717190974	N495
row406	900.55889	13.687	1.0	-0.19745715590306323	N496
row407	943.50559	16.312	1.0	0.41305416415027835	N498
row408	754.46499	15.108	1.0	-0.24545791922690524	N500
row409	774.50377	16.722	1.0	-0.16132829468021267	N501
row410	935.54587	13.778	1.0	-0.16601726043747808	N502
row411	1564.15548	19.746	1.0	0.10299368423552015	N503
row412	313.16391	9.111	1.0	0.0066177764066961174	N504
row413	506.32448	11.675	1.0	-0.16741612173192522	N505
row414	337.20518	10.115	1.0	-0.20039717671929372	N509
row415	690.39738	11.433	1.0	0.0486963715333094	N510
row416	728.52257	17.818	1.0	-0.01902055961763499	N511
row417	682.39262	11.746	1.0	0.04658027038871166	N512
row418	725.38451	11.618	1.0	0.12606417348680135	N513
row419	478.29378	9.657	1.0	-0.20136985313712089	N515
row420	956.51616	18.377	1.0	-0.17895602127567325	N516
row421	836.56367	14.423	0.0	0.8650349404779333	N522
row422	450.26229	9.431	1.0	-0.19047300562005864	N523
row423	842.51688	14.321	1.0	0.10941277183326927	N524
row424	750.50697	16.859	1.0	0.09490123236890947	N525
row425	1452.85858	16.094	1.0	0.08375677769287931	N526
row426	692.41342	13.221	1.0	0.11511231334972057	N527
row427	838.59437	19.498	1.0	0.08167218909071385	N528
row428	804.47846	16.609	1.0	-0.0055269200014467995	N529
row429	792.5558	18.466	0.0	0.547736147960431	N530
row430	717.47011	15.732	1.0	-0.0656570086450971	N531
row431	462.37073	14.642	1.0	-0.11469167398102094	N532
row432	980.51597	18.161	1.0	-0.02701450560090762	N533
row433	894.47905	17.452	1.0	0.3242983382731675	N534
row434	494.32474	11.634	0.0	-0.498276961447196	N535
row435	467.2994	13.107	1.0	-0.21468397814851203	N536
row436	327.17958	9.787	1.0	-0.0048823541038586745	N537
row437	608.31973	11.742	1.0	-0.2240829396034053	N538
row438	762.5299	18.034	0.0	-0.6843229936314599	N539
row439	692.41231	12.314	1.0	-0.12064332957332134	N541
row440	760.43929	12.4	1.0	0.09043394541544539	N542
row441	935.54875	13.219	1.0	0.06215589783436795	N545
row442	828.47865	16.449	1.0	-0.02481633508613926	N546
row443	628.36108	12.23	1.0	0.2116468879216974	N547
row444	574.31358	11.993	1.0	0.036721267453903514	N548
row445	696.37192	11.224	1.0	0.026863902527038592	N549
row446	602.48117	15.618	1.0	-0.29751451364845904	N550
row447	680.31704	10.167	1.0	-0.056392277823596494	N551
row448	582.23547	10.282	1.0	-0.08342988208627332	N552
row449	812.57966	19.471	1.0	-0.03849630200780888	N553
row450	522.2836	10.382	0.0	-0.5056401939185032	N555
row451	695.33966	10.676	1.0	0.07876246973683225	N556
row452	667.30667	10.813	1.0	0.10685049299362791	N558
row453	786.52777	17.931	1.0	0.043283338713561055	N561
row454	594.28084	10.255	1.0	-0.36687755950999995	N562
row455	327.23232	9.895	1.0	-0.026949359241676116	N564
row456	457.19024	11.676	1.0	-0.09577370426037436	N565
row457	526.35077	11.207	1.0	-0.23889541731840158	N567
row458	596.29627	10.768	1.0	-0.41256767726653637	N568
row459	868.46372	17.238	1.0	0.3947883038179165	N569
row460	686.47553	16.126	0.0	-0.4660920475651651	N570
row461	823.5479	17.395	1.0	-0.007166773328147955	N571
row462	441.25241	9.498	1.0	-0.20931329692388587	N572
row463	961.62525	11.503	1.0	-0.07500866776217573	N573
row464	706.39228	11.633	1.0	0.02900516534253684	N576
row465	763.55965	16.167	1.0	-0.3674920524867036	N577
row466	568.32588	11.087	1.0	0.0984738251155931	N580
row467	804.50217	14.071	1.0	0.3980010268711709	N581
row468	762.41851	11.915	0.0	0.4179464234328139	N582
row469	878.57297	13.612	1.0	0.03422057434157015	N584
row470	530.32446	10.643	1.0	0.19145055793463253	N586
row471	694.63455	20.691	1.0	-0.05486368506127658	N587
row472	333.1354	8.03	1.0	-0.24869366938324253	N588
row473	784.51001	18.084	1.0	0.18234122302681338	N589
row474	654.23538	9.899	1.0	0.014898924138595962	N590
row475	814.55903	18.358	1.0	0.0851012884610128	N591
row476	738.41884	11.807	1.0	0.03172280342323176	N592
row477	568.49399	16.596	1.0	0.10474042591445966	N593
row478	769.37575	11.262	1.0	0.22928597782506402	N594
row479	782.53122	17.091	1.0	-0.09414628019379472	N595
row480	536.50415	17.098	1.0	0.29923839387063833	N600
row481	892.52944	17.909	1.0	-0.07984653115187926	N601
row482	395.21983	11.674	1.0	-0.10752914371052208	N602
row483	660.35073	11.397	1.0	0.08385550883596286	N603
row484	590.30919	11.133	1.0	-0.06334802408303918	N605
row485	632.31712	10.069	1.0	0.2725269177445539	N606
row486	816.53735	14.657	1.0	-0.05300130614908536	N607
row487	730.46534	14.746	1.0	-0.06097679674803098	N609
