massfeature_rows	m/z	retention_time	p_value	statistic	CompoundID_from_user
row1	760.58465	19.341	0.0	1.2085664056363143	P1
row2	876.80088	23.952	1.0	0.015954606739258245	P2
row3	782.56882	18.116	1.0	-0.7269509365315917	P3
row4	758.56897	18.518	1.0	-0.6225773641626661	P4
row5	806.56868	17.913	1.0	-0.45531111298170523	P6
row6	874.78481	23.42	1.0	-0.5159318778441236	P7
row7	848.76963	23.348	1.0	-0.10164806299890078	P8
row8	784.58393	19.02	0.0	1.2787379182018919	P9
row9	810.59934	19.6	1.0	-0.1133479824428633	P10
row10	902.81583	23.995	1.0	-0.010678719144363528	P11
row11	812.61544	21.49	0.0	1.5803827790371798	P12
row12	703.57457	16.649	1.0	0.06968900565493683	P13
row13	808.58384	18.354	1.0	0.11146795393670089	P14
row14	846.75373	22.872	1.0	-0.9895264276524796	P15
row15	850.78588	23.923	1.0	0.5976504430228242	P16
row16	738.64643	16.871	1.0	0.8339091128166838	P17
row17	764.52141	16.962	1.0	-1.0769313611054794	P18
row18	872.76922	22.977	0.0	-1.4570863539775398	P19
row19	900.80052	23.515	1.0	-0.6301812160286556	P20
row20	732.55364	18.061	1.0	0.9323488826425321	P21
row21	820.73836	22.798	1.0	-0.79222335711599	P22
row22	496.33969	10.5	1.0	-0.31446537622086607	P23
row23	904.83199	24.673	1.0	0.5117915050720934	P24
row24	832.58431	18.079	1.0	0.849696794272181	P25
row25	1520.165	19.408	0.0	1.1025982990091738	P26
row26	756.55353	17.775	1.0	-0.6961145202005187	P27
row27	524.37105	11.862	1.0	0.45124484504561996	P28
row28	834.59966	19.173	1.0	0.3030150740589314	P29
row29	768.55383	18.153	0.0	1.2068368649493657	P30
row30	766.53753	17.304	0.0	1.4442266753976996	P31
row31	638.57153	19.294	1.0	-0.36009113962825756	P32
row32	740.52205	17.125	0.0	1.2462987868811015	P33
row33	813.68382	23.413	1.0	-0.1364002520759153	P34
row34	862.78563	23.666	1.0	-0.21805998618496422	P35
row35	904.59029	15.514	1.0	-0.4893716635862925	P36
row36	780.55264	17.858	1.0	0.2534553711269061	P37
row37	734.56962	19.235	1.0	0.3295123637854352	P38
row38	822.75466	23.301	1.0	0.16942324345955578	P39
row39	844.73831	22.453	0.0	-1.3468511317769922	P40
row40	930.84806	24.66	1.0	0.39886112058053924	P41
row41	534.52389	17.445	1.0	1.0285178299076583	P42
row42	522.35572	10.769	1.0	-0.03146724016697295	P43
row43	898.78507	23.098	0.0	-1.4945916927781027	P44
row44	774.60121	21.321	1.0	0.8023392783349572	P45
row45	804.55288	17.31	1.0	-0.9846948289881358	P46
row46	790.53726	17.158	1.0	-0.9406527779071204	P47
row47	818.72271	22.344	0.0	-1.1485390883066051	P48
row48	746.60585	22.845	1.0	0.5235993733139435	P49
row49	730.53824	17.428	1.0	-0.272355938632522	P50
row50	870.75379	22.606	0.0	-1.6618213731088067	P51
row51	746.57037	18.905	1.0	0.46766768428902056	P52
row52	890.81704	24.3	1.0	-0.24630553855953055	P53
row53	544.33966	9.935	1.0	-1.0789945906494338	P54
row54	878.81697	24.669	1.0	0.6425706714058493	P55
row55	888.80117	23.721	1.0	-0.3333795141721675	P56
row56	429.37233	15.204	1.0	0.32982409203164104	P57
row57	830.56865	17.588	1.0	0.663722624627029	P58
row58	429.37233	16.368	1.0	0.5093305730472031	P59
row59	612.55593	19.183	1.0	0.2667481149707773	P60
row60	812.54346	16.714	1.0	1.0714461326905738	P61
row61	627.53429	15.506	1.0	-0.5562827617018821	P62
row62	1565.13692	18.088	1.0	-0.8149326254540868	P63
