4,8-OCTADECADIYNOIC ACID	octadecadiynoate
4,9-OCTADECADIYNOIC ACID	octadecadiynoate
4-(1,1,3,3-TETRAMETHYLBUTYL)-PHENOL	(Tetramethylbutyl)-phenol
4-(1,2-EPOXYETHYL)-8,9-EPOXY-ENEDIYNE	(Epoxyethyl)-epoxy-enediyne
4-(1-METHYLETHYL)-1-CYCLOHEXENE-4-CARBOXALDEHYDE	(Methylethyl)-cyclohexene-carboxaldehyde
4-(2,6,6-TRIMETHYL-1,3-CYCLOHEXADIEN-1-YL)-2-BUTANONE	(Trimethyl-cyclohexadien-yl)-butanone
4-(2,6,6-TRIMETHYL-1-CYCLOHEXENYL)-2-BUTANOL	(Trimethyl-cyclohexenyl)-butanol
4-(2,6,6-TRIMETHYLCYCLOHEX-1-ENYL)BUT-2-EN-4-ONE	(Trimethylcyclohex-enyl)but-en-one
4-(2-FURANYLMETHYLENE)-3,4-DIHYDRO-2H-PYRROLE	(Furanylmethylene)-dihydro-pyrrole
4-(3,7-DIMETHYLOCTA-2,6-DIEN-1-YL)-3-(6-HYDROXY-1-BENZOFURAN-2-YL)-5-METHOXYBENZENE-1,2-DIOL	(dimethylocta-dien-yl)-(hydroxy-benzofuran-yl)-methoxybenzene-diol
4-(3,7-DIMETHYLOCTA-2,6-DIEN-1-YL)-5-(6-HYDROXY-1-BENZOFURAN-2-YL)-3-METHOXYBENZENE-1,2-DIOL	(dimethylocta-dien-yl)-(hydroxy-benzofuran-yl)-methoxybenzene-diol
4-(3-HYDROXY-7-PHENYL-6-HEPTENYL)-1,2-BENZENEDIOL	(Hydroxy-phenyl-heptenyl)-benzenediol
4-(3-HYDROXYBUTYL)-3,3,5-TRIMETHYLCYCLOHEXANONE	(Hydroxybutyl)-trimethylcyclohexanone
4-(3-HYDROXYPHENYL)-3-METHYLBUTAN-2-ONE	(hydroxyphenyl)-methylbutan-one
4-(3-HYDROXYPHENYL)BUTAN-2-ONE	(hydroxyphenyl)butan-one
4-(3-HYDROXYPROP-1-EN-1-YL)-2,3,6-TRIMETHOXYPHENOL	(hydroxyprop-en-yl)-trimethoxyphenol
4-(3-METHOXYPHENYL)BUTAN-2-ONE	(methoxyphenyl)butan-one
4-(3-METHYLBUT-2-EN-1-YL)BENZENE-1,3-DIOL	(methylbut-en-yl)benzene-diol
4-(3-PYRIDYL)-3-BUTENOIC ACID	(Pyridyl)-butenoate
4-(4-HYDROXY-3,5-DIMETHOXYPHENYL)BUT-3-EN-2-ONE	(hydroxy-dimethoxyphenyl)but-en-one
4-(4-HYDROXYPHENYL)-2-BUTANONE	(Hydroxyphenyl)-butanone
4-(4-HYDROXYPHENYL)-3-METHYLBUTAN-2-ONE	(hydroxyphenyl)-methylbutan-one
4-(4-METHOXYPHENYL)-2-BUTANONE	(Methoxyphenyl)-butanone
4-(4-METHYL-3-PENTENYL)-3-CYCLOHEXENE-1-CARBOXALDEHYDE	(Methyl-pentenyl)-cyclohexene-carboxaldehyde
4-(ETHOXYMETHYL)-2-METHOXYPHENOL	(Ethoxymethyl)-methoxyphenol
4-(ETHOXYMETHYL)PHENOL	(Ethoxymethyl)phenol
4-(METHYLTHIO)-1-BUTANOL	(Methylthio)-butanol
4-(METHYLTHIO)-2-BUTANOL	(Methylthio)-butanol
4-[(1E)-3-HYDROXY-2-METHYLPROP-1-EN-1-YL]PHENOL	[hydroxy-methylprop-en-yl]phenol
4-[(1Z)-2-HEXYL-3-HYDROXYPROP-1-EN-1-YL]PHENOL	[hexyl-hydroxyprop-en-yl]phenol
4-[5]-LADDERANE-BUTANOIC ACID	ladderane-butanoate
4-A4-NEUROP	NeuroP
4-ACETYL-1 ,4-DIMETHYL-1-CYCLOHEXENE	acetyl-dimethyl-cyclohexene
4-AMINO-2-HYDROXYLAMINO-6-NITROTOLUENE	Amino-hydroxylamino-nitrotoluene
4-AMINO-2-NITROTOLUENE	Amino-nitrotoluene
4-AMINO-3-HYDROXYBUTYRATE	Amino-hydroxybutyrate
4-AMINO-4-CYANO-BUTANOIC ACID	amino-cyano-butanoate
4-AMINO-6,7-DIMETHOXY-2-(1-PIPERAZINYL)QUINAZOLINE	Amino-dimethoxy-(piperazinyl)quinazoline
4-AMINO-PENTANOIC ACID	amino-pentanoate
4-AMINOBUTYRIC ACID	amino-butanoate
4-AMINOHIPPURATE	Aminohippurate
4-AMINOPHENOL	Aminophenol
4-AMINOPYRIDINE	Aminopyridine
4-CHLOROBIPHENYL	Chlorobiphenyl
4-CHOLESTENOL	cholestenol
4-CYANOINDOLE	Cyanoindole
4-DECYNOIC ACID	decynoate
4-DEOXYADHUMULONE	Deoxyadhumulone
4-DEOXYHUMULONE	Deoxyhumulone
4-DIHYDROXYETHYL-8,9-EPOXY-ENEDIYNE	Dihydroxyethyl-epoxy-enediyne
4-DODECYLBENZENESULFONIC ACID	Dodecylbenzenesulfonate
4-DODECYLPHENOL	Dodecylphenol
4-ENE-VALPROIC ACID	ene-Valproate
4-EPI-11-A4-NEUROP	epi-NeuroP
4-EPI-11-J4-NEUROP	epi-NeuroP
4-EPI-4-A4-NEUROP	epi-NeuroP
4-EPI-4-J4-NEUROP	epi-NeuroP
4-EPI-CUBEBOL	epi-Cubebol
4-ETHENYL-6-METHOXYBENZENE-1,2,3-TRIOL	ethenyl-methoxybenzene-triol
4-ETHYL-2,6-DIMETHOXYPHENOL	Ethyl-dimethoxyphenol
4-ETHYL-2-HYDROXY-3-METHYL-2-CYCLOPENTEN-1-ONE	Ethyl-hydroxy-methyl-cyclopenten-one
4-ETHYL-2-METHOXYPHENOL	Ethyl-methoxyphenol
4-ETHYL-2-METHYL-2-OCTENOIC ACID	ethyl-methyl-octenoate
4-ETHYL-2-METHYLOXAZOLE	Ethyl-methyloxazole
4-ETHYLBENZALDEHYDE	Ethylbenzaldehyde
4-FORMYL INDOLE	formyl Indole
4-HEPTYL-2-METHYL-2-UNDECENOIC ACID	heptyl-methyl-undecenoate
4-HEXYLOXYPHENOL	Hexyloxyphenol
4-HYDROPEROXY 2-NONENAL	hydroperoxy Nonenal
4-HYDROPEROXYNONENAL	hydroperoxynonenal
4-HYDROXY LAURIC ACID	hydroxy laurate
4-HYDROXY NONENAL ALKYNE	hydroxy Nonenal Alkyne
4-HYDROXY NONENAL GLUTATHIONE-D3	hydroxy Nonenal Glutathione-d3
4-HYDROXY-1-(4-HYDROXY-3-METHOXYPHENYL)-7-(3-METHOXYPHENYL)HEPTANE-3,5-DIONE	hydroxy-(hydroxy-methoxyphenyl)-(methoxyphenyl)heptane-dione
4-HYDROXY-1H-INDOLE-3-ACETONITRILE	Hydroxy-indole-acetonitrile
4-HYDROXY-2',4'-DIMETHOXYDIHYDROCHALCONE	Hydroxy-dimethoxydihydrochalcone
4-HYDROXY-2,6-DIMETHYL-7-OCTEN-3-ONE	Hydroxy-dimethyl-octen-one
4-HYDROXY-2,6-DIMETHYLANILINE	Hydroxy-dimethylaniline
4-HYDROXY-2-METHYL-3-OXO-4-[(2E,6E)-FARNESYL]-3,4-DIHYDROQUINOLINE 1-OXIDE	Hydroxy-methyl-oxo-[farnesyl]-oxide
4-HYDROXY-2-METHYLBUT-2-ENOIC ACID	hydroxy-methylbut-enoate
4-HYDROXY-2-OCTENAL	hydroxy-octenal
4-HYDROXY-3,5,4'-TRIMETHOXYSTILBENE	Hydroxy-trimethoxystilbene
4-HYDROXY-3-(4-HYDROXY-3-METHYLBUT-2-EN-1-YL)BENZOIC ACID	hydroxy-(hydroxy-methylbut-en-yl)benzoate
4-HYDROXY-3-METHYL-4-PHENYLBUTAN-2-ONE	hydroxy-methyl-phenylbutan-one
4-HYDROXY-3-METHYLBUT-2-ENOIC ACID	hydroxy-methylbut-enoate
4-HYDROXY-3-NITROSOBENZAMIDE	Hydroxy-nitrosobenzamide
4-HYDROXY-4-(3-PYRIDYL)-BUTANOIC ACID	Hydroxy-(pyridyl)-butanoate
4-HYDROXY-4-PHENYLBUTAN-2-ONE	hydroxy-phenylbutan-one
4-HYDROXY-5-(3',4'-DIHYDROXYPHENYL)-VALERIC ACID-O-METHYL-O-GLUCURONIDE	Hydroxy-(dihydroxyphenyl)-valerate-methyl-glucuronide
4-HYDROXY-5-(3',5'-DIHYDROXYPHENYL)-VALERIC ACID-O-METHYL-O-GLUCURONIDE	Hydroxy-(dihydroxyphenyl)-valerate-methyl-glucuronide
4-HYDROXY-5-(3-HYDROXY-4-METHOXYPHENYL)PENTANOIC ACID	hydroxy-(hydroxy-methoxyphenyl)pentanoate
4-HYDROXY-5-(4-HYDROXY-3-METHOXYPHENYL)PENTANOIC ACID	hydroxy-(hydroxy-methoxyphenyl)pentanoate
4-HYDROXY-6-EICOSANONE	Hydroxy-eicosanone
4-HYDROXY-6-HEPTACOSANONE	Hydroxy-heptacosanone
4-HYDROXY-L-TRYPTOPHAN	Hydroxy-tryptophan
4-HYDROXY-OCTANOIC ACID	hydroxy-octanoate
4-HYDROXYANTIPYRINE	Hydroxyantipyrine
4-HYDROXYBENZENEACETONITRILE	Hydroxybenzeneacetonitrile
4-HYDROXYCINNAMIC ACID	Hydroxycinnamate
4-HYDROXYCLOBAZAM	Hydroxyclobazam
4-HYDROXYETHINYLESTRADIOL	Hydroxyethinylestradiol
4-HYDROXYMETHYLSALICYLATE	Hydroxymethylsalicylate
4-HYDROXYMIBEFRADIL	Hydroxymibefradil
4-HYDROXYOXPRENOLOL	Hydroxyoxprenolol
4-HYDROXYPHEOXYACETATE	Hydroxypheoxyacetate
4-HYDROXYPHTHALIDE	Hydroxyphthalide
4-HYDROXYPROPOFOL	Hydroxypropofol
4-HYDROXYQUINOLINE	Hydroxyquinoline
4-HYDROXYSTACHYDRINE	Hydroxystachydrine
4-HYDROXYSTYRENE	Hydroxystyrene
4-HYDROXYVALPROIC ACID	Hydroxyvalproate
4-ISOPENTYLPHENOL	Isopentylphenol
4-ISOPROPYL-3-CYCLOHEXENE-1-CARBOXYLIC ACID	Isopropyl-cyclohexene-carboxylate
4-ISOPROPYLBENZOIC ACID	Isopropylbenzoate
4-J4-NEUROP	NeuroP
4-KETO MYRISTIC ACID	keto myristate
4-KETO PALMITIC ACID	keto palmitate
4-KETO PENTADECANOIC ACID	keto pentadecanoate
4-KETO-N-CAPRYLIC ACID	keto-caprylate
4-METHOXY SALICYLATE	Methoxy salicylate
4-METHOXY-1-BENZOFURAN-6-OL	methoxy-benzofuran-ol
4-METHOXY-2,2'-BIPYRROLE-5-CARBALDEHYDE	Methoxy-bipyrrole-carbaldehyde
4-METHOXYPHLORIZIN	Methoxyphlorizin
4-METHOXYPTEROCARPIN	Methoxypterocarpin
4-METHYL-2-PHENYL-1,3-DIOXOLANE	Methyl-phenyl-dioxolane
4-METHYL-4E-HEPTEN-3-OL	Methyl-hepten-ol
4-METHYL-HEXADECANOIC ACID	methyl-hexadecanoate
4-METHYL-HEXANOIC ACID	methyl-hexanoate
4-METHYL-L-GLUTAMATE	Methyl-glutamate
4-METHYL-TRIDECANOIC ACID	methyl-tridecanoate
4-METHYLAMINOBUTYRATE	Methylaminobutyrate
4-METHYLBENZALDEHYDE	Methylbenzaldehyde
4-METHYLBENZYL ALCOHOL ACETATE	Methylbenzyl alcohol acetate
4-METHYLHEPTAN-3-ONE	Methylheptan-one
4-METHYLHEPTANE-3,5-DIONE	Methylheptane-dione
4-METHYLIMIDAZOLE	Methylimidazole
4-METHYLPHENYL OCTANOATE	Methylphenyl octanoate
4-N-HEPTYLPHENOL	Heptylphenol
4-N-PENTYLPHENOL	Pentylphenol
4-N-VALERYL BUTYRIC ACID	valeryl butyrate
4-NITROPHENOLATE	nitrophenolate
4-NITROSOBIPHENYL	Nitrosobiphenyl
4-NONYNOIC ACID	nonynoate
4-O-METHYL-3',4'-METHYLENEDIOXYMOPANAN-4ALPHA-OL	Methyl-methylenedioxymopanan-ol
4-O-METHYLANGOLENSIN	Methylangolensin
4-OCTADECYLENIC ACID	octadecylenate
4-OCTENEDIAL	octenedial
4-OCTYLPHENOL	Octylphenol
4-OXO CAPRIC ACID	oxo caprate
4-OXO-1-(3-PYRIDYL)-1-BUTANONE	Oxo-(pyridyl)-butanone
4-OXO-2-NONENAL	oxo-Nonenal
4-OXO-2E-DECENAL	oxo-Decenal
4-OXO-2E-OCTENAL	oxo-Octenal
4-OXO-NONENAL	oxo-nonenal
4-OXOCYCLOHEXANECARBOXYLATE	Oxocyclohexanecarboxylate
4-OXOPROLINE	Oxoproline
4-PREGNENE-16ALPHA,21-DIOL-3,20-DIONE	Pregnene-diol-dione
4-T-BUTYLBENZOIC ACID	t-Butylbenzoate
4-TRIDECENE	Tridecene
4-UNDECENOIC ACID	undecenoate
4-VINYLCYCLOHEXENE DIEPOXIDE	Vinylcyclohexene diepoxide
4ALPHA,5ALPHA-EPOXY-11-EUDESMEN-3A-OL	Epoxy-eudesmen-ol
4BETA-8-DAUCEN-4-OL	Daucen-ol
4BETA-HYDROXYWITHANOLIDE E	Hydroxywithanolide
4E,15Z-BILIRUBIN IXA	Bilirubin IXa
4E,6E,10Z-HEXADECATRIENYL ACETATE	Hexadecatrienyl acetate
4E,6E,11Z-HEXADECATRIENYL ACETATE	Hexadecatrienyl acetate
4E,6E-DECADIENOIC ACID	Decadienoate
4E,6Z,10Z-HEXADECATRIENYL ACETATE	Hexadecatrienyl acetate
4E,7Z,10Z-TRIDECATRIENYL ACETATE	Tridecatrienyl acetate
4E,7Z-TRIDECADIENYL ACETATE	Tridecadienyl acetate
4E,9-DECADIENOIC ACID	decadienoate
4E,9Z-TETRADECADIENAL	Tetradecadienal
4E-DECENYL ACETATE	Decenyl acetate
4E-TRIDECENYL ACETATE	Tridecenyl acetate
4R-AMINOPENTANOIC ACID	aminopentanoate
4R-HYDROXY-OCTANOIC ACID	hydroxy-octanoate
4R-HYDROXYLAURIC ACID	hydroxylaurate
4R-METHYL-HEXADECANOIC ACID	methyl-hexadecanoate
4R-METHYLHEPTAN-3-ONE	Methylheptan-one
4S,5R-ANTILLATOXIN A	antillatoxin
4S,5S-ANTILLATOXIN A	antillatoxin
4S-AMINOPENTANOIC ACID	aminopentanoate
4S-HYDROXY-8-OXO-(5E,9Z,13Z,16Z,19Z)-NEUROPROSTAPENTAENOIC ACID-CYCLO[7S,11S]	hydroxy-oxo-neuroprostapentaenoate-cyclo[7S,11S]
4S-HYDROXYLAURIC ACID	hydroxylaurate
4S-METHYLHEPTAN-3-ONE	Methylheptan-one
4S-METHYLHEXAN-3R-OL	Methylhexan-ol
4S-METHYLHEXAN-3S-OL	Methylhexan-ol
4Z,15E-BILIRUBIN IXA	Bilirubin IXa
4Z,7-OCTADIENOIC ACID	octadienoate
4Z,7Z,9E,11E,13Z,16Z,19Z-DOCOSAHEPTAENOIC ACID	docosaheptaenoate
4Z,7Z,9E,11E,13Z-HEXADECAPENTAENOIC ACID	hexadecapentaenoate
4Z,8Z,12Z,15Z-OCTADECATETRAENOIC ACID	Octadecatetraenoate
4Z,8Z-HEPTADECADIENE	Heptadecadiene
4Z-DECENAL	Decenal
4Z-DECENOIC ACID	decenoate
4Z-DECENYL ACETATE	Decenyl acetate
4Z-OCTADECENOIC ACID	octadecenoate
4Z-TRIDECENAL	Tridecenal
4Z-TRIDECENE	Tridecene
4Z-TRIDECENYL ACETATE	Tridecenyl acetate
5'-(3'-METHOXY-4'-HYDROXYPHENYL)-GAMMA-VALEROLACTONE	(Methoxy-hydroxyphenyl)-valerolactone
5'-BUTYRYLPHOSPHOINOSINE	Butyrylphosphoinosine
5(1->10)-ABEO-1,12-PATCHOULANEDIOL	5(>10)-Abeo-patchoulanediol
5(6)-BUTYL-1,4-DIOXAN-2-ONE	Butyl-dioxan-one
5(6)-PENTYL-1,4-DIOXAN-2-ONE	Pentyl-dioxan-one
5(S),15(R)-DIHETE(1-)	DiHETE(1-)
5, 20(22)-CHOLESTADIENOL	cholestadienol
5,10-DIHYDROPHENAZINE-1-CARBOXYLATE	Dihydrophenazine-carboxylate
5,10-OCTADECADIYNOIC ACID	octadecadiynoate
5,10-PENTADECADIEN-1-OL	Pentadecadien-ol
5,10-PENTADECADIENAL	pentadecadienal
5,11-DIHYDROXY-6,8,19-TRIOXAPENTACYCLO[10.7.0.0²,?.0³,?.0¹³,¹?]NONADECA-1(12),2(9),10,13(17)-TETRAENE-16,18-DIONE	dihydroxy-trioxapentacyclo[10.7.0.0²,?.0³,?.0¹³,¹?]nonadeca-tetraene-dione
5,12-OCTADECADIYNOIC ACID	octadecadiynoate
5,2',3'-TRIHYDROXY-6,7-METHYLENEDIOXYFLAVANONE	Trihydroxy-methylenedioxyflavanone
5,3'-DIHYDROXY-3,8,4',5'-TETRAMETHOXY-6,7-METHYLENEDIOXYFLAVONE	Dihydroxy-tetramethoxy-methylenedioxyflavone
5,4'-DIHYDROXY-7'-METHOXY-8-METHYLFLAVAN	Dihydroxy-methoxy-methylflavan
5,4'-DIMETHOXY-6,7-METHYLENEDIOXYFLAVANONE	Dimethoxy-methylenedioxyflavanone
5,4'-DIMETHOXY-7-HYDROXYFLAVONE	Dimethoxy-Hydroxyflavone
5,5'-DEHYDRODIVANILLATE	Dehydrodivanillate
5,5-DIBUTYL-4,5-DIHYDRO-2(3H)FURANONE	Dibutyl-dihydro-2furanone
5,6,2',3',4',6'-HEXAMETHOXYFLAVONE	Hexamethoxyflavone
5,6,2',3',5',6'-HEXAMETHOXYFLAVONE	Hexamethoxyflavone
5,6,7,3',4',5'-HEXAMETHOXYFLAVANONE	Hexamethoxyflavanone
5,6,7,3',4',5'-HEXAMETHOXYFLAVONE	Hexamethoxyflavone
5,6,7,3',4'-PENTAHYDROXY-8-METHOXYFLAVONE 7-APIOSIDE	Pentahydroxy-apioside
5,6,7,4'-TETRAHYDROXY-3'-METHOXYISOFLAVONE	Tetrahydroxy-methoxyisoflavone
5,6,7,4'-TETRAHYDROXY-3-METHOXYFLAVONE	Tetrahydroxy-methoxyflavone
5,6,7,4'-TETRAHYDROXY-8-METHOXYISOFLAVONE	Tetrahydroxy-methoxyisoflavone
5,6,7,8-TETRAHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-3,4-DIHYDRO-2H-1-BENZOPYRAN-4-ONE	tetrahydroxy-(trihydroxyphenyl)-dihydro-benzopyran-one
5,6,7,8-TETRAHYDROXY-2-(4-METHOXYPHENYL)-4H-CHROMEN-4-ONE	tetrahydroxy-(methoxyphenyl)-chromen-one
5,6,7-TRIHYDROXY-2-(3-HYDROXY-5-METHOXYPHENYL)-4H-CHROMEN-4-ONE	trihydroxy-(hydroxy-methoxyphenyl)-chromen-one
5,6,7-TRIHYDROXY-2-(4-HYDROXYPHENYL)-8-(3,4,5-TRIHYDROXYOXAN-2-YL)-4H-CHROMEN-4-ONE	trihydroxy-(hydroxyphenyl)-(trihydroxyoxan-yl)-chromen-one
5,6,7-TRIHYDROXY-2-(4-HYDROXYPHENYL)-8-METHOXY-4H-CHROMEN-4-ONE	trihydroxy-(hydroxyphenyl)-methoxy-chromen-one
5,6,7-TRIHYDROXY-3-(3-HYDROXY-4-METHOXYPHENYL)-4H-CHROMEN-4-ONE	trihydroxy-(hydroxy-methoxyphenyl)-chromen-one
5,6,8,3',4',5'-HEXAMETHOXYFLAVONE	Hexamethoxyflavone
5,6-DIHYDRO-4-METHOXY-6-[2-(4-METHOXYPHENYL)ETHYL]-2H-PYRAN-2-ONE	Dihydro-methoxy-[(methoxyphenyl)ethyl]-pyran-one
5,6-DIHYDRO-6-PENTYL-2H-PYRAN-2-ONE	Dihydro-pentyl-pyran-one
5,6-DIHYDROXY-7-METHOXY-2-PHENYL-8-(3,4,5-TRIHYDROXYOXAN-2-YL)-4H-CHROMEN-4-ONE	dihydroxy-methoxy-phenyl-(trihydroxyoxan-yl)-chromen-one
5,6-DIHYDROXY-7-METHOXYFLAVONE 6-O-BETA-D-XYLOPYRANOSIDE	Dihydroxy-xylopyranoside
5,6-METHYLENETETRADECANOIC ACID	methylenetetradecanoate
5,6-TRANS-VITAMIN D3	Vitamin D3
5,6ALPHA-EPOXY-5ALPHA-CHOLESTANE	Epoxy-cholestane
5,6BETA-EPOXY-5BETA-CHOLESTANE	Epoxy-cholestane
5,7,3',4',5'-PENTAHYDROXYFLAVONE 8-C-GLUCOPYRANOSIDE	Pentahydroxyflavone C-glucopyranoside
5,7,8-TRIHYDROXY-2-(4-HYDROXYPHENYL)-6-METHOXY-4H-CHROMEN-4-ONE	trihydroxy-(hydroxyphenyl)-methoxy-chromen-one
5,7-DIHYDROXY-2-(4-HYDROXYPHENYL)-3-METHOXY-6,8-DIMETHYL-4H-1-BENZOPYRAN-4-ONE	Dihydroxy-(hydroxyphenyl)-methoxy-dimethyl-benzopyran-one
5,7-DIHYDROXY-2-PHENYL-6-[3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-4H-CHROMEN-4-ONE	dihydroxy-phenyl-[trihydroxy-(hydroxymethyl)oxan-yl]-chromen-one
5,7-DIHYDROXY-2-PHENYL-8-[3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-4H-CHROMEN-4-ONE	dihydroxy-phenyl-[trihydroxy-(hydroxymethyl)oxan-yl]-chromen-one
5,7-DIHYDROXY-3-METHOXY-8-METHYLFLAVONE	Dihydroxy-methoxy-methylflavone
5,7-DIHYDROXY-6-METHOXY-3-(2,4,5-TRIHYDROXYPHENYL)-3,4-DIHYDRO-2H-1-BENZOPYRAN-4-ONE	dihydroxy-methoxy-(trihydroxyphenyl)-dihydro-benzopyran-one
5,7-DIHYDROXY-8-[3,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)OXAN-2-YL]-2-(2,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE	dihydroxy-[trihydroxy-(hydroxymethyl)oxan-yl]-(trihydroxyphenyl)-chromen-one
5,7-DIMETHOXY-8-PRENYLFLAVAN	Dimethoxy-prenylflavan
5,7-HEPTADECADIENE	Heptadecadiene
5,7-ICOSANEDIONE	Icosanedione
5,7-MEGASTIGMADIEN-9-OL GLUCOSIDE	Megastigmadien-ol glucoside
5,7-NONADIENOIC ACID	nonadienoate
5,7-OCTADECADIYNOIC ACID	octadecadiynoate
5,7-OCTADIENOIC ACID	octadienoate
5,7ALPHA-DIHYDRO-1,4,4,7A-TETRAMETHYL-4H-INDENE	Dihydro-tetramethyl-indene
5,8,11,14-OCTADECATETRAENOIC ACID	octadecatetraenoate
5,8,11-OCTADECATRIENOIC ACID	octadecatrienoate
5,8-DIEPI-5-J2-ISOP	diepi-IsoP
5,8-DIHYDROXY-3,4-DIHYDROCARBOSTYRIL	Dihydroxy-dihydrocarbostyril
5,8-DIHYDROXY-7-METHOXYFLAVANONE 8-O-ACETATE	Dihydroxy-acetate
5,8-EPOXY-5,8-DIHYDRO-3-HYDROXY-8'-APO-B,Y-CAROTENAL	Epoxy-dihydro-hydroxy-b,y-carotenal
5,8-EPOXYDAUCANE	Epoxydaucane
5,8-OCTADECADIYNOIC ACID	octadecadiynoate
5,8-TETRADECADIENAL	tetradecadienal
5,9,11-TRIHYDROXYPROSTA-6E,14Z-DIEN-1-OATE	trihydroxyprosta-dien-oate
5,9,12,15-OCTADECATETRAENOIC ACID	octadecatetraenoate
5,9,12-OCTADECATRIENOIC ACID	octadecatrienoate
5,9-OCTADECADIYNOIC ACID	octadecadiynoate
5-((3Z,6Z,9Z,12Z,15Z,18Z)-HENICOSA-3,6,9,12,15,18-HEXAEN-1-YL)RESORCINOL	(henicosa-hexaen-yl)resorcinol
5-((5Z,8Z,11Z)-HEPTADECA-5,8,11-TRIEN-1-YL)RESORCINOL	(heptadeca-trien-yl)resorcinol
5-((8Z,11Z,14Z)-HEPTADECA-8,11,14-TRIEN-1-YL)RESORCINOL	(heptadeca-trien-yl)resorcinol
5-((E)-HEPT-4-EN-2-YNE-1-ONE-1-YL)-2-FURANACRYLIC ACID	(hept-en-yne-one-yl)-furanacrylate
5-((Z)-NON-2-EN-1-YL)RESORCINOL	(en-yl)resorcinol
5-((Z)-PENTADEC-10-EN-1-YL)RESORCINOL	(pentadec-en-yl)resorcinol
5-((Z)-PENTADEC-4-EN-1-YL)RESORCINOL	(pentadec-en-yl)resorcinol
5-((Z)-PENTADEC-6-EN-1-YL)RESORCINOL	(pentadec-en-yl)resorcinol
5-(1-HYDROXYPROPAN-2-YL)ISOLONGIFOL-4-ENE	(hydroxypropan-yl)isolongifol-ene
5-(1-HYDROXYPROPAN-2-YL)ISOLONGIFOL-5-ENE	(hydroxypropan-yl)isolongifol-ene
5-(2-METHOXYETHYL)ISOLONGIFOL-5-ENE	(methoxyethyl)isolongifol-ene
5-(3,4-METHYLENEDIOXYPHENYL)PENTANOIC ACID	(Methylenedioxyphenyl)pentanoate
5-(4-CHLORO-3-HYDROXY-1-BUTYNYL)-2,2'-BITHIOPHENE	(Chloro-hydroxy-butynyl)-bithiophene
5-(8-PENTADECENYL)-1,3-BENZENEDIOL	(Pentadecenyl)-benzenediol
5-(DIHYDROXYMETHYL)FURAN-2-CARBOXYLATE	(Dihydroxymethyl)furan-carboxylate
5-[(3-HYDROXY-4-METHOXYPHENYL)METHYL]OXOLAN-2-ONE	[(hydroxy-methoxyphenyl)methyl]oxolan-one
5-[(E)-2-(4-HYDROXYPHENYL)ETHENYL]BENZENE-1,2,3-TRIOL	[(hydroxyphenyl)ethenyl]benzene-triol
5-[2H-PYRROL-4-(3H)-YLIDENEMETHYL]-2-FURANMETHANOL	[Pyrrol-ylidenemethyl]-furanmethanol
5-[3-(4-HYDROXYPHENYL)OXIRAN-2-YL]BENZENE-1,3-DIOL	[(hydroxyphenyl)oxiran-yl]benzene-diol
5-ACETAMIDOVALERATE	Acetamidovalerate
5-ACETOXY-TETRADECA-2E,4E,6E-TRIENOIC ACID	Acetoxy-tetradeca-trienoate
5-ACETOXYDIHYDROTHEAESPIRANE	Acetoxydihydrotheaespirane
5-ACETYL-3,4-DIHYDRO-2H-PYRROLE	Acetyl-dihydro-pyrrole
5-ACETYLAMINO-6-FORMYLAMINO-3-METHYLURACIL	Acetylamino-formylamino-methyluracil
5-ALPHA-CHOLEST-8-EN-3-BETA-OL	cholest-en-ol
5-ALPHA-CHOLESTA-7,24-DIEN-3-BETA-OL	Cholesta-dien-ol
5-AMINO-PENTANOIC ACID	amino-pentanoate
5-BETA-CHOLESTAN-3-ONE	Cholestan-one
5-BUTYL-1,4-DIOXAN-2-ONE	Butyl-dioxan-one
5-BUTYL-3,4-DIMETHYL-2-FURANUNDECANOIC ACID	Butyl-dimethyl-furanundecanoate
5-BUTYL-3-METHYL-2-FURANNONANOIC ACID	Butyl-methyl-furannonanoate
5-CHLOROPENTANOIC ACID	chloropentanoate
5-CIS CARBAPROSTACYCLIN	Carbaprostacyclin
5-D-HYDROXYBUTYL HYDANTOIN	d-Hydroxybutyl Hydantoin
5-DECANOYL-2-NONYLPYRIDINE	Decanoyl-nonylpyridine
5-DECENAL	decenal
5-DECENOIC ACID	Decenoate
5-DECYNOIC ACID	decynoate
5-DEHYDRO-4-DEOXY-D-GLUCURONATE	Dehydro-deoxy-glucuronate
5-EPI-ALPHA-SELINENE	epi-Selinene
5-ETHENYL-3-METHOXYBENZENE-1,2,4-TRIOL	ethenyl-methoxybenzene-triol
5-ETHYL-2-METHYLOXAZOLE	Ethyl-methyloxazole
5-ETHYL-2-TRIDECEN-4-ONE	Ethyl-tridecen-one
5-ETHYL-2E-UNDECEN-4-ONE	Ethyl-undecen-one
5-ETHYL-3-HYDROXY-4-METHYL-2(5H)-FURANONE	Ethyl-hydroxy-methyl-furanone
5-ETHYL-4-METHYLOXAZOLE	Ethyl-methyloxazole
5-ETHYLTRIDECANE-2,4-DIONE	Ethyltridecane-dione
