m/z	retention_time	p-value	t-score	custom_id
603.5345	23.839	1	-0.14876195122343353	P137
738.50661	16.197	1	0.11322714759337879	P138
1589.13698	17.956	0	0.6719555978174228	P139
575.50319	18.524	1	0.059303729270921264	P140
778.5375	17.147	0	-0.4219912824655661	P141
894.75451	22.491	0	0.8552916407809305	P142
1528.04082	16.97	1	0.400416225305927	P143
811.66752	20.612	1	-0.1637032633102712	P144
1590.14843	18.246	1	0.18305131349335166	P145
750.54356	17.623	1	0.08881750253763007	P146
744.55418	17.791	1	0.022344316365063885	P147
868.73873	22.229	1	0.02604611710741149	P148
546.35252	11.942	1	0.13813152315879085	P149
482.32405	11.33	0	1.2964419185810356	P150
338.34204	13.961	1	-0.19531234407587705	P151
876.55998	14.83	0	0.5370319682081788	P152
1569.16833	19.048	0	1.3016663344156927	P153
1527.12109	18.281	1	-0.0020064479505822108	P154
1529.04472	17.005	0	-0.5507487128799582	P155
761.58895	20.554	1	0.1278465024809022	P156
770.56884	18.668	1	-0.06681026628819339	P157
1542.14804	18.594	1	-0.05840543135969106	P158
675.5435	15.566	1	-0.14450552938686245	P159
454.29275	10.136	1	-0.07232019398914968	P161
1494.14938	19.262	1	-0.014263275715227976	P162
906.84874	25.509	1	0.21368975182785033	P163
810.52837	15.897	1	-0.025003131948299832	P164
718.53841	17.97	1	-0.40947769310332155	P165
786.60112	21.605	0	0.7489772371584684	P166
546.35524	10.516	1	0.15248267511091512	P167
1614.14519	17.989	1	-0.025160609155336303	P168
577.51884	16.462	1	0.007408715913787992	P169
766.69225	22.189	1	-0.19523792245185004	P170
832.73905	22.607	1	-0.0631621881703445	P171
790.6924	21.821	1	-0.07968152235532967	P172
182.19038	0.915	1	-0.02345890985660232	P173
538.51931	16.949	1	0.136022685891227	P174
792.57516	16.342	1	0.03922827922355326	P175
1526.11756	18.277	1	-0.041110171861012616	P176
788.52189	16.464	1	0.040043279688449326	P177
744.55463	18.41	0	0.42851067738316057	P178
339.28917	16.344	1	0.0666014301875594	P180
812.61662	22.779	1	0.13797702733477982	P181
706.53842	17.942	1	-0.12331664609428489	P182
824.77051	23.924	1	-0.037174177955345535	P183
575.50317	23.226	1	-0.03874825440837615	P184
625.51915	15.007	1	0.05562239655785856	P185
1550.1175	18.086	0	0.456024096189646	P186
1561.19324	18.762	1	-0.0558090186585791	P187
784.51279	15.519	1	-0.16630567465915777	P188
958.88014	25.492	1	-0.2050859977960512	P189
658.54061	18.306	1	0.0926595071561185	P190
518.3213	10.516	1	0.13787081871868112	P191
487.35283	10.452	1	-0.085341482506119	P192
918.84918	25.019	1	-0.15616332126996088	P193
704.52287	17.212	1	-0.3615731751638281	P194
1616.15849	18.244	1	-0.31407915588860985	P195
582.50915	17.636	1	0.17364925744449453	P196
1625.23166	21.511	1	0.3962899583306099	P197
832.58241	19.886	1	0.4066158019624944	P198
724.52783	17.446	1	-0.04203662340689103	P199
1551.12138	18.166	1	0.2688625945989282	P200
369.35119	15.261	1	-0.1502756744728109	P201
834.59854	21.379	0	0.7881987165988715	P202
731.60629	17.811	1	-0.10123702397281367	P203
889.58052	16.221	1	0.11822913110193443	P204
886.78547	23.225	1	0.07340030060118695	P205
480.30893	10.485	0	0.4474520865637648	P206
447.38309	16.371	1	0.2750832680870257	P207
1562.11714	17.808	1	0.00822345023522311	P208
1594.17986	19.11	1	0.1373195641665405	P209
274.2747	7.805	1	0.08746909500327651	P210
1539.11995	17.93	1	-0.25651808245959357	P211
599.50333	14.831	1	0.3919969644573141	P212
1588.13333	17.956	1	0.23762422615979445	P213
773.58618	20.195	1	-0.02580955735215175	P214
828.55049	17.85	0	0.5949981512700776	P215
787.60442	21.337	0	0.530313316151511	P216
1568.16456	19.09	0	1.3561392424931875	P217
806.72359	22.533	1	-0.12143953925109115	P218
856.5846	17.746	1	-0.0007509753318662465	P219
1621.19956	19.783	1	0.20344129122042068	P220
1104.06375	17.465	1	0.09332234693154128	P221
770.56946	17.934	0	0.4223377148289529	P222
584.52488	18.371	1	0.1753071911442441	P223
848.61582	20.331	1	0.19127878320209943	P225
795.62922	21.394	1	-0.26929433093331573	P226
764.67669	21.723	1	-0.17237416369385253	P227
808.51271	15.451	0	-0.42105644574420487	P228
948.80119	23.073	1	-0.03347366943101714	P229
917.82787	23.949	1	-0.014481415533531678	P230
794.56944	17.772	1	0.2080970684668284	P231
339.28928	15.418	1	0.17521950093452995	P232
798.59826	20.636	1	0.0699473067862001	P233
385.27369	9.698	1	0.05129235342828655	P234
1575.12148	18.01	1	0.3571449105220522	P235
737.64126	16.879	1	0.017208967091239345	P236
858.75442	22.693	1	-0.026428979338517056	P237
720.55427	18.596	1	-0.09293181897220092	P238
1530.05567	17.15	1	0.19292495741650156	P239
954.84836	24.264	1	-0.2164484702906795	P240
808.73914	23.018	1	-0.16254198063634015	P241
1532.07147	17.307	0	0.7626610525529175	P242
648.62902	19.763	1	-0.08675386415470446	P243
818.56858	17.801	1	0.1440957388762555	P244
834.5285	15.849	0	-0.5911300326042171	P245
630.61824	19.75	1	-0.07048510360144687	P246
634.54059	18.455	0	0.5775589962222103	P247
339.28925	18.51	1	0.06261749751612361	P248
660.55629	18.578	1	0.04405940076396117	P249
1598.21141	21.268	1	0.028061669333842316	P250
666.60316	20.024	1	-0.03183144886823613	P251
860.61599	19.203	1	-0.09198412644606796	P252
684.55636	18.449	1	0.14761045677561913	P253
361.27388	9.639	1	0.09684270443595752	P254
766.55941	16.462	1	0.024484170851066998	P255
909.54628	15.535	0	0.5685487276284076	P256
790.55989	15.715	0	0.7047502649209627	P257
662.5717	19.228	1	-0.16640340507354984	P258
885.54895	15.014	1	0.1552777184281352	P259
836.54406	15.187	1	0.25977601629166175	P261
1543.15113	19.419	1	0.1781536046650236	P262
549.48755	23.161	1	-0.010119019003851886	P263
700.57237	15.716	1	0.04021804657997417	P264
794.5689	18.381	1	0.18207377378818998	P266
1480.04028	17.13	1	0.006107150210026648	P267
714.50681	16.33	1	-0.08899701376095985	P270
772.62159	22.921	1	-0.15518718048897542	P271
892.73909	22.068	1	-0.05758183297566502	P272
385.27354	15.312	1	0.12133769065008397	P273
608.52493	17.886	0	0.5976597020379638	P274
918.75474	22.179	1	0.13239210781710964	P275
729.59098	17.217	1	-0.10783217492310572	P276
764.54408	15.757	1	0.15082239862531371	P277
1680.51301	23.335	1	0.060826930075542324	P278
798.60013	19.211	1	0.31693463091040835	P279
1538.11576	17.943	1	0.283994643570842	P280
914.8168	23.798	1	-0.10065433449724363	P281
792.58999	18.812	1	0.04134733679483226	P282
1624.22823	21.509	0	0.418666068475998	P283
1207.07965	19.183	1	0.12871340569556936	P284
826.6322	22.674	1	-0.36043033789979234	P285
632.63393	20.535	1	-0.2664818301766313	P286
748.5278	17.298	1	-0.04642158139609709	P287
650.64469	20.461	1	-0.2724333017975412	P288
615.4958	18.525	1	0.11100953442475438	P289
1592.16424	18.687	1	-0.14805285232822735	P290
950.81668	23.408	1	-0.19716898422188445	P291
766.57382	18.573	1	0.034357222183322836	P292
544.33735	10.75	1	-0.3363102747217495	P293
775.54835	16.355	1	0.049451134650955006	P294
852.80109	24.662	1	-0.055145992470896785	P295
892.8331	24.988	1	-0.035885327050118786	P296
1560.19626	21.032	1	0.3947455124778019	P297
530.32396	10.586	1	-0.04384745809690647	P298
482.32458	9.843	1	0.03586902363644306	P299
313.27397	19.165	1	0.10498302652467255	P300
884.54414	14.953	1	-0.03067519093899588	P301
822.59968	19.083	1	0.10312167979557256	P302
818.605	19.015	1	0.05466824653548215	P303
494.32456	9.493	1	0.020068815330458994	P304
1499.17754	18.867	1	-0.2495207921556549	P305
782.56945	20.609	1	0.3224828959573132	P306
956.86412	24.84	1	-0.239003763347721	P307
814.55975	15.497	1	0.07127533074747434	P309
1537.10568	18.129	0	0.5410889465592548	P310
518.49311	16.21	1	-0.08868576053382764	P311
810.60118	21.236	0	0.4205383897662459	P312
813.68343	18	1	0.33814484025027064	P313
1576.13099	18.19	1	0.11922861614667007	P314
881.75666	23.964	0	0.5114625166438442	P315
1231.35121	11.087	1	0.028776113972881382	P316
946.78567	22.656	1	-0.028390895548010033	P317
601.519	18.742	1	0.2948576784739279	P318
368.42494	16.201	1	-0.14770052665222844	P319
643.52704	19.306	1	0.0715454532300669	P320
1512.10105	17.86	1	-0.28888478689923003	P321
549.48756	18.371	1	0.14967285417954077	P322
1620.19611	19.8	0	0.8065277039189378	P323
890.78023	22.343	1	-0.031584206333415986	P324
284.33198	11.586	1	-0.17566835001479725	P325
810.59923	23.545	1	-0.09550094775853891	P326
269.22708	19.79	1	-0.2831529753097473	P327
866.72319	21.995	1	0.08985077575913139	P328
1500.10163	18.07	1	-0.13693237259704927	P329
1259.11141	19.3	1	0.08519349076049247	P330
469.36507	15.195	1	-0.13278904395425445	P331
623.5034	16.964	1	0.13819234001525896	P332
830.56568	18.233	1	-0.091411743558765	P333
690.50719	16.905	1	-0.20970655178115535	P334
952.8324	23.785	1	-0.1477383890350474	P335
1599.12154	17.899	1	-0.1357389311600441	P336
752.5606	18.529	1	-0.22852986232406264	P337
575.50334	15.764	1	0.023370220903186776	P338
516.51398	17.452	1	0.1097791690979126	P339
859.53415	14.841	0	0.42714567656817587	P341
1617.16385	18.233	1	-0.05306487944026441	P342
742.56144	15.949	1	-0.014801365897747538	P343
821.53277	15.444	1	0.19639634404460926	P344
447.38317	15.272	1	-0.2343638049430851	P345
1464.10168	17.995	1	-0.13757772015171435	P346
1502.16531	16.914	1	0.10308420611986875	P347
725.55649	16.651	1	-0.09078946927245496	P348
510.356	11.138	1	0.24465373076800553	P350
1574.11732	17.979	0	0.765193140502643	P351
750.5072	16.398	1	-0.10105304507345732	P352
547.47194	17.636	1	0.1691348413567753	P353
533.32605	5.871	1	-0.035261042038256155	P354
1619.18404	19.124	1	0.25202371424577996	P355
796.7391	23.271	1	-0.13828636077607268	P358
460.26955	7.215	1	-0.2879328945406403	P359
719.56995	16.094	1	-0.23964478727817218	P360
894.40054	11.972	1	-0.1420831851138237	P361
462.26759	5.871	1	-0.04373044807676674	P363
617.51142	19.178	1	0.32481812935573523	P364
656.52494	17.62	1	0.23283811184636358	P365
879.74066	23.449	1	0.022141570270629032	P366
744.59215	20.389	1	-0.20957849023181596	P367
915.81201	23.449	1	0.06136504416143214	P368
1506.05522	17.231	1	0.1172891561279797	P370
1490.11668	18.271	1	-0.30585232445566135	P372
528.3091	10.094	1	-0.009173141667174953	P373
884.76979	22.895	1	0.26809690033388067	P374
878.56926	17.168	1	-0.40691865620575657	P375
1593.16762	18.785	0	0.5105621560149498	P376
787.67048	14.568	1	0.3763651723567733	P377
828.55342	16.945	0	-0.4645032806978149	P378
786.5038	16.959	1	0.2196769446123504	P379
601.51892	23.34	1	-0.0034204811224058528	P381
1561.19991	21.082	1	-0.22064913743750034	P382
621.54518	19.296	1	0.04418876117169094	P383
604.60259	19.713	1	0.1917168469251446	P384
1587.2153	21.411	1	0.02517194152576374	P385
728.52296	16.953	1	-0.08614988950325765	P386
759.63807	19.232	1	0.0021739921674993863	P389
724.63064	16.764	1	-0.3327500966061625	P390
506.49307	16.434	1	-0.11013209919261115	P391
759.57262	19.438	1	0.3485802688800775	P392
944.86491	25.081	1	-0.3005107208471745	P393
311.25835	18.512	1	0.10290179890737416	P395
944.7703	22.42	1	-0.05007328623067594	P396
802.53753	16.897	0	0.5574263695514305	P397
1639.15272	17.937	1	0.060654187071698805	P398
889.79642	23.344	1	0.1908628362148792	P400
840.70711	21.902	1	0.09310991197864757	P401
536.50377	16.219	1	-0.12396136318718894	P402
755.55639	15.84	1	-0.15500032128246286	P403
618.61825	20.136	1	-0.07050958988594398	P404
816.64895	21.331	0	-0.6134462176186625	P405
337.27397	15.433	1	0.15315066899038232	P406
603.53454	16.697	1	0.007297275104448811	P407
1552.12933	18.237	1	0.009890498772505567	P408
682.56141	15.716	1	0.044388861014044975	P409
282.27987	10.395	1	-0.15365940311228968	P410
1524.10074	17.89	1	0.1432173971412545	P411
566.32231	9.907	1	0.11963929108835315	P413
549.48765	15.468	1	-0.031608882324961486	P414
851.70957	22.875	1	0.06365204841415895	P415
991.67417	10.502	1	0.1893655090349269	P416
816.57528	16.2	1	0.10065188151601058	P417
814.56094	17.627	1	0.078999650702508	P418
892.79477	22.543	1	0.022160981820348966	P420
1577.13575	18.234	0	0.7355860212894809	P421
718.57483	19.188	1	-0.0959928266939153	P422
820.62049	21.191	1	-0.07247588265968541	P424
812.54432	15.286	1	0.12387402888576186	P425
785.58907	19.937	1	-0.06586332979284053	P426
636.62903	20.133	1	-0.10009092967662642	P427
1536.10226	18.086	0	0.8471664642129836	P428
813.68626	14.604	1	0.05426124246100345	P430
744.59082	19.231	1	0.01769281034130433	P431
911.56215	16.203	1	0.4130217634264486	P432
833.58586	21.321	1	-0.03153716989639815	P433
300.29032	10.422	1	-0.14680167138788186	P434
1233.09558	19.25	1	-0.08488540422365161	P435
337.27386	18.714	0	0.421507574739108	P436
836.61253	19.728	1	0.1700335284248498	P437
622.61335	19.704	1	0.11412810145740553	P438
448.29097	10.052	1	-0.22818380855153694	P439
822.56436	16.304	1	-0.09040842735329159	P440
830.72316	22.218	1	0.06230029460683763	P441
632.52497	17.711	0	0.4622092121802354	P442
362.23689	12.28	0	0.437959209904704	P443
583.32474	10.314	1	0.3782090840525528	P444
853.72553	23.327	1	0.39568762040498345	P445
1679.50955	23.336	1	0.094682030837978	P446
794.56608	19	0	-0.46426788880402026	P447
1502.11662	18.398	0	0.4832457668351334	P448
878.57626	15.346	1	-0.01772763089686278	P449
313.27402	18.417	1	-0.02347700898539748	P450
804.70798	22.08	1	-0.013223606011099724	P451
664.58758	19.508	1	-0.018424781986173894	P452
912.80089	23.375	1	-0.05860454095154215	P453
907.53131	15.008	1	0.05199592815353346	P454
766.65607	20.595	1	-0.0944900484586998	P455
1126.04564	17.478	1	0.0394379383067371	P456
587.46448	17.634	1	0.14877027941829918	P458
599.50342	17.12	1	0.3673112758113123	P460
327.22724	12.285	0	0.5622811293092239	P461
636.49634	17.388	0	-0.4524209995613422	P463
943.84463	24.094	1	-0.09724275638315917	P464
1623.21484	20.828	1	0.11246194389629251	P465
840.68541	21.392	0	-0.5699109408950046	P466
547.47183	22.654	1	-0.06285496296866214	P467
776.52223	16.602	1	0.08576199352363281	P469
754.53628	17.987	1	0.13487283811066503	P470
590.32196	9.993	1	-0.014266600291761465	P472
757.53804	16.35	1	0.022139037060410132	P473
864.76416	22.181	1	0.12104908660327732	P474
907.77192	24.07	1	-0.1812926705932765	P475
1600.13062	17.978	1	0.026674953190283374	P476
909.78789	24.68	1	0.05077407532725425	P477
738.66111	21.641	1	-0.12208131161831698	P478
1554.05702	17.088	1	0.16824265474961123	P479
264.26907	17.377	1	0.14401778973942256	P480
877.72511	22.978	1	0.2608983659586886	P481
1496.07092	17.424	1	-0.20726945816467945	P482
619.52962	18.746	0	1.0534592554032276	P483
1381.12465	19.333	1	0.13364504423444118	P484
1598.1173	17.877	1	-0.03168307536461372	P486
616.17687	15.274	1	-0.2777610881016742	P487
601.51901	15.317	1	-0.0900110284895734	P488
780.708	22.452	1	-0.1059485267639691	P489
798.54244	19.491	1	0.08292025005165976	P490
551.50296	23.859	1	0.012628960145265386	P491
1554.14688	18.77	1	-0.10404137051331255	P492
1578.14341	18.281	1	0.16668336463683403	P493
888.76461	22.26	1	-0.1337283131962067	P494
774.54266	17.456	1	-0.0519124628430595	P495
1491.1207	18.286	1	-0.12269122906706446	P496
844.65173	20.801	1	-0.0016582596480643188	P497
840.5748	16.098	1	0.20329914174802982	P498
1650.46627	22.83	1	-0.025839181229732385	P500
803.52261	15.443	1	0.08373533622378938	P501
1557.16794	19.067	1	0.07070974010718015	P502
641.5123	18.614	1	0.28193789834550076	P503
606.50922	17.485	1	0.20618826032015897	P504
812.61089	20.454	1	-0.019952273927952263	P505
897.73011	23.968	1	0.17866559187791503	P506
880.5918	15.443	1	0.043837223226402176	P507
1513.10501	17.905	1	0.27554169781406285	P508
752.52193	16.731	0	0.46816596024027474	P509
788.60806	21.504	1	0.03891818368947555	P510
818.63727	19.519	1	0.018843785287616106	P512
1654.49755	23.31	1	0.07353157243995986	P513
788.67464	21.467	1	-0.0394459852694765	P514
778.69236	21.994	1	-0.24773438621655755	P515
1550.19828	18.906	1	0.11702695220860329	P517
1645.19922	19.273	0	0.43188639091970965	P518
802.5357	17.714	1	0.11266543984418621	P519
1676.4819	22.872	1	0.0044235044539187845	P520
820.54855	16.504	1	-0.1150655115198221	P521
1579.14998	18.383	1	0.28410129723233196	P522
603.46671	12.28	1	0.3639956087274349	P523
856.73935	22.369	1	0.11929090019627206	P524
492.40484	15.408	1	0.15959539828735497	P525
608.46513	15.978	1	-0.13824877497716728	P526
625.51912	17.309	0	0.6474384580964785	P527
773.53264	15.718	1	0.28284607515726823	P528
538.38732	12.307	1	0.10161549756544137	P529
960.8961	26.438	1	0.21691128407113214	P530
366.37304	15.181	1	-0.17743730325955662	P531
526.31406	10.502	1	0.12099140215894512	P532
1581.07546	17.166	1	0.259044498273727	P533
892.59144	15.714	1	0.08134870306152774	P534
891.78388	22.342	1	0.12343326307591249	P535
934.63926	16.211	1	0.3015163574489108	P536
727.56645	20.316	1	0.02366629219458758	P537
838.78602	24.225	1	-0.09116376263033177	P538
860.54402	15.038	1	-0.05968751207456095	P539
862.55828	15.365	1	0.10733717915057495	P540
524.27552	9.626	1	0.09053337598037771	P541
819.51723	15.266	1	0.20408307084955127	P542
778.57399	18.696	1	-0.228357915517088	P543
627.53492	18.246	0	0.8045788321650085	P544
823.67806	22.333	1	0.11996187768677231	P545
1586.21043	21.365	1	0.1710805426528149	P546
556.49327	17.441	1	0.11085476771063253	P547
692.55891	18.981	1	-0.09659946435585383	P548
336.22141	11.96	1	0.3700285128373507	P550
747.517	15.422	1	0.2519745531614615	P551
834.52905	14.855	1	-0.00995548183559487	P552
825.69397	22.786	1	-0.07827801835987225	P553
624.55624	18.906	1	0.26976720543792393	P554
858.60021	18.449	1	-0.37578943076660476	P555
595.52941	19.185	1	0.12106700878800782	P556
916.79573	22.566	1	-0.0790258115492057	P558
788.51852	17.226	0	0.6402047251827864	P559
852.56077	14.912	1	0.1383049817187814	P560
882.75458	22.519	1	0.3431830565787266	P561
817.60922	21.332	0	-0.4239451935085575	P562
1536.18619	18.851	1	0.01250840029890385	P563
341.30524	11.324	0	1.0513761370188213	P565
880.83252	25.499	1	0.0028352442308301655	P566
849.69401	22.449	1	0.32953943366127314	P567
1618.18079	19.14	0	0.7689470176662356	P568
910.78542	23.02	0	-0.43382797000820367	P569
798.56385	16.992	1	-0.010485756871831361	P570
762.5044	17.135	1	0.3606115321323556	P571
593.51387	18.517	1	0.117880089083252	P572
605.5503	24.669	1	0.024539249276186167	P574
908.76991	22.749	1	-0.04068408810927717	P575
824.55767	20.707	1	0.22235961882955968	P577
788.54572	15.508	1	0.045198488538800055	P578
603.53471	15.461	1	-0.012119786394313124	P579
795.57228	19.007	1	-0.2908738652590073	P580
1577.2316	23.743	1	0.14896977166276637	P581
1263.17369	22.49	1	0.10092722339276872	P582
369.38426	12.753	1	-0.1008533950657419	P584
542.32329	9.733	1	0.10621742108315071	P585
718.57457	20.536	1	-0.06889679522825871	P586
369.35149	22.458	0	-1.1010508055890555	P587
524.50375	16.434	1	-0.07422465014233849	P588
389.30511	10.586	1	-0.13733570770941014	P589
601.51912	16.048	1	-0.014478038942418368	P590
627.53492	16.755	1	-0.010640951519031503	P591
881.51574	14.831	1	0.24221658688657136	P594
946.88092	25.851	1	0.01575457475408727	P595
228.19626	5.423	1	0.014443642282548368	P596
810.52876	14.847	1	0.1623185421228113	P597
631.46984	18.525	1	0.07167228549138904	P599
361.27416	8.755	1	0.40550113892963957	P600
1555.15099	18.735	1	0.3068933086371607	P601
1507.1521	19.256	1	0.08312584691340436	P602
492.47751	15.936	1	-0.14426859676822823	P603
1638.14892	17.939	1	-0.0016904766968050982	P604
580.49361	17.128	1	0.09294761301635664	P605
1528.13003	18.486	1	0.14984488794474338	P606
862.74877	22.074	1	-0.0866958999930063	P607
905.75637	23.56	1	-0.045569618619884546	P608
570.35588	10.511	1	-0.026739713425261935	P609
834.52546	16.726	1	0.038561528239742474	P610
1641.16769	18.263	1	-0.34425452944064155	P611
403.23294	10.052	1	-0.189119071303148	P612
573.48759	22.768	1	0.07125838084003981	P614
854.56653	18.038	1	0.002891776485229623	P615
900.56092	14.791	1	-0.0014463414292846613	P616
311.25849	15.271	1	0.2610337784416647	P617
838.55849	17.304	1	-0.043123794075975996	P618
887.78094	22.878	1	0.02375609805671016	P619
205.07968	1.062	1	-0.29918569766173636	P620
631.56611	24.676	1	-0.11361869812041796	P621
1624.45075	22.785	1	-0.04723517088422422	P622
1545.16507	19.198	1	-0.07970493980052966	P623
1576.22749	23.777	1	0.10293484483487031	P624
568.48546	16.786	1	0.08265406955078211	P625
1520.07054	17.277	1	-0.10415671311603453	P626
772.5488	16.429	1	-0.18570678946548647	P627
313.27434	10.108	1	-0.06615646207669788	P628
1003.58161	9.639	1	0.10066189206943997	P629
1545.07525	17.24	1	-0.241472278761494	P630
426.32179	7.312	1	-0.4136485668046342	P631
631.56553	20.044	1	-0.09400710664134779	P632
482.36094	11.072	1	-0.011332462805028318	P633
762.66017	21.253	1	0.02953734463351996	P634
548.27527	9.71	1	0.06360403378104414	P635
415.21187	7.214	1	-0.24260320201533664	P637
930.60672	15.862	1	0.398538826637116	P638
841.71173	21.886	1	0.2742421200014988	P639
502.49814	16.965	1	0.12345510603195257	P640
945.85997	24.735	1	0.006735216037873978	P641
768.70783	22.699	0	-0.6110430869566713	P642
814.69039	21.686	1	0.0001463435107365162	P643
1577.23141	24.733	0	0.684016630939371	P644
311.25842	17.638	1	0.2953275517609395	P645
